feature,Anthropic,OpenAI,Gemini,Qwen,cross_family_var,grad_Anthropic,grad_OpenAI,grad_Gemini,grad_Qwen,avg_grad,sign_consistent
Applicability of communications/advertising rules (FINRA 2210 / SEC Marketing Rule),0.0005382630323234411,0.0005034756105051736,0.0013912975518886826,0.00038391455080360586,1.6062779171926648e-07,0.0001450923628142,0.0011344728482831,0.0009685168869388001,-0.000190759604746,0.000514330623322525,False
Client's guaranteed/stable income sources affect risk capacity,0.0004031330578723058,0.0007813413644070441,0.0007090820075379083,0.0005098789037603412,2.2914757331114512e-08,-0.00027040686149150004,0.00045125717987050005,0.00031047776023750004,0.001529636711281,0.000505241197474375,False
Customer-specific suitability obligation,0.003412694369949283,0.0031715682388340433,0.0044014286683767175,0.006638710888532067,1.8738741540184723e-06,0.0024326801928808,0.0029818185906062,-0.0028730997213139995,-0.0005598192576452997,0.0004953949511319251,False
Absence of services justifying advisory fee,0.003025554274812444,0.005036006638087536,0.004894718142230423,0.0026776159857901743,1.1346415125765143e-06,-0.0030872837902362,0.0014978607009615,-0.0009464226302562002,0.000580288529191,-0.0004888892975849751,False
Break-even/recoupment period analysis including opportunity cost,0.0010738750439183821,0.000880701817903012,0.0016112347305502184,0.001596051580010191,1.0277336309868876e-07,-0.00032080331611810016,-0.0006084281316747001,0.0005831814687273001,0.0022953450352496997,0.0004873237640460499,False
Duration/interest-rate risk of the investment,0.0013744260998172866,0.0024432438823036675,0.0015851838349736516,0.0011100650566246836,2.497529822404891e-07,-8.958046766540002e-05,0.0005214027909634,-0.0018067266588098997,-0.0005704988775821,-0.0004863508032734999,False
Applicability of FINRA Rule 2010 standards of commercial honor,0.0007565947340500442,3.759539832323385e-05,0.0004520333167707052,0.0005105403841755745,6.681995434932525e-08,0.0001894513488936,0.0,0.0005790387955993,0.0011472275334608,0.000478929419488425,False
Concentration suitability assessed independently of the security's fundamental merits,0.00025260179852480366,0.0,0.0004127628067644715,0.00012746972594006862,2.3320691275828982e-08,0.0007578053955744,0.0,0.0007720517274657,0.0003824091778202,0.00047806657521507503,False
Accuracy of client risk-tolerance assessment,0.0004568794353102733,0.0007038374927050097,0.0005769674590353066,0.0007251831541445111,1.1619739754812121e-08,0.00018729511012680001,0.0010588413250642,-0.0017309023771059,-0.0014107311067931001,-0.000473874262177,False
Achievement of stated investment/income objective,0.0010088055406654813,0.0008432720617691117,0.0009650805841211112,0.0017219606420550595,1.1860636015243317e-07,-0.0008495421020065999,0.0003760476498921,-0.0015378894452395,0.0001189056044879999,-0.0004731195732165,False
Pattern of similar recommendations across comparable clients,0.0025748093264575038,0.0014334700611655531,0.0031685010022281367,0.001915341299515729,4.314352937644304e-07,0.0018751073400342,-3.5166103372000082e-06,0.0003967968138656004,-0.0003784043203439,0.0004724958058046751,False
Ongoing duty to maintain and update client profile,0.004615908298286,0.0022521677272777977,0.003630195920663142,0.0033860218387879847,7.072329319936664e-07,-0.0018704826797835005,-0.0005745509736429001,-0.001142197344208,0.0017244011735035002,-0.00046570745603272514,False
Absence of churning / excessive trading,0.0009128062508806133,0.00036415672807863826,0.0008984255303055771,0.0004598010539939403,6.208870210836773e-08,-0.0014605301437533,0.0003781576160943,-0.0011511731359853,0.00038285416198440003,-0.000462672875414975,False
Excessive leverage relative to client's assets/objectives,0.0031770483597356796,0.002205028771830564,0.003131812326383969,0.0032527010414057167,1.8273442056721894e-07,7.917098906629972e-05,-0.0013341014873418998,0.0011663629374546003,0.0019182756673979,0.00045742702664422507,False
Portfolio aggressiveness relative to risk-tolerance classification,0.0014577183962938543,0.0008582107125413784,0.0009934917343014116,0.0019767268969342632,1.9252602968467604e-07,-0.0011561142422634,-0.00038308087056639995,0.0012359732094665,0.0021063653671598,0.00045078586594912506,False
Adequacy of client's liquidity/emergency reserves,0.0018322183439914267,0.003313394102927412,0.0022292710429050256,0.0034688491843580193,4.853835026622614e-07,0.0009704845906320001,-0.0015653566538166002,0.0007782657371576999,-0.001977670111063,-0.00044856910927247503,False
Need for immediate protective/remedial action to prevent further harm,6.386919588680092e-05,0.0005039444918834403,0.0004001457493357046,0.00044680552120550675,2.9350286939385237e-08,-0.0001916075876604,0.00037675097195950005,0.0006176413819725,0.0009560229445506,0.00043970192770555,False
Adequacy of advisor's liquidity-needs assessment/inquiry,0.0016092662545575567,0.000769123704527844,0.0008999937251117106,0.002043221925521631,2.7154053168740485e-07,-0.0013541905462244998,0.0004131600894341001,0.0005824910232059001,0.0021050304146677,0.00043662274527080005,False
Adherence to firm internal guidelines/policies,0.00040560037015090585,0.0002516643508238368,0.00018131426943300208,0.0005095822476509743,1.650271405304318e-08,0.0004503707598109,0.0005294206625321,0.0,0.0007657083239687001,0.00043637493657792503,False
Evaluation of annuity guarantee/income-rider benefit value,0.001204368098150284,0.0017766594935541245,0.0013027159246186148,0.000636878398412743,1.6414358488834342e-07,0.0008602637633228999,0.00048527500231579975,0.000697332158596,-0.0003417653455525,0.0004252763946705499,False
Margin risk disclosure requirement (FINRA 2264),0.0011014350634662826,0.0009694121322989467,0.0013791385924410158,0.0011478770222143177,2.1869597676760237e-08,-0.0004684831654526001,0.00029971280460570004,-0.0003811927450835999,-0.0011432226759844,-0.00042329644547872496,False
FINRA guidance on leveraged/inverse ETFs (Notice 09-31),0.0005936809240796752,0.00012531799441080173,0.0004779353552611389,0.0,5.96052323068767e-08,0.0010609275538041,0.0,0.0005790387955993,0.0,0.00040999158735085,False
Applicability of anti-fraud/misrepresentation provisions,0.005976658104220385,0.0014115478579019194,0.004083673296075447,0.0034199763893330852,2.6609235964605393e-06,-0.0014308931138069005,-0.0003844875147013,0.0022113945516187,0.0012302061378198,0.0004065550152325749,False
Issuer credit quality/creditworthiness,0.00012701964551800184,0.0002904100422308858,0.0003593905349774708,0.0003188908111013715,7.794805399847199e-09,-2.1562387667999896e-06,-7.731949618080002e-05,-0.0009616124317255,-0.0005722788142382,-0.00040334174522782497,True
Absence of conflict of interest / self-dealing,0.0007777901239948114,0.002065583302393462,0.0005800181591603066,0.0006630931552378434,3.6821651735486585e-07,0.0014368115173178,-0.0023554083796237003,-0.00019094159530249998,-0.0004949070103461,-0.0004011113669886251,False
Income generated exceeds client's needs,0.0005723790257122749,0.0005154932289451404,0.00037432720129943766,0.00019120458891013625,2.1648708180238424e-08,-0.00042886790466039996,0.000869762517017,0.0005790387955993,0.0005736137667304,0.00039838679367157505,False
Unauthorized/discretionary trading without written authorization,0.0011544626946485832,0.0007415063454570102,0.0013283792456532154,0.0011467023894385507,4.6403140657185726e-08,0.00037027774271980007,0.0010966570866737,0.00011925998672649991,3.559873312300064e-06,0.00039743867235807504,True
Documentation of cost/alternatives comparison analysis,0.0015046719113909217,0.0007435459246445435,0.0005150329144271393,0.0010216620889081489,1.3613978235784988e-07,-0.0007815240220098998,0.0001484497581680001,-0.000576277013514,-0.00038018425699999994,-0.00039738388358897484,False
Front-end sales load eroding/disproportionate to invested principal,0.002914952068139109,0.004190641357948158,0.0027294958252411313,0.003471324685527653,3.2337502952930866e-07,-0.0007109184554930001,-0.0036951364435050997,0.0015523888011875,0.001268358058769,-0.0003963270097603999,False
Conservative objective compatible with some higher-risk exposure,0.0006372942772331425,0.0,0.0009635980788022444,0.00032032801588827153,1.2862584041369664e-07,-0.0001916075876604,0.0,-0.0013441860678517,0.0,-0.000383948413878025,False
Failure to disclose backtesting/hypothetical performance limitations,6.386919588680092e-05,0.0,0.0004254408327589382,0.0005106085523720411,4.896024448779101e-08,-0.0001916075876604,0.0,-0.0005769674590353,-0.0007630384189843,-0.00038290336642,False
Consistency of trading activity with client's investment profile/objectives,0.004295132462128629,0.006231327210249786,0.005434592440165996,0.005613398665678485,4.8960241087257e-07,0.0009282223108014005,0.00047191188303459964,0.0024099310476558,-0.0022788806211804,0.00038279615507785,False
Tension between income generation and capital preservation objectives,0.0005270971732560409,6.326071003820087e-05,0.00046517163977940535,0.00025545260424067055,3.345137510576355e-08,-0.0013412531136232,-0.0001897821301146,6.904455212999958e-07,4.4498416409998517e-07,-0.0003824749535131,False
Unsolicited-transaction exemption from penny stock disclosure requirements,0.00025260179852480366,0.0,0.0005163709607261726,0.0,4.5654215395430256e-08,0.0007578053955744,0.0,0.0007720517274657,0.0,0.00038246428076002504,False
Product complexity relative to client's sophistication/understanding,0.0005392425387337078,0.001108320031473982,5.1804076980833926e-05,0.0004213957761856064,1.4375138905661008e-07,0.0002979471851893,-0.0012536873740644,0.0,-0.0005722788142382,-0.000382004750778325,False
Effective date of firm's internal heightened standard,0.00012773839177363517,0.00012591970724360173,0.0,0.00031793267457680483,1.2893762963582695e-08,-0.0003832151753209,-0.0001897821301146,0.0,-0.0009537980237304,-0.000381698832291475,False
Forfeiture of existing guaranteed benefits/riders on product switch,0.0013269348285441858,0.002002378792351061,0.0015209318805054174,0.0014023714899304546,6.908790952443415e-08,-0.0004779706160268002,0.0005609065255346999,-7.237205409730001e-05,-0.0015242969013125997,-0.0003784332614755,False
Premature liquidation causing realized loss / cash-flow mismatch,0.0007850411207593114,0.0,0.0007488277534226754,0.00025530427618600395,1.1048192462962901e-07,-0.0003909776348817,0.0,-0.0006923609508423,-0.0003815192094921,-0.000366214448804025,False
Advisor prioritized own interests over client's best interest,0.0030284894823824106,0.0031113583251686427,0.005502623986957963,0.003571180952441321,1.0051739583061415e-06,0.0010699242241067998,0.0007457654011772002,0.0004032870017661996,-0.0007550287040317002,0.00036598698075462487,False
Distinction between suitability standard and best-interest standard,0.00034110586390250495,0.0,0.0004231094699592049,0.0001910562608554029,2.593534346288435e-08,-0.0003832151753209,0.0,-0.0012693284098776,0.00019164957307419997,-0.00036522350303107504,False
Assessment of client's financial capacity/ability to bear losses,0.00034244992051970494,0.00029063823847607067,0.0,0.0005485688460163417,3.839799829364365e-08,0.0002609194109173,-0.0007591285204585,0.0,-0.0009537980237304,-0.00036300178331789997,False
Product not per se prohibited in account type,0.0006420851525392093,0.000604520859932975,0.00025776802809250295,0.0,6.959446400771745e-08,0.0013261594422552,-0.00045660242758299995,0.0005790387955993,0.0,0.000362148952567875,False
Absence of signed disclosure/waiver form (procedural),0.0009250450522522468,0.00042969145799353926,0.0005794626177854401,0.0006386715905308764,3.227637253060063e-08,-0.0012275823042871,-0.0011386927806877,-0.00022912991436290002,0.0011472275334608,-0.0003620443664692249,False
Account-type appropriateness relative to client needs/activity,0.001707498834813958,0.001898983001203893,0.0016549527565131526,0.0014053260593623546,3.101856793934667e-08,-0.0012426759756552002,0.0009418774298988,-0.00019094159530249998,0.0019124908732654,0.00035518768305162494,False
Invalid tax-loss-harvesting rationale in tax-deferred account,0.0005334186803221744,0.0007171319912393099,0.0008371385864751097,0.0003830706582354725,3.004857064445584e-08,0.0,0.00045238249517840005,0.00019577471395170007,0.0007648183556405,0.00035324389119265,False
Misrepresentation of diversification as safety/principal protection,0.00042948975503857286,0.0,0.0001548277977637351,0.00019120458891013625,2.365841084804787e-08,0.0005683540466808,0.0,0.000270218104613,0.0005736137667304,0.00035304647950605,False
Legitimate economic/investment purpose for transactions,0.0010717188051515155,0.0009976905812283804,0.0010009054636201113,0.0015312784206574232,4.923197118074024e-08,0.0008223734935441001,-4.344233814889981e-05,-0.0016130232814221,-0.0005696089092539999,-0.0003509252588202249,False
Need for internal investigation/compliance review and escalation,0.00012630089926240183,0.0006173776993088417,0.0003227104280820371,0.0001276521380929686,4.0277663433455764e-08,0.0003789026977872,0.0012094010494346,6.904455212999958e-07,-0.000190759604746,0.000349558646999275,False
FINRA senior/vulnerable investor heightened scrutiny rules,0.0017172537913951247,0.0003021588207318375,0.0001929700871228022,0.000484932195031074,3.734450788953775e-07,0.0013153782484209,0.0007184994705793,-0.0003846449726902,-0.00026635147198200004,0.00034572031858199996,False
Comparison of advisory/wrap fee to lower-cost alternatives,0.0007740691759775446,0.001523571353778421,0.00032252312431857043,0.0007003418523970773,1.8962835764121774e-07,0.00037243398148660003,0.00022197131518460005,0.0005790387955993,0.0001934295097304001,0.0003417184005002251,True
Immediate surrender charge/quantifiable economic harm from product switch,0.0007698903901818777,0.002328414931116399,0.001607536429647452,0.000739773434926478,4.3300105596407224e-07,-0.0007728990669423999,0.0036660189099133,-0.0011491017994212998,-0.00038018425699999994,0.00034095844663740006,False
Customer instruction/request does not waive suitability obligation,0.0020769737370758966,0.002026718747318861,0.0023587383906135606,0.0034794678061390197,3.453536119997718e-07,-0.0008581670570741,0.0018868494768943002,-0.00018541803113179974,-0.0022056916684302006,-0.00034060681993545,False
Material change in client circumstances,0.0016464509989318238,0.0021399629232939296,0.002046806030936457,0.0026151699995523065,1.1873701537766633e-07,-0.00020670125902849993,-0.0005749729668834002,-0.0011484113538999998,0.0005793985608629,-0.00033767175473724996,False
Client emotional vulnerability / behavioral bias,0.0012909532582288852,0.0004791153336904066,0.00012951019245213482,0.0004711930018142405,1.824419593183134e-07,-0.0016159724526485,-2.1099662023000556e-06,0.0,0.0002690213769663,-0.00033726526047112503,False
Selling away / private securities transactions (FINRA Rule 3280),0.0,0.00012605253869810173,0.00032252312431857043,0.00022997469102430346,1.4422780250472244e-08,0.0,0.0003781576160943,0.0005790387955993,0.0003824091778202,0.00033490139737845,False
Advisor's claim of inside knowledge as red flag,0.00018945134889360274,0.0001887115359035026,0.000257350575821903,0.00025530427618600395,1.1310974109469837e-09,0.0005683540466808,0.0003781576160943,0.0007720517274657,-0.0003815192094921,0.000334261045187175,False
Misleading or incomplete tax advice/claims,0.00013054653092706855,0.00018879906773520258,0.0005021675846691724,0.0005097646598038745,3.041115057161198e-08,-0.0001916075876604,-7.63348452863e-05,0.001351090523065,0.00019253954140229998,0.00031892190788015,False
Ambiguity/subjectivity in interpreting client's risk-tolerance designation,0.0002478879749234036,0.00017544519217513573,0.0009133910884314774,0.0010708066710962496,1.560220950484462e-07,-0.0001162582958564,0.0,8.107166766609998e-05,-0.0012195265178829,-0.00031367828651830004,False
Insufficient yield spread over margin/borrowing cost,0.0003340253547367382,0.0004397147968688061,0.0,0.0,3.881339616018413e-08,0.0006820248560169,0.0005672364241415,0.0,0.0,0.0003123153200396,False
Shift in portfolio risk level resulting from recommendation,0.0008070751345561782,0.0011717791944364493,0.0009002035507636063,0.0007008550047576107,3.051421466428595e-08,0.0003745902202535,-4.245768725449992e-05,0.0014689696187488999,-0.0005709438617461,0.00030753957250045,False
Fee/commission competitiveness relative to industry/peer norms,0.00017883374848310258,6.265899720540086e-05,0.00010257199271736785,0.0006504055138657099,5.555330875523959e-08,-0.0005365012454493,0.0,-0.0003077159781521,-0.0003803622506657,-0.000306144868566775,False
Verbal risk warning provided to customer,0.00036785384962330527,0.001282854027183451,0.0004894038691874389,0.00025578334444827057,1.627234637786711e-07,0.0002604881631639,0.00037534432782460015,0.000772742172987,-0.000190759604746,0.00030445376480737503,False
Absence of actual client harm/loss,0.00044200283406127316,0.0003014977308732375,0.0008351957841420096,0.0005992901240712759,3.926544209854153e-08,-3.881229780400015e-06,0.0003781576160943,-0.0003811927450835999,0.0012241543531889,0.00030430949860480003,False
Firm compliance/branch approval as oversight/defense factor,0.00020844320172993633,0.0005042461425573404,0.0003852925734679045,0.000420690996520173,1.1638041803910504e-08,-7.79367783243e-05,-0.0002672422907088,-0.0009616124317255,0.00011579071533980004,-0.0002977501963547,False
Adequacy of stress-testing/scenario analysis,0.0002710587618781039,0.0,0.0005150329144271393,0.00019219680953293626,3.4102319636988485e-08,-0.0006131442805135,0.0,-0.000576277013514,0.0,-0.000297355323506875,False
Losses consistent with known/disclosed product risks,0.00037464686028681934,0.0005540529563158409,0.0,0.0,5.7928527746410244e-08,-0.0006523282935522584,-0.0005320932863884,0.0,0.0,-0.0002961053949851646,False
FINRA senior-protection rules authorizing temporary hold/investigation (Rule 2165),0.0008119860357812783,0.00012531799441080173,0.0002581854803630696,0.0,9.60967179588506e-08,0.0007956956653531,0.0,0.0003860258637328,0.0,0.000295430382271475,False
Failure to consider issuer-specific/idiosyncratic risk,0.00011664943608830169,0.00022737752843783647,6.475509622606741e-05,0.00012717306983070194,3.465467014023599e-09,-0.0002299291051925,-0.0005693463903438,0.0,-0.0003815192094921,-0.0002951986762571,False
Regulatory guidance on mutual fund switching,0.0,0.0003140295303143043,0.000257350575821903,0.0,2.0806264590807935e-08,0.0,0.0003781576160943,0.0007720517274657,0.0,0.00028755233589,False
"Suitability assessed at the time of recommendation, not hindsight",0.00012982778467146854,0.00012568526655443507,0.0004507381152153052,0.0010848837995176498,1.5268715757378704e-07,0.0001894513488936,0.0001890788080471,0.00019439382290910003,0.0005753937033865999,0.0002870794208091,True
Portfolio drift from diversified/suitable to concentrated speculation,0.00012773839177363517,0.00025304284015283677,0.0,0.0,1.1024797259667101e-08,-0.0003832151753209,-0.0007591285204585,0.0,0.0,-0.00028558592394485,False
Duty to warn client about concentration risk,0.0005157842532768075,0.0,6.475509622606741e-05,0.0001278004661476686,4.028081348854027e-08,0.000947256744468,0.0,0.0,0.0001912045889101,0.000284615333344525,False
Balancing borderline arguments for violation vs appropriate conduct,0.0010001600256040813,0.0006439682848924089,0.0,0.0006518495354722098,1.3051111959104877e-07,0.0,-0.0011017210055593,0.0,8.899683280999527e-07,-0.0002752077593078,False
Sufficiency of oral/verbal disclosure versus written documentation,0.00022389479998343654,0.0,0.000667834419403641,0.0006254796337727762,7.796894735942199e-08,-0.0001916075876604,0.0,-0.0008444237815629999,-3.690596528990004e-05,-0.00026823433362832495,False
Client sophistication/wealth as mitigating factor for violation severity,2.5260179852480916e-05,0.00012652142007640174,0.0,0.00025434613966143717,1.002569249220466e-08,7.578053955744165e-05,-0.0003795642602292,0.0,-0.0007630384189843,-0.00026670553491401456,False
Alignment of recommendation with stated income/yield objective,0.0017541011688779252,0.002520713354755835,0.0025243036110717955,0.0026266782114840064,1.2275117127453e-07,-0.0017025341860404,0.0005954870056339,0.0001247835508972001,-6.936208893950019e-05,-0.0002629064296122,False
Diversification supports suitability,0.006214821888392323,0.006642412924261592,0.0057377429193129,0.0038306509132656247,1.1535089386996004e-06,0.0019775061752646,-0.0023377076291429006,0.00036344161345440006,0.001038823555244,0.0002605159287050249,False
Downside/volatility risk exposure affecting suitability,0.0005682268299416416,0.0005302255938341739,0.0006577820582395743,0.0008293971111786792,1.3306257716233447e-08,-0.0012646100785591,-0.0004951215112599,-0.0008077544426494,0.0015300816954452,-0.00025935108425580004,False
Advisor's remedial/corrective action or declining unsuitable transaction,3.8321517532067224e-05,6.302626934903421e-05,0.00015476463016486845,0.0007019273852385772,7.315873213539963e-08,-0.0001149645525962,0.0001890788080471,-0.0001923224863451,0.0011476725176249,0.00025736607168267496,False
Client sophistication does not relieve advisor's obligations,0.0,0.0,0.000320537477241837,0.0,1.9264551434355216e-08,0.0,0.0,-0.0009616124317255,0.0,-0.000240403107931375,False
Wholesale repositioning/restructuring of portfolio,0.00025547678354727034,6.265899720540086e-05,0.0,6.35865349153343e-05,9.202450678812043e-09,-0.0007664303506418,0.0,0.0,-0.000190759604746,-0.00023929748884695,False
Account-level objective segmentation/updating,0.0003249622577410047,0.00010025439552863471,0.0,0.00012717306983070194,1.3885200230597435e-08,-0.0005748227629814,0.0,0.0,-0.0003815192094921,-0.000239085493118375,False
Insider trading / misuse of material nonpublic information,0.0012060158891364506,0.0003014977308732375,0.0009006413258894104,0.0003435749478194719,1.4539234931104474e-07,0.0002979471851893,0.0003781576160943,0.0007748135095510001,-0.0004953519945102,0.00023889157908110002,False
Advisor's personal/emotional tie to the issuer,0.0008081450618449451,0.0009821783724291468,0.0013921324564298493,0.0009567866772606145,4.697851479207479e-08,0.0008279797143380001,-7.914813355610001e-05,0.0005824910232059001,-0.000379739272836,0.00023789583278795002,False
Adequacy of options account approval/qualification process,0.0003930102394234723,0.0004021193985455389,0.0,0.0,3.952481842103457e-08,0.0003789026977872,0.0005672364241415,0.0,0.0,0.00023653478048217498,False
Double-dipping / advisory fees charged alongside commissions,0.0003789026977872055,0.00010025439552863471,6.475509622606741e-05,6.35865349153343e-05,1.739774826718165e-08,0.0011367080933616,0.0,0.0,-0.000190759604746,0.00023648712215390002,False
FINRA Rule 2360 options trading requirements,0.00025612868393387036,0.0005284063779328073,6.475509622606741e-05,6.35865349153343e-05,3.617892718105242e-08,0.0005683540466808,0.0005665331020741001,0.0,-0.000190759604746,0.00023603188600222503,False
Advisor abdicated professional judgment by following client instructions,0.0007249863087838105,0.00012568526655443507,0.00010360815396170119,0.0005751532238119754,7.453663126633253e-08,-0.0005412449707364001,0.0001890788080471,0.0,-0.0005722788142382,-0.00023111124423187503,False
Absence of problematic product features (concentration/margin/complexity/illiquidity),0.0006850198669584765,0.0002777844665141372,0.00038598301898923776,0.00025482520792370384,2.9360473637294694e-08,-0.0005748227629814,7.4224879084e-05,0.00019439382290910003,-0.0005722788142382,-0.00021962071880662497,False
Absence of firm prohibition on the product,3.8321517532067224e-05,0.00016351510556683558,0.0,0.00019075960474606958,6.515501431961311e-09,-0.0001149645525962,-0.0001897821301146,0.0,-0.0005722788142382,-0.00021925637423725,False
High withdrawal rate creating sequence-of-returns/longevity risk,0.0010553040846771153,0.00022677581560503644,0.00045161586450010523,0.0,1.5440640488543183e-07,-0.0012667663173259,-0.0003795642602292,0.0007720517274657,0.0,-0.00021856971252235,False
Advisor overrode/manipulated client's stated risk profile/KYC data,0.0058685736715053515,0.004302435685281426,0.006066726116235337,0.005352482946585515,4.677415937945917e-07,0.0020003623061934,-0.00046644893652709974,0.0005997521612391993,-0.0012900455656488998,0.00021090499131414995,False
Advisor warned client against the transaction/of its risks,0.0001532860701283689,0.0006933593498544095,0.00045161586450010523,0.00025434613966143717,4.256130044444142e-08,-0.0004598582103851,-0.00038167422643160006,0.0007720517274657,-0.0007630384189843,-0.00020812978208382501,False
Advisor's pretextual/unsubstantiated rationale for recommendation,0.0016476912654966906,0.0008684544147028454,0.0017512093524461201,0.0013419901047964536,1.176457491352358e-07,0.00048006732227549994,0.0014362956190912,-0.0007258542403577998,-0.00038018425699999994,0.00020258111100222503,False
Recordkeeping/documentation integrity,0.004081824348403425,0.003109278102287276,0.001998599626506823,0.0020962419748808653,7.185994815617399e-07,-0.0028620984103307997,0.0020726930034313004,0.00023700099330610015,-0.00022641961437669996,-0.00019470600699252478,False
Internal inconsistency between client's documented profile and firm's approval criteria,0.00037339307622550537,6.265899720540086e-05,0.0003857957152257378,2.5626241271061955e-05,2.8322629895419293e-08,0.0,0.0,0.000772742172987,0.0,0.00019318554324675,False
Regulatory guidance on margin risk suitability,0.0004583169278215399,0.0002521050773962368,0.0,0.0004460638809321068,3.4554865258244895e-08,-0.0005748227629814,0.0007563152321887,0.0,-0.0009537980237304,-0.00019307638863077497,False
Advisor's lack of authority/control to compel client action,8.001280204830115e-05,0.0,0.00045161586450010523,0.00012813120635530196,2.9488942782095912e-08,0.0,0.0,0.0007720517274657,0.0,0.000193012931866425,False
"Elements of churning (control, excessive trading, scienter)",0.0,0.0,0.000257350575821903,0.0,1.2417997289224697e-08,0.0,0.0,0.0007720517274657,0.0,0.000193012931866425,False
Duty to involve/contact client's authorized representative (POA),6.667733504026762e-05,6.326071003820087e-05,0.00032252312431857043,0.0003196665354730049,1.6402586476791248e-08,0.0,-0.0001897821301146,0.0005790387955993,0.0003824091778202,0.000192916460826225,False
Liquidation of safe/conservative holdings to fund higher-risk purchases,0.0006211506710716424,0.0008835399743326121,0.000838476632774143,0.0007659128285580784,9.885447387100477e-09,-0.0003832151753209,0.0007527986218516,0.0015441034549314,-0.0011445576284765,0.0001922823182464,False
Concentration is not per se unsuitable (fact-specific analysis),0.0,0.0,0.00038487512119730443,0.0,2.777416104686996e-08,0.0,0.0,-0.0007685994998591,0.0,-0.000192149874964775,False
Absence of features justifying added product cost,0.00013335467008053525,0.00012568526655443507,0.00032252312431857043,0.0,1.3261880378736723e-08,0.0,0.0001890788080471,0.0005790387955993,0.0,0.0001920294009116,False
FINRA guidance on complex/leveraged products (Notices),0.0,0.0,0.0,0.0002549394518801706,1.218639827343034e-08,0.0,0.0,0.0,0.0007648183556405,0.000191204588910125,False
Advisor's incomplete/partial assessment of client's needs,0.0003600576092174719,0.0,0.00025902038490426964,0.0005752674677684421,4.276260765991356e-08,0.0,0.0,0.0,0.0007648183556405,0.000191204588910125,False
Ambiguity/subjectivity of investment-strategy terminology,0.0,0.00016350102816390223,0.00027032191792233646,6.373486297003431e-05,1.049442873486324e-08,0.0,0.0003025260928755,0.00027090855013430003,0.0001912045889101,0.000191159807979975,False
Free withdrawal/surrender provision terms,2.667093401610963e-05,0.00018797699161620258,0.0,0.00025434613966143717,1.1437447134713864e-08,0.0,0.0,0.0,-0.0007630384189843,-0.000190759604746075,False
Documentation and supervisory adequacy concerns,0.0010913525008614492,0.0014980560183349206,0.0,0.00044750108571897353,3.3244358745472717e-07,-0.0018446078145809997,0.0029867418450782,0.0,-0.0003815192094921,0.00019015370525127506,False
Risk/return fit is not the sole consideration for suitability,0.0,0.00025304284015283677,0.0,0.0,1.200575230361514e-08,0.0,-0.0007591285204585,0.0,0.0,-0.000189782130114625,False
Product not inherently unsuitable / defensible product aspects,0.0005867072199817418,0.0002760668598474038,0.0001282149908967348,0.00019120458891013625,3.101027239368864e-08,0.00037674645902040005,0.0001890788080471,-0.0003846449726902,0.0005736137667304,0.00018869851527692503,False
Cost increase without commensurate offsetting benefit,0.0014356307574791207,0.0022681174856193646,0.002868130201804866,0.0020403816000461312,2.629911895615248e-07,0.00044692077778400003,0.001884458181865,-0.0030709457718296,5.339809968500295e-06,-0.00018355675055302498,False
Regulatory guidance on concentration limits/monitoring,0.00027162038970877055,0.00017551864660384867,0.0,6.35865349153343e-05,1.0854381639300069e-08,-0.0005748227629814,3.7815761609438814e-05,0.0,-0.000190759604746,-0.0001819416515294903,False
Client's health condition affecting future liquidity needs,0.0011175921871241826,0.001232759640154017,0.0008366579666056763,0.0021081655053656655,2.2583665394161868e-07,-0.0016159724526485,0.0007918803631824,-7.37529451399e-05,0.00019431947805840003,-0.00017588138913690002,False
Use of unapproved/non-compliant marketing materials,0.0,0.0,0.00023161551823970268,0.0,1.0058577804271133e-08,0.0,0.0,0.0006948465547191,0.0,0.000173711638679775,False
Distinction between general risk tolerance and specific speculative nature of trades,0.00010219071341890148,0.0,6.41074954483674e-05,6.35865349153343e-05,1.3460528620668121e-09,-0.0003065721402567,0.0,-0.0001923224863451,-0.000190759604746,-0.00017241355783695,False
Need for firm-wide audit/lookback to identify similar violations,0.0,0.0,0.00016732708894343526,0.00019123867300833625,8.107058334315008e-09,0.0,0.0,-0.0003077159781521,-0.0003815192094921,-0.00017230879691105,False
Reset/extended surrender period reducing liquidity,0.0008633023417691791,0.0006675549622410092,0.0010691918798407124,0.0012133116619823185,4.269669770072369e-08,0.0002139729383177,-0.0010627799286419,0.00019646515947310003,0.0013393220906991001,0.00017174506496200006,False
Cherry-picked/unbalanced performance or yield presentation,0.0003845858219631389,0.0002136282259282363,0.0,0.00019120458891013625,1.8576755539053445e-08,-0.00019592006519419995,0.0003025260928755,0.0,0.0005736137667304,0.00017005494860292502,False
Prioritizing yield/return over principal safety,0.0007806651090173114,0.0005037975830259736,0.0006191013654031071,0.00029294304477470444,3.1547820674689954e-08,-8.74242288985001e-05,0.00030111944874060005,0.00019439382290910003,0.0002683983991367,0.000169121860471975,False
Factual/evidentiary dispute over verbal vs written record,0.0001688680484591691,0.0,0.000683188537996208,0.0008169784804599459,1.1657433003154687e-07,-0.0003065721402567,0.0,0.0005032145138954001,0.0004601369690436001,0.00016419483567057505,False
Advisor's duty to assess client's functional capacity beyond self-reporting,0.00031934597943410463,0.00010084203095850138,0.0001288625916744348,0.0005746400714514422,3.582439165030703e-08,-0.0009580379383023,0.0003025260928755,-0.0001923224863451,0.0001920945572383,-0.0001639349436334,False
