case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,errored,prediction,gold
cl_2019_ca9_alexander_acosta_v._city_national_c,Q17,D,pre_cutoff,2019-04-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.063,,,,,,0,1,,16,1,1,0,UNKNOWN,"Xanders, Greines Martin Stein & Richland LLP, Los Angeles, California; Christopher Craig, Catalina Vergara, and Brian D."
cl_2019_ca9_alexander_acosta_v._city_national_c,Q19,D,pre_cutoff,2019-04-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0417,0.069,0.069,0.2951,,,,,,0,0,,24,5,0,0,struck the Secretary's jury demand.,correctly determined that the expenses were City National’s burden to prove and any doubts related to damages should be resolved in the DOL’s favor.
cl_2019_ca9_ussec_v._hui_feng,Q01,A,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,1.0,0.3636,0.3636,0.4,,,,,,0,0,,2,9,0,0,United States Court of Appeals for the Ninth Circuit,Ninth Circuit
cl_2019_ca9_ussec_v._hui_feng,Q02,A,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2019,2019
cl_2019_ca9_ussec_v._hui_feng,Q03,A,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1667,,,,,,0,0,,4,1,1,0,UNKNOWN,ussec v. hui feng
cl_2019_ca9_ussec_v._hui_feng,Q04,A,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.2857,,,,,,0,0,,3,3,0,0,"September 19, 2019",2019-08-23
cl_2019_ca9_ussec_v._hui_feng,Q07,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0625,,,,,,0,0,,24,1,1,0,UNKNOWN,"PPMs’ identification of the investments as securities, the form of the investment entity ** This summary constitutes no part of the opinion of the court."
cl_2019_ca9_ussec_v._hui_feng,Q08,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0926,,,,,,0,0,,17,1,1,0,UNKNOWN,"deposition testimony as his “nominees,” whose role was to be “just a surrogate to receive the money.”"
cl_2019_ca9_ussec_v._hui_feng,Q09,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0882,,,,,,0,0,,22,1,1,0,UNKNOWN,"all the causes of action, we begin by considering whether the district court properly made that determination as a matter of law."
cl_2019_ca9_ussec_v._hui_feng,Q10,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.067,,,,,,0,0,,26,1,1,0,UNKNOWN,"to Congress’s intent in enacting the securities laws, as it would empower “unscrupulous marketers of investments” to structure deals to evade the designation of a security."
cl_2019_ca9_ussec_v._hui_feng,Q11,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0209,,,,,,0,0,,29,1,1,0,UNKNOWN,should apply only to individuals who trade securities on an exchange and not to those involved in transactions between private parties—deals commonly referred to as “over-the-counter.”
cl_2019_ca9_ussec_v._hui_feng,Q12,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0597,,,,,,0,0,,20,1,1,0,UNKNOWN,clients’ goal of obtaining a green card does not eliminate the risk of the commission’s influence on his professional judgment.
cl_2019_ca9_ussec_v._hui_feng,Q13,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.069,,,,,,0,0,,25,1,1,0,UNKNOWN,"negotiate with the regional center to reduce his administrative fee, Feng arranged with the regional center to lower the administrative fee by reducing the commission."
cl_2019_ca9_ussec_v._hui_feng,Q14,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0205,,,,,,0,0,,60,1,1,0,UNKNOWN,"requirement in the Exchange Act. This argument fails for multiple reasons. As we have already explained, even if such an exemption existed, the record belies any claim that Feng’s activities were “solely incidental to the practice of [law].” Moreover, if an attorney’s fiduciary duty were the rationale for the exemption under the Investment Advisers Act, the incidental nature of the"
cl_2019_ca9_ussec_v._hui_feng,Q16,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0755,0.0,1,0.0,8,1,0,0,,23,1,1,0,UNKNOWN,COUNSEL | OPINION | I. A. The EB-5 Program | B. Factual Background | C. Procedural Background | A. The PPMs | B. The Administrative Fees | C. Motivation
cl_2019_ca9_ussec_v._hui_feng,Q17,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0769,,,,,,0,1,,17,1,1,0,UNKNOWN,"Taylor, Holmes Taylor Scott & Jones LLP, Los Angeles, California, for Defendant-Appellant Law Offices of Feng & Associates."
cl_2019_ca9_ussec_v._hui_feng,Q19,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0619,,,,,,0,0,,16,1,1,0,UNKNOWN,does not impose such a requirement as a prerequisite for finding that someone is a broker.
cl_2019_ca9_ussec_v._hui_feng,Q20,D,pre_cutoff,2019-08-23,federal,circuit,openai/gpt-5,2024-09-30,0,8,1.0,8,1.0,0.4211,0.4211,0.4294,,,,,,0,0,,8,30,0,0,"of others on the promise of profits.'"" SEC v. Edwards, 540 U.S. 389, 393 (2004) (quoting SEC v. W. J. Howey Co., 328 U.S. 293, 299 (1946)).",of others on the promise of profits.’”
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q01,A,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,5,1.0,5,1.0,0.625,0.625,0.6186,,,,,,0,0,,5,11,0,0,United States Court of Appeals for the District of Columbia Circuit,United States Court of Appeals
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q02,A,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2019,2019
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q03,A,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0541,,,,,,0,0,,6,1,1,0,UNKNOWN,donald trump v. mazars usa llp
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q04,A,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.6667,0.3077,,,,,,0,0,,3,3,0,0,"October 11, 2019",2019-10-11
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q07,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0488,,,,,,0,0,,30,1,1,0,UNKNOWN,"of Government Ethics,” the President’s statutory obligation to “file . . . public financial disclosure report[s],” and Congress’s “plenary authority to legislate and conduct oversight regarding compliance with ethics laws and regulations,”"
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q08,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1163,,,,,,0,0,,12,1,1,0,UNKNOWN,"the subpoena, that memorandum offers a natural starting point for our analysis."
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q09,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.049,,,,,,0,0,,28,1,1,0,UNKNOWN,"“suspicions of criminality” by an impeachable official, Congress must “end[]” all legislative investigation and either do nothing at all or “move[] that part of the investigation into impeachment.”"
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q10,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0769,1,0.0769,0.1429,0.1429,0.1923,,,,,,0,0,,13,1,0,0,unlimited.,unlimited and cannot circumvent the distinct power to investigate for purposes of impeachment.
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q11,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0833,,,,,,0,0,,15,1,1,0,UNKNOWN,"to target individual, official misconduct, it proceeded through the impeachment power, not the legislative power."
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q12,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0312,,,,,,0,0,,28,1,1,0,UNKNOWN,"illegal conduct of the President, but then states it is “even more important” that the Committee is seeking to “review multiple laws and legislative proposals under [its] jurisdiction.”"
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q13,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1395,,,,,,0,0,,10,1,1,0,UNKNOWN,and explicitly invoked the impeachment power when pursuing official wrongdoing.
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q14,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0276,,,,,,0,0,,61,1,1,0,UNKNOWN,"historical examples dictate that result. All involved investigations targeted at individual conduct; none involved a Congressional effort to investigate the need to amend existing laws or enact remedial legislation. Instead, those examples merely demonstrate that Congress has, at various points throughout our history, debated and decided when it wishes to shift from legislating to impeaching. Where legislation may be had—and"
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q16,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0251,0.0,1,0.0,8,1,0,0,,81,1,1,0,UNKNOWN,"II. This is hardly the first subpoena Congress has issued— | A. Bruns et al. eds., rev. ed. 2011). More investigatory | III. At the outset, we emphasize that to resolve this case we | A. While “[t]he power of the Congress to conduct | B. Because “Congress may only investigate into those areas | T. Burress, Office of the President, Re: Conflict of Interest | A. Rockefeller to be Vice President Under the Twenty-Fifth | C. Thus far we have concluded that the Committee is"
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q17,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0526,,,,,,0,1,,29,1,1,0,UNKNOWN,This is hardly the first subpoena Congress has issued— legislative subpoenas are older than our country itself—and the parties draw upon the historical record to support their claims.
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q19,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0585,,,,,,0,0,,23,1,1,0,UNKNOWN,"remedial legislation, Congress may now expand its control over the other branches and avoid the accountability and responsibility inherent in the impeachment power."
cl_2019_cadc_donald_trump_v._mazars_usa_llp,Q20,D,pre_cutoff,2019-10-11,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0968,,,,,,0,0,,18,1,1,0,UNKNOWN,"by the President . . . rendering it proper, in their judgment, to resort to impeachment, their course would be plain."
cl_2019_cadc_the_robare_group_ltd._v._sec,Q01,A,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,5,1.0,5,1.0,0.625,0.625,0.6186,,,,,,0,0,,5,11,0,0,United States Court of Appeals for the District of Columbia Circuit,United States Court of Appeals
cl_2019_cadc_the_robare_group_ltd._v._sec,Q02,A,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2019,2019
cl_2019_cadc_the_robare_group_ltd._v._sec,Q03,A,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,4,0.6667,4,0.6667,0.3846,0.3846,0.3544,,,,,,0,0,,6,20,0,0,"The Robare Group, Ltd., Mark L. Robare, Jr., and Jack L. Jones, Jr., Petitioners v. Securities and Exchange Commission, Respondent",the robare group ltd. v. sec
cl_2019_cadc_the_robare_group_ltd._v._sec,Q04,A,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.6667,0.3333,,,,,,0,0,,3,3,0,0,"April 30, 2019",2019-04-30
cl_2019_cadc_the_robare_group_ltd._v._sec,Q07,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0833,1,0.0833,0.1538,0.1538,0.2118,,,,,,0,0,,12,1,0,0,evidence.,"evidence, as shown by the contrary decision of the administrative law judge."
cl_2019_cadc_the_robare_group_ltd._v._sec,Q08,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1333,,,,,,0,0,,7,1,1,0,UNKNOWN,conflicts of interest’” arising from the arrangement.
cl_2019_cadc_the_robare_group_ltd._v._sec,Q09,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0822,,,,,,0,0,,8,1,1,0,UNKNOWN,maintaining client investments in certain funds Fidelity offered.”
cl_2019_cadc_the_robare_group_ltd._v._sec,Q10,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0661,,,,,,0,0,,18,1,1,0,UNKNOWN,"referred clients to “other money managers,” it received “a portion of the fees generated by the referred clients.”"
cl_2019_cadc_the_robare_group_ltd._v._sec,Q11,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,1,12,1.0,12,1.0,1.0,1.0,1.0,,,,,,0,0,,12,12,0,0,"trier of fact can find negligence as a matter of common knowledge.""",trier of fact can find negligence as a matter of common knowledge.”
cl_2019_cadc_the_robare_group_ltd._v._sec,Q12,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.04,,,,,,0,0,,30,1,1,0,UNKNOWN,"Mark Robare and Jack Jones “specifically sought or received advice from [their] consultants about how to disclose the [payment] [a]rrangement” with Fidelity, and the record showed they did not."
cl_2019_cadc_the_robare_group_ltd._v._sec,Q13,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,1,7,1.0,7,1.0,1.0,1.0,1.0,,,,,,0,0,,7,7,0,0,omit material information from TRG's Forms ADV.,omit material information from TRG’s Forms ADV.
cl_2019_cadc_the_robare_group_ltd._v._sec,Q16,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0405,0.0,1,0.0,4,1,0,0,,39,1,1,0,UNKNOWN,"II. TRG and its principals challenge the Commission’s | A. TRG and its principals have stipulated that the receipt of | B. The alternative contention put forth by TRG and its | III. More persuasively, TRG and its principals contend that the"
cl_2019_cadc_the_robare_group_ltd._v._sec,Q17,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0549,,,,,,0,1,,26,1,1,0,UNKNOWN,TRG and its principals challenge the Commission’s findings that they violated Section 206(2) by negligently failing to disclose the arrangement with Fidelity to their clients.
cl_2019_cadc_the_robare_group_ltd._v._sec,Q19,D,pre_cutoff,2019-04-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0283,,,,,,0,0,,48,1,1,0,UNKNOWN,"do not, suggest their payment arrangement with Fidelity was not a material fact of which their clients needed to be fully and fairly informed, nor do they explain how, during the period of years at issue, that material fact was conveyed through TRG’s Forms ADV or other means."
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q01,A,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.2133,,,,,,0,0,,1,9,0,0,"California Court of Appeal, First Appellate District, Division Four",calctapp
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q02,A,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,0,2014,2019
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q03,A,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1395,,,,,,0,0,,7,1,1,0,UNKNOWN,j. b. b. investment partners v. fair
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q04,A,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.2222,,,,,,0,0,,3,3,0,0,"December 16, 2014",2019-07-02
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q07,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q08,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q09,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q10,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q11,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q12,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,4,0.5714,4,0.5714,0.7692,0.7692,0.8923,,,,,,0,0,,7,6,0,0,"court, who may make that award.","court, who may make such an award."
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q13,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0357,,,,,,0,0,,7,1,1,0,UNKNOWN,"arbitration proceeding, who may assess such fees."
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q14,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0338,,,,,,0,0,,60,1,1,0,UNKNOWN,"appeal. One of those attorneys stated, “I reviewed the briefing and expressed to [defendants’ counsel] my belief that the Appeal had merit. I never communicated to them that I believed the Appeal was made in bad faith, as I never formed such an opinion.” The second attorney made a very similar statement, adding that “I expressed to them my belief"
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q16,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0632,0.0,1,0.0,8,1,0,0,,28,1,1,0,UNKNOWN,DISCUSSION | A. The Merits | B. Sanctions | DISPOSITION | IN THE COURT OF APPEAL OF THE STATE OF CALIFORNIA | FIRST APPELLATE DISTRICT | DIVISION TWO | J.B.B. INVESTMENT PARTNERS LTD.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q17,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0752,,,,,,0,1,,21,1,1,0,UNKNOWN,Defendants’ Appeal of the Grant of Plaintiffs’ Motion for Summary Adjudication as to the Breach of Contract Cause of Action A.
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q19,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0893,,,,,,0,0,,19,1,1,0,UNKNOWN,"I had agreed to terms that were suggested in an e-mail during the morning, which had become moot . . . .”"
cl_2019_calctapp_j.b.b._investment_partners_v._fair,Q20,D,pre_cutoff,2019-07-02,state,state,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0899,,,,,,0,0,,12,1,1,0,UNKNOWN,they claim were governed by the arbitration provision in the operating agreements.
cl_2019_dcd_state_of_new_york_v._united_states_,Q01,A,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0952,,,,,,0,0,,3,9,0,0,United States District Court for the District of Columbia,D.D.C.
cl_2019_dcd_state_of_new_york_v._united_states_,Q02,A,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,0,2019,2019
cl_2019_dcd_state_of_new_york_v._united_states_,Q03,A,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0976,,,,,,0,0,,7,1,1,0,UNKNOWN,state of new york v. united states
cl_2019_dcd_state_of_new_york_v._united_states_,Q04,A,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.6667,0.3333,,,,,,0,0,,3,3,0,0,"March 28, 2019",2019-03-28
cl_2019_dcd_state_of_new_york_v._united_states_,Q07,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0833,,,,,,0,0,,16,1,1,0,UNKNOWN,sole proprietors without any employees within ERISA’s scope by counting them as both “employers” and “employees.”
cl_2019_dcd_state_of_new_york_v._united_states_,Q08,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0758,,,,,,0,0,,18,1,1,0,UNKNOWN,"Code includes repeated references to “employers,” including key provisions that require certain large employers to pay a tax."
cl_2019_dcd_state_of_new_york_v._united_states_,Q09,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.04,,,,,,0,0,,46,1,1,0,UNKNOWN,"the Washington Health Benefit Exchange (“WAHBE”), has attested that any decrease in the number of enrollees on the state exchange “will lower WAHBE’s revenues” because insurance carriers pay a two-percent premium tax plus “a flat per-member per-month assessment for enrollees on the Exchange.”"
cl_2019_dcd_state_of_new_york_v._united_states_,Q10,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0307,,,,,,0,0,,46,1,1,0,UNKNOWN,"regulate ordinary commercial insurance relationships existing outside of the employment context, one would not expect it to have framed ERISA’s scope in terms of employee benefit plans, created or maintained by employers or employee organizations for the benefit of current and former employees and their beneficiaries."
cl_2019_dcd_state_of_new_york_v._united_states_,Q11,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0357,,,,,,0,0,,16,1,1,0,UNKNOWN,decision to reject these other designators of commonality apply with equal force to DOL’s geography test.
cl_2019_dcd_state_of_new_york_v._united_states_,Q12,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0781,,,,,,0,0,,16,1,1,0,UNKNOWN,“employer” is ambiguous and that nothing in the statute or precedent conclusively forecloses the agency’s interpretation.
cl_2019_dcd_state_of_new_york_v._united_states_,Q13,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.036,,,,,,0,0,,33,1,1,0,UNKNOWN,". for workers employed by others [is] not necessary for the protection of self-employed persons, and Congress accordingly has not changed the definition of ‘employee’ in that Title to include self-employed persons.”"
cl_2019_dcd_state_of_new_york_v._united_states_,Q14,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.031,,,,,,0,0,,61,1,1,0,UNKNOWN,leaves open to agency interpretation the precise contours of who might fit within this definition. But the statutory text is not infinitely elastic. The phrase “in the interest of an employer” distinguishes employer associations that stand in the shoes of an “employer” for the purpose of sponsoring an ERISA plan from every other employer association. The D.C. Circuit has warned
cl_2019_dcd_state_of_new_york_v._united_states_,Q16,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0417,0.0,1,0.0,8,1,0,0,,35,1,1,0,UNKNOWN,BACKGROUND | I. ERISA AND THE ACA | II. ASSOCIATION HEALTH PLANS AND THE FINAL RULE | III. PROCEDURAL HISTORY | ANALYSIS | I. STANDING | II. CHALLENGES TO THE FINAL RULE | B. DOL’s Regulatory Interpretation of ERISA Is Not Reasonable
cl_2019_dcd_state_of_new_york_v._united_states_,Q17,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.098,,,,,,0,1,,17,1,1,0,UNKNOWN,Statutory schemes created by ERISA and the ACA shape the content and context of the Final Rule.
cl_2019_dcd_state_of_new_york_v._united_states_,Q19,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0221,,,,,,0,0,,25,1,1,0,UNKNOWN,"criterion individually, then considers whether together they place reasonable constraints on the types of associations that act “in the interest of” employers under ERISA. a."
cl_2019_dcd_state_of_new_york_v._united_states_,Q20,D,pre_cutoff,2019-03-28,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0719,,,,,,0,0,,19,1,1,0,UNKNOWN,"as advertising, education, and publishing on business issues of interest to association members unrelated to sponsorship of an AHP.”"
cl_2019_dcd_taylor_v._federal_aviation_administ,Q01,A,pre_cutoff,2019-08-09,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0952,,,,,,0,0,,3,9,0,0,United States District Court for the District of Columbia,D.D.C.
cl_2019_dcd_taylor_v._federal_aviation_administ,Q02,A,pre_cutoff,2019-08-09,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.75,,,,,,0,0,,1,1,0,0,2018,2019
cl_2019_dcd_taylor_v._federal_aviation_administ,Q03,A,pre_cutoff,2019-08-09,federal,district,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0952,,,,,,0,0,,5,1,1,0,UNKNOWN,taylor v. federal aviation administ
