case_id,arm,date_filed,caption,jurisdiction,court,court_level,text_source,qid,tier,question,prompt,prompt_normalized,prompt_words,answer,answer_normalized,found,evidence,n_sentences,n_headings,n_footnotes
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,There was dancing now on the canvas in the garden; old men,There was dancing now on the canvas in the garden; old men,12,"pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps.","pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners-and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps.",1,sentence 2/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,But young men didn’t—at least in my provincial inexperience I believed they,But young men didn't-at least in my provincial inexperience I believed they,12,didn’t—drift coolly out of nowhere and buy a palace on Long Island Sound.,didn't-drift coolly out of nowhere and buy a palace on Long Island Sound.,1,sentence 15/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,As I waited for my hat in the hall the door of,As I waited for my hat in the hall the door of,12,the library opened and Jordan Baker and Gatsby came out together.,the library opened and Jordan Baker and Gatsby came out together.,1,sentence 30/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"Then, taking a long breath and straightening his shoulders, he remarked in","Then, taking a long breath and straightening his shoulders, he remarked in",12,a determined voice: “Wonder’ff tell me where there’s a gas’line station?”,"a determined voice: ""Wonder'ff tell me where there's a gas'line station?""",1,sentence 44/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,"Forms leaned together in the taxis as they waited, and voices sang,","Forms leaned together in the taxis as they waited, and voices sang,",12,"and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside.","and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside.",1,sentence 59/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,"And the Hornbeams and the Willie Voltaires, and a whole clan named","And the Hornbeams and the Willie Voltaires, and a whole clan named",12,"Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.","Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.",1,sentence 73/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,We hadn’t reached West Egg village before Gatsby began leaving his elegant,We hadn't reached West Egg village before Gatsby began leaving his elegant,12,sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.,sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.,1,sentence 88/97,0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",I let it blow quietly away.,I let it blow quietly away.,6,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I,I took dinner usually at the Yale Club-for some reason it was the gloomiest event of my day-and then I,1,"anchor 3048, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.",went on her vacation in July I let it blow quietly away.,went on her vacation in July I let it blow quietly away.,12,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I,I took dinner usually at the Yale Club-for some reason it was the gloomiest event of my day-and then I,1,"anchor 3048, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.","her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",24,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I,I took dinner usually at the Yale Club-for some reason it was the gloomiest event of my day-and then I,1,"anchor 3048, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch03,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 3,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","potatoes and coffee. I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.","potatoes and coffee. I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",48,I took dinner usually at the Yale Club—for some reason it was the gloomiest event of my day—and then I,I took dinner usually at the Yale Club-for some reason it was the gloomiest event of my day-and then I,1,"anchor 3048, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,The city seen from the Queensboro Bridge is always the city seen,The city seen from the Queensboro Bridge is always the city seen,12,"for the first time, in its first wild promise of all the mystery and the beauty in the world.","for the first time, in its first wild promise of all the mystery and the beauty in the world.",1,sentence 2/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,"She dressed in white, and had a little white roadster, and all","She dressed in white, and had a little white roadster, and all",12,day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.,day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.,1,sentence 13/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,"I saw them in Santa Barbara when they came back, and I","I saw them in Santa Barbara when they came back, and I",12,thought I’d never seen a girl so mad about her husband.,thought I'd never seen a girl so mad about her husband.,1,sentence 25/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"It was dark now, and as we dipped under a little bridge","It was dark now, and as we dipped under a little bridge",12,I put my arm around Jordan’s golden shoulder and drew her toward me and asked her to dinner.,I put my arm around Jordan's golden shoulder and drew her toward me and asked her to dinner.,1,sentence 37/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,The evening had made me lightheaded and happy; I think I walked,The evening had made me lightheaded and happy; I think I walked,12,into a deep sleep as I entered my front door.,into a deep sleep as I entered my front door.,1,sentence 49/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,His head leaned back so far that it rested against the face,His head leaned back so far that it rested against the face,12,"of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair.","of a defunct mantelpiece clock, and from this position his distraught eyes stared down at Daisy, who was sitting, frightened but graceful, on the edge of a stiff chair.",1,sentence 61/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,"I went in—after making every possible noise in the kitchen, short of","I went in-after making every possible noise in the kitchen, short of",12,pushing over the stove—but I don’t believe they heard a sound.,pushing over the stove-but I don't believe they heard a sound.,1,sentence 73/81,0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",was the first one he found.,was the first one he found.,6,"It was that night he sent for me at his dance, and you should have heard the elaborate way he","It was that night he sent for me at his dance, and you should have heard the elaborate way he",1,"anchor 3030, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.","if they knew her, and I was the first one he found.","if they knew her, and I was the first one he found.",12,"It was that night he sent for me at his dance, and you should have heard the elaborate way he","It was that night he sent for me at his dance, and you should have heard the elaborate way he",1,"anchor 3030, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","on Jordan, “but she never did. Then he began asking people casually if they knew her, and I was the first one he found.","on Jordan, ""but she never did. Then he began asking people casually if they knew her, and I was the first one he found.",24,"It was that night he sent for me at his dance, and you should have heard the elaborate way he","It was that night he sent for me at his dance, and you should have heard the elaborate way he",1,"anchor 3030, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch04,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 4,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","“And your house is right next door.” “Oh!” “I think he half expected her to wander into one of his parties, some night,” went on Jordan, “but she never did. Then he began asking people casually if they knew her, and I was the first one he found.","""And your house is right next door."" ""Oh!"" ""I think he half expected her to wander into one of his parties, some night,"" went on Jordan, ""but she never did. Then he began asking people casually if they knew her, and I was the first one he found.",48,"It was that night he sent for me at his dance, and you should have heard the elaborate way he","It was that night he sent for me at his dance, and you should have heard the elaborate way he",1,"anchor 3030, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,"And inside, as we wandered through Marie Antoinette music-rooms and Restoration Salons,","And inside, as we wandered through Marie Antoinette music-rooms and Restoration Salons,",12,"I felt that there were guests concealed behind every couch and table, under orders to be breathlessly silent until we had passed through.","I felt that there were guests concealed behind every couch and table, under orders to be breathlessly silent until we had passed through.",1,sentence 2/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,He went out of the room calling “Ewing!” and returned in a,"He went out of the room calling ""Ewing!"" and returned in a",12,"few minutes accompanied by an embarrassed, slightly worn young man, with shell-rimmed glasses and scanty blond hair.","few minutes accompanied by an embarrassed, slightly worn young man, with shell-rimmed glasses and scanty blond hair.",1,sentence 14/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,It was James Gatz who had been loafing along the beach that,It was James Gatz who had been loafing along the beach that,12,"afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and informed Cody that a wind might catch him and break him up in half an hour.","afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a rowboat, pulled out to the Tuolomee, and informed Cody that a wind might catch him and break him up in half an hour.",1,sentence 27/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"To young Gatz, resting on his oars and looking up at the","To young Gatz, resting on his oars and looking up at the",12,"railed deck, that yacht represented all the beauty and glamour in the world.","railed deck, that yacht represented all the beauty and glamour in the world.",1,sentence 40/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,"But he would be uneasy anyhow until he had given them something,","But he would be uneasy anyhow until he had given them something,",12,realizing in a vague way that that was all they came for.,realizing in a vague way that that was all they came for.,1,sentence 53/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,"When the melody rose her voice broke up sweetly, following it, in","When the melody rose her voice broke up sweetly, following it, in",12,"a way contralto voices have, and each change tipped out a little of her warm human magic upon the air.","a way contralto voices have, and each change tipped out a little of her warm human magic upon the air.",1,sentence 67/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,For a moment a phrase tried to take shape in my mouth,For a moment a phrase tried to take shape in my mouth,12,"and my lips parted like a dumb man’s, as though there was more struggling upon them than a wisp of startled air.","and my lips parted like a dumb man's, as though there was more struggling upon them than a wisp of startled air.",1,sentence 80/88,0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.","believe we’ve met somewhere before, Mr.","believe we've met somewhere before, Mr.",6,"Buchanan.” “Oh, yes,” said Tom, gruffly polite, but obviously not remembering. “So we did. I remember very well.” “About two","Buchanan."" ""Oh, yes,"" said Tom, gruffly polite, but obviously not remembering. ""So we did. I remember very well."" ""About two",1,"anchor 3029, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.","the introduction as a stranger. “I believe we’ve met somewhere before, Mr.","the introduction as a stranger. ""I believe we've met somewhere before, Mr.",12,"Buchanan.” “Oh, yes,” said Tom, gruffly polite, but obviously not remembering. “So we did. I remember very well.” “About two","Buchanan."" ""Oh, yes,"" said Tom, gruffly polite, but obviously not remembering. ""So we did. I remember very well."" ""About two",1,"anchor 3029, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger. “I believe we’ve met somewhere before, Mr.","Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger. ""I believe we've met somewhere before, Mr.",24,"Buchanan.” “Oh, yes,” said Tom, gruffly polite, but obviously not remembering. “So we did. I remember very well.” “About two","Buchanan."" ""Oh, yes,"" said Tom, gruffly polite, but obviously not remembering. ""So we did. I remember very well."" ""About two",1,"anchor 3029, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch05,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 5,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","champagne? Nothing at all, thanks … I’m sorry— “Did you have a nice ride?” “Very good roads around here.” “I suppose the automobiles—” “Yeah.” Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger. “I believe we’ve met somewhere before, Mr.","champagne? Nothing at all, thanks ... I'm sorry- ""Did you have a nice ride?"" ""Very good roads around here."" ""I suppose the automobiles-"" ""Yeah."" Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger. ""I believe we've met somewhere before, Mr.",48,"Buchanan.” “Oh, yes,” said Tom, gruffly polite, but obviously not remembering. “So we did. I remember very well.” “About two","Buchanan."" ""Oh, yes,"" said Tom, gruffly polite, but obviously not remembering. ""So we did. I remember very well."" ""About two",1,"anchor 3029, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,"That anyone should care in this heat whose flushed lips he kissed,","That anyone should care in this heat whose flushed lips he kissed,",12,"whose head made damp the pyjama pocket over his heart! … Through the hall of the Buchanans’ house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door.","whose head made damp the pyjama pocket over his heart! ... Through the hall of the Buchanans' house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door.",1,sentence 1/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,"His mouth opened a little, and he looked at Gatsby, and then","His mouth opened a little, and he looked at Gatsby, and then",12,back at Daisy as if he had just recognized her as someone he knew a long time ago.,back at Daisy as if he had just recognized her as someone he knew a long time ago.,1,sentence 7/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,"I stared at him and then at Tom, who had made a","I stared at him and then at Tom, who had made a",12,"parallel discovery less than an hour before—and it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well.","parallel discovery less than an hour before-and it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well.",1,sentence 13/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"The word “sensuous” had the effect of further disquieting Tom, but before","The word ""sensuous"" had the effect of further disquieting Tom, but before",12,"he could invent a protest the coupé came to a stop, and Daisy signalled us to draw up alongside.","he could invent a protest the coupé came to a stop, and Daisy signalled us to draw up alongside.",1,sentence 19/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,The music had died down as the ceremony began and now a,The music had died down as the ceremony began and now a,12,"long cheer floated in at the window, followed by intermittent cries of “Yea—ea—ea!” and finally by a burst of jazz as the dancing began.","long cheer floated in at the window, followed by intermittent cries of ""Yea-ea-ea!"" and finally by a burst of jazz as the dancing began.",1,sentence 26/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,"But with every word she was drawing further and further into herself,","But with every word she was drawing further and further into herself,",12,"so he gave that up, and only the dead dream fought on as the afternoon slipped away, trying to touch what was no longer tangible, struggling unhappily, undespairingly, toward that lost voice across the room.","so he gave that up, and only the dead dream fought on as the afternoon slipped away, trying to touch what was no longer tangible, struggling unhappily, undespairingly, toward that lost voice across the room.",1,sentence 32/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,"Generally he was one of these worn-out men: when he wasn’t working,","Generally he was one of these worn-out men: when he wasn't working,",12,he sat on a chair in the doorway and stared at the people and the cars that passed along the road.,he sat on a chair in the doorway and stared at the people and the cars that passed along the road.,1,sentence 38/42,0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",place to have a mint julep.”,"place to have a mint julep.""",6,Each of us said over and over that it was a “crazy idea”—we all talked at once to a baffled,"Each of us said over and over that it was a ""crazy idea""-we all talked at once to a baffled",1,"anchor 3036, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.",assumed more tangible form as “a place to have a mint julep.”,"assumed more tangible form as ""a place to have a mint julep.""",12,Each of us said over and over that it was a “crazy idea”—we all talked at once to a baffled,"Each of us said over and over that it was a ""crazy idea""-we all talked at once to a baffled",1,"anchor 3036, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as “a place to have a mint julep.”","suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as ""a place to have a mint julep.""",24,Each of us said over and over that it was a “crazy idea”—we all talked at once to a baffled,"Each of us said over and over that it was a ""crazy idea""-we all talked at once to a baffled",1,"anchor 3036, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch06,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 6,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","kept climbing like a damp snake around my legs and intermittent beads of sweat raced cool across my back. The notion originated with Daisy’s suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as “a place to have a mint julep.”","kept climbing like a damp snake around my legs and intermittent beads of sweat raced cool across my back. The notion originated with Daisy's suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as ""a place to have a mint julep.""",48,Each of us said over and over that it was a “crazy idea”—we all talked at once to a baffled,"Each of us said over and over that it was a ""crazy idea""-we all talked at once to a baffled",1,"anchor 3036, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,"Michaelis and this man reached her first, but when they had torn","Michaelis and this man reached her first, but when they had torn",12,"open her shirtwaist, still damp with perspiration, they saw that her left breast was swinging loose like a flap, and there was no need to listen for the heart beneath.","open her shirtwaist, still damp with perspiration, they saw that her left breast was swinging loose like a flap, and there was no need to listen for the heart beneath.",1,sentence 2/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q08,D,Complete this sentence (~15% into the text).,Wilson’s eyes fell upon Tom; he started up on his tiptoes and,Wilson's eyes fell upon Tom; he started up on his tiptoes and,12,then would have collapsed to his knees had not Tom held him upright.,then would have collapsed to his knees had not Tom held him upright.,1,sentence 13/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q09,D,Complete this sentence (~30% into the text).,Crossing the porch where we had dined that June night three months,Crossing the porch where we had dined that June night three months,12,"before, I came to a small rectangle of light which I guessed was the pantry window.","before, I came to a small rectangle of light which I guessed was the pantry window.",1,sentence 25/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q10,D,Complete this sentence (~45% into the text).,"However glorious might be his future as Jay Gatsby, he was at","However glorious might be his future as Jay Gatsby, he was at",12,"present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.","present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.",1,sentence 38/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q11,D,Complete this sentence (~60% into the text).,For Daisy was young and her artificial world was redolent of orchids,For Daisy was young and her artificial world was redolent of orchids,12,"and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.","and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.",1,sentence 50/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q12,D,Complete this sentence (~75% into the text).,He stretched out his hand desperately as if to snatch only a,He stretched out his hand desperately as if to snatch only a,12,"wisp of air, to save a fragment of the spot that she had made lovely for him.","wisp of air, to save a fragment of the spot that she had made lovely for him.",1,sentence 63/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q13,D,Complete this sentence (~90% into the text).,Still later Michaelis had to ask the last stranger to wait there,Still later Michaelis had to ask the last stranger to wait there,12,"fifteen minutes longer, while he went back to his own place and made a pot of coffee.","fifteen minutes longer, while he went back to his own place and made a pot of coffee.",1,sentence 75/83,0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q21,D,"Complete the next 20 words of this passage, verbatim from the text.",be blown anywhere about the world.,be blown anywhere about the world.,6,"But he didn’t despise himself and it didn’t turn out as he had imagined. He had intended, probably, to take","But he didn't despise himself and it didn't turn out as he had imagined. He had intended, probably, to take",1,"anchor 3014, prefix=6w — break identical across Q21-Q24",0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q22,D,"Complete the next 20 words of this passage, verbatim from the text.",whim of an impersonal government to be blown anywhere about the world.,whim of an impersonal government to be blown anywhere about the world.,12,"But he didn’t despise himself and it didn’t turn out as he had imagined. He had intended, probably, to take","But he didn't despise himself and it didn't turn out as he had imagined. He had intended, probably, to take",1,"anchor 3014, prefix=12w — break identical across Q21-Q24",0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q23,D,"Complete the next 20 words of this passage, verbatim from the text.","no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.","no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.",24,"But he didn’t despise himself and it didn’t turn out as he had imagined. He had intended, probably, to take","But he didn't despise himself and it didn't turn out as he had imagined. He had intended, probably, to take",1,"anchor 3014, prefix=24w — break identical across Q21-Q24",0,0,0
gatsby_ch07,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 7,control,positive,positive,gutenberg,Q24,D,"Complete the next 20 words of this passage, verbatim from the text.","same strata as herself—that he was fully able to take care of her. As a matter of fact, he had no such facilities—he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.","same strata as herself-that he was fully able to take care of her. As a matter of fact, he had no such facilities-he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world.",48,"But he didn’t despise himself and it didn’t turn out as he had imagined. He had intended, probably, to take","But he didn't despise himself and it didn't turn out as he had imagined. He had intended, probably, to take",1,"anchor 3014, prefix=48w — break identical across Q21-Q24",0,0,0
gatsby_ch08,positive,1800-01-01,The Great Gatsby by F. Scott Fitzgerald — passage 8,control,positive,positive,gutenberg,Q07,D,Complete this sentence (~2% into the text).,It was one of the watchers of the night before who had,It was one of the watchers of the night before who had,12,"promised to come back, so he cooked breakfast for three, which he and the other man ate together.","promised to come back, so he cooked breakfast for three, which he and the other man ate together.",1,sentence 2/95,0,0,0
