case_id,arm,date_filed,caption,jurisdiction,court,court_level,text_source,qid,tier,question,prompt,prompt_normalized,prompt_words,answer,answer_normalized,found,evidence,n_sentences,n_headings,n_footnotes,group,src_rank,src_mean_logp,char_start,char_end
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0089,D,Continue the passage verbatim (CTL).,"from using the menu and recipes she created for it just because there is no contract term to the contrary. As the majority itself observes, if Pauwels wished to keep the Pauwels Model proprietary, he could have said so in the contract; that is what contracts are for. If BNYM","from using the menu and recipes she created for it just because there is no contract term to the contrary. As the majority itself observes, if Pauwels wished to keep the Pauwels Model proprietary, he could have said so in the contract; that is what contracts are for. If BNYM",50,"took or got more than the contract allowed, the claim would be one for breach. Pauwels chose not to assert a claim for breach; and he cannot 5 rely on unjust enrichment","took or got more than the contract allowed, the claim would be one for breach. Pauwels chose not to assert a claim for breach; and he cannot 5 rely on unjust enrichment",1,"in_document_repetition span, profile rank 112",0,0,0,CTL,112,-0.0139,65289,65504
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0090,D,Continue the passage verbatim (CTL).,"Deloitte was in fact using the spreadsheets and that Sarmasti made this misrepresentation 34 22-21-cv Pauwels v. Deloitte LLP with fraudulent intent. The district court dismissed this claim, concluding that Pauwels failed to adequately allege that Sarmasti knew that Deloitte was using the Pauwels Model Spreadsheets and that Sarmasti acted","Deloitte was in fact using the spreadsheets and that Sarmasti made this misrepresentation 34 22-21-cv Pauwels v. Deloitte LLP with fraudulent intent. The district court dismissed this claim, concluding that Pauwels failed to adequately allege that Sarmasti knew that Deloitte was using the Pauwels Model Spreadsheets and that Sarmasti acted",50,with scienter. We need not address whether Pauwels adequately pleaded knowledge or scienter because the SAC does not plausibly allege that Pauwels suffered any damages from the alleged fraud. “To state a,with scienter. We need not address whether Pauwels adequately pleaded knowledge or scienter because the SAC does not plausibly allege that Pauwels suffered any damages from the alleged fraud. “To state a,1,"in_document_repetition span, profile rank 112",0,0,0,CTL,112,-0.0139,51402,51617
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0091,D,Continue the passage verbatim (CTL).,"at BNYM. These figures, importantly, were abbreviated. They did not disclose the “entire system of formulas and computations from the Pauwels Model.” Jt. App’x 51 ¶ 31. However, unlike the top-line figures Pauwels typically sent to BNYM, Pauwels considered the Pauwels Model Spreadsheets to be confidential and proprietary, in part","at BNYM. These figures, importantly, were abbreviated. They did not disclose the “entire system of formulas and computations from the Pauwels Model.” Jt. App’x 51 ¶ 31. However, unlike the top-line figures Pauwels typically sent to BNYM, Pauwels considered the Pauwels Model Spreadsheets to be confidential and proprietary, in part",50,"because the Pauwels Model Spreadsheets could be, and indeed ultimately were, used to reverse engineer the Pauwels Model and thereby disclose the model","because the Pauwels Model Spreadsheets could be, and indeed ultimately were, used to reverse engineer the Pauwels Model and thereby disclose the model",1,"in_document_repetition span, profile rank 116",0,0,0,CTL,116,-0.014528,10539,10691
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0092,D,Continue the passage verbatim (CTL).,"Pauwels Model Spreadsheets to Deloitte. Pauwels alleges that contrary to what BNYM disclosed to him at the time, BNYM brought in Deloitte to replace Pauwels. As part of this process, Deloitte seconded one of its employees to BNYM’s tax department. BNYM provided the 9 22-21-cv Pauwels v. Deloitte LLP Deloitte","Pauwels Model Spreadsheets to Deloitte. Pauwels alleges that contrary to what BNYM disclosed to him at the time, BNYM brought in Deloitte to replace Pauwels. As part of this process, Deloitte seconded one of its employees to BNYM’s tax department. BNYM provided the 9 22-21-cv Pauwels v. Deloitte LLP Deloitte",50,employee with “the Pauwels Model and the Pauwels Model Spreadsheets.” Jt. App’x 57 ¶ 47. He “was tasked with duplicating and understanding the”,employee with “the Pauwels Model and the Pauwels Model Spreadsheets.” Jt. App’x 57 ¶ 47. He “was tasked with duplicating and understanding the”,1,"in_document_repetition span, profile rank 116",0,0,0,CTL,116,-0.014528,14267,14412
cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,,cl_2023_ca2_pauwels_v._deloitte_llp,,,,courtlistener,CTL0093,D,Continue the passage verbatim (CTL).,it to be implausible. Pauwels had already sent eleven Pauwels Model Spreadsheets to several individuals at BNYM before Sarmasti made the alleged misrepresentation to Pauwels in March 2017. Even granting that Pauwels would have stopped sending additional spreadsheets to BNYM after March 2017 if Sarmasti did not lie to him,it to be implausible. Pauwels had already sent eleven Pauwels Model Spreadsheets to several individuals at BNYM before Sarmasti made the alleged misrepresentation to Pauwels in March 2017. Even granting that Pauwels would have stopped sending additional spreadsheets to BNYM after March 2017 if Sarmasti did not lie to him,50,"as alleged, it would have been far too 8Although we address this novel theory of damages on the merits, we note that it","as alleged, it would have been far too 8Although we address this novel theory of damages on the merits, we note that it",1,"in_document_repetition span, profile rank 116",0,0,0,CTL,116,-0.014528,55296,55419
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,,,,courtlistener,CTL0094,D,Continue the passage verbatim (CTL).,"are ‘securities.’”). 39 JP Morgan Chase Bank, N.A. engaged in international or foreign banking as part of the Transaction; and 2) The District Court properly dismissed plaintiff’s state- law securities claims because he failed to plead facts plausibly suggesting that the Notes are securities under the “family resemblance” test established","are ‘securities.’”). 39 JP Morgan Chase Bank, N.A. engaged in international or foreign banking as part of the Transaction; and 2) The District Court properly dismissed plaintiff’s state- law securities claims because he failed to plead facts plausibly suggesting that the Notes are securities under the “family resemblance” test established",50,"by the Supreme Court in Reves v. Ernst & Young, 494 U.S. 56 (1990). We accordingly AFFIRM the District Court’s September 24, 2018 order determining that it had jurisdiction over this matter pursuant to the","by the Supreme Court in Reves v. Ernst & Young, 494 U.S. 56 (1990). We accordingly AFFIRM the District Court’s September 24, 2018 order determining that it had jurisdiction over this matter pursuant to the",1,"in_document_repetition span, profile rank 118",0,0,0,CTL,118,-0.014802,66943,67173
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,,,,courtlistener,CTL0095,D,Continue the passage verbatim (CTL).,"deposit for a security, any put, call, straddle, option, or privilege on any security, certificate of deposit, or group or index of securities (including any interest therein or based on the value thereof), or any put, call, straddle, option, or privilege entered into on a national securities exchange relating to","deposit for a security, any put, call, straddle, option, or privilege on any security, certificate of deposit, or group or index of securities (including any interest therein or based on the value thereof), or any put, call, straddle, option, or privilege entered into on a national securities exchange relating to",50,"foreign currency, or in general, any instrument commonly known as a “security”; or any certificate of interest or participation in, temporary or interim certificate for, receipt for, or warrant or right to subscribe to or","foreign currency, or in general, any instrument commonly known as a “security”; or any certificate of interest or participation in, temporary or interim certificate for, receipt for, or warrant or right to subscribe to or",1,"in_document_repetition span, profile rank 118",0,0,0,CTL,118,-0.014802,39081,39326
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,,,,courtlistener,CTL0096,D,Continue the passage verbatim (CTL).,Morgan assigned a ‘High Yield 35 Research’ Analyst” to monitor the secondary trading market and “to help disseminate non-confidential information about [Millennium]” to potential secondary-market purchasers of the Notes. Id. at 55. The United States District Court for the Middle District of Florida later 36 lowered the punitive damages to,Morgan assigned a ‘High Yield 35 Research’ Analyst” to monitor the secondary trading market and “to help disseminate non-confidential information about [Millennium]” to potential secondary-market purchasers of the Notes. Id. at 55. The United States District Court for the Middle District of Florida later 36 lowered the punitive damages to,50,"$8.5 million. See J.A. 56. 37 See Ameritox, Ltd. v. Millennium Lab’ys, Inc., 803 F.3d 518, 541 (11th Cir. 2015). 15 Millennium completed the $256 million settlement. Soon thereafter, on November 10, 2015, Millennium filed","$8.5 million. See J.A. 56. 37 See Ameritox, Ltd. v. Millennium Lab’ys, Inc., 803 F.3d 518, 541 (11th Cir. 2015). 15 Millennium completed the $256 million settlement. Soon thereafter, on November 10, 2015, Millennium filed",1,"in_document_repetition span, profile rank 118",0,0,0,CTL,118,-0.014802,23223,23505
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0097,D,Continue the passage verbatim (CTL).,by the district court prejudiced him by leading the jury to believe that any consideration of his friendship with Grant was improper. We disagree. The district court had no choice but to correct the plain misstatement of law from Grant’s counsel. The district court substituted the correct legal standard in,by the district court prejudiced him by leading the jury to believe that any consideration of his friendship with Grant was improper. We disagree. The district court had no choice but to correct the plain misstatement of law from Grant’s counsel. The district court substituted the correct legal standard in,50,"its place, and did so in a balanced and legally accurate fashion. 15 III. Evidence of uncharged conduct On appeal, Reichberg challenges the admission at trial of three categories of evidence:","its place, and did so in a balanced and legally accurate fashion. 15 III. Evidence of uncharged conduct On appeal, Reichberg challenges the admission at trial of three categories of evidence:",1,"in_document_repetition span, profile rank 123",0,0,0,CTL,123,-0.015311,15312,15523
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0098,D,Continue the passage verbatim (CTL).,"the Southern District of New York (Gregory H. Woods, J.). Reichberg now appeals his convictions, challenging the pre-trial denial of his motion to suppress evidence, a number of evidentiary and trial-management rulings, the district court’s failure to inquire into one of his attorneys’ potential conflict of interest, the jury instructions,","the Southern District of New York (Gregory H. Woods, J.). Reichberg now appeals his convictions, challenging the pre-trial denial of his motion to suppress evidence, a number of evidentiary and trial-management rulings, the district court’s failure to inquire into one of his attorneys’ potential conflict of interest, the jury instructions,",50,"and the sufficiency of the evidence in support of his convictions. None of Reichberg’s arguments has merit. Accordingly, we AFFIRM the judgment of conviction. ________ JESSICA LONERGAN (Martin S. Bell, Kimberly","and the sufficiency of the evidence in support of his convictions. None of Reichberg’s arguments has merit. Accordingly, we AFFIRM the judgment of conviction. ________ JESSICA LONERGAN (Martin S. Bell, Kimberly",1,"in_document_repetition span, profile rank 123",0,0,0,CTL,123,-0.015311,1815,2078
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0099,D,Continue the passage verbatim (CTL).,"to find that the official action was to be taken on a “specific and focused question or matter.” 61 We previously stated that “instructions 58 Skelos, 988 F.3d at 655–56. 59 Silver, 948 F.3d at 552. 60 App. at 7214. 61 Silver, 948 F.3d at 568 (emphasis omitted). 26 19-1645-cr","to find that the official action was to be taken on a “specific and focused question or matter.” 61 We previously stated that “instructions 58 Skelos, 988 F.3d at 655–56. 59 Silver, 948 F.3d at 552. 60 App. at 7214. 61 Silver, 948 F.3d at 568 (emphasis omitted). 26 19-1645-cr",50,requiring the jury to find that the official understood that he or she was expected to exercise particular kinds of influence would not be in error after McDonnell” because “[t]he phrase,requiring the jury to find that the official understood that he or she was expected to exercise particular kinds of influence would not be in error after McDonnell” because “[t]he phrase,1,"in_document_repetition span, profile rank 123",0,0,0,CTL,123,-0.015311,42745,42931
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,,cl_2014_ca2_city_of_pontiac_v._ubs_ag,,,,courtlistener,CTL0100,D,Continue the passage verbatim (CTL).,"Value Master Fund Ltd. v. Ficeto (“Absolute Activist”), 677 F.3d 60, 65 (2d Cir. 2012). 15 Ashcroft v. Iqbal, 556 U.S. 662, 678, (2009) (internal quotation marks omitted). 16 Rothman v. Gregor, 220 F.3d 81, 88 (2d Cir. 2000) (internal citations omitted). 11 No. 12‐4355‐cv A. Viability Under Morrison v.","Value Master Fund Ltd. v. Ficeto (“Absolute Activist”), 677 F.3d 60, 65 (2d Cir. 2012). 15 Ashcroft v. Iqbal, 556 U.S. 662, 678, (2009) (internal quotation marks omitted). 16 Rothman v. Gregor, 220 F.3d 81, 88 (2d Cir. 2000) (internal citations omitted). 11 No. 12‐4355‐cv A. Viability Under Morrison v.",50,"National Australia Bank of Claims Based on Foreign Shares Purchased on a Foreign Exchange Three foreign institutional investors—plaintiffs Union, IFM,","National Australia Bank of Claims Based on Foreign Shares Purchased on a Foreign Exchange Three foreign institutional investors—plaintiffs Union, IFM,",1,"in_document_repetition span, profile rank 124",0,0,0,CTL,124,-0.015579,18826,18997
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,,cl_2014_ca2_city_of_pontiac_v._ubs_ag,,,,courtlistener,CTL0101,D,Continue the passage verbatim (CTL).,"including Ernesto Bertarelli, Stephan Haeringer, Gabrielle Kaufman‐Kohler, Sergio Marchionne, Rolf A. Meyer, Peter Voser, Lawrence A. Weinbach, Joerg Wolle, Helmut Panke, and Peter Spuhler. 6 No. 12‐4355‐cv Exchange Act3 in connection with the purchase of UBS “ordinary shares” between August 13, 2003 and February 23, 2009 (the “Class Period”). These","including Ernesto Bertarelli, Stephan Haeringer, Gabrielle Kaufman‐Kohler, Sergio Marchionne, Rolf A. Meyer, Peter Voser, Lawrence A. Weinbach, Joerg Wolle, Helmut Panke, and Peter Spuhler. 6 No. 12‐4355‐cv Exchange Act3 in connection with the purchase of UBS “ordinary shares” between August 13, 2003 and February 23, 2009 (the “Class Period”). These",50,shares were listed on foreign exchanges and the New York Stock Exchange (“NYSE”). Plaintiffs allege that the UBS Defendants violated,shares were listed on foreign exchanges and the New York Stock Exchange (“NYSE”). Plaintiffs allege that the UBS Defendants violated,1,"in_document_repetition span, profile rank 124",0,0,0,CTL,124,-0.015579,9244,9395
cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,,cl_2014_ca2_city_of_pontiac_v._ubs_ag,,,,courtlistener,CTL0102,D,Continue the passage verbatim (CTL).,"failing to address the argument in its opposition brief. 2012 Op. at *11. Even if it were not waived, we affirm the District Court’s decision as to Stuerzinger because such general statements about risk management are not actionable. See JP Morgan Chase, 553 F.3d at 206 (holding that the “statement","failing to address the argument in its opposition brief. 2012 Op. at *11. Even if it were not waived, we affirm the District Court’s decision as to Stuerzinger because such general statements about risk management are not actionable. See JP Morgan Chase, 553 F.3d at 206 (holding that the “statement",50,that [defendant] ‘set the standard for best practices in risk management techniques’” was not actionable). 24 No. 12‐4355‐cv access to,that [defendant] ‘set the standard for best practices in risk management techniques’” was not actionable). 24 No. 12‐4355‐cv access to,1,"in_document_repetition span, profile rank 124",0,0,0,CTL,124,-0.015579,44843,45080
cl_2021_ca2_people_of_the_state_of_new_york_v._,pre_cutoff,,cl_2021_ca2_people_of_the_state_of_new_york_v._,,,,courtlistener,CTL0103,D,Continue the passage verbatim (CTL).,"in the context of the poster pattern—poster followed by murder—that 2 constitutes the threat.” Id. Thus, even though the posters did not contain overtly 3 threatening language, “knowing this pattern, knowing that unlawful action had 4 followed ‘WANTED’ posters . . ., and knowing that ‘wanted’-type posters were 5 intimidating","in the context of the poster pattern—poster followed by murder—that 2 constitutes the threat.” Id. Thus, even though the posters did not contain overtly 3 threatening language, “knowing this pattern, knowing that unlawful action had 4 followed ‘WANTED’ posters . . ., and knowing that ‘wanted’-type posters were 5 intimidating",50,"and caused fear of serious harm to those named on them,” the 6 defendants made the","and caused fear of serious harm to those named on them,” the 6 defendants made the",1,"in_document_repetition span, profile rank 126",0,0,0,CTL,126,-0.0157,96217,96303
cl_2021_ca2_people_of_the_state_of_new_york_v._,pre_cutoff,,cl_2021_ca2_people_of_the_state_of_new_york_v._,,,,courtlistener,CTL0104,D,Continue the passage verbatim (CTL).,"patriae standing to enforce a statute, one question we 6 ask is whether the statute in question excludes the possibility for parens patriae 7 standing. Id. at 120. “States have frequently been allowed to sue in parens patriae 8 to enforce federal statutes that do not specifically provide standing for","patriae standing to enforce a statute, one question we 6 ask is whether the statute in question excludes the possibility for parens patriae 7 standing. Id. at 120. “States have frequently been allowed to sue in parens patriae 8 to enforce federal statutes that do not specifically provide standing for",50,state 9 attorney generals.” Id. at 121 (citation and alterations omitted). This is especially 10 true,state 9 attorney generals.” Id. at 121 (citation and alterations omitted). This is especially 10 true,1,"in_document_repetition span, profile rank 126",0,0,0,CTL,126,-0.0157,160640,160748
cl_2021_ca2_people_of_the_state_of_new_york_v._,pre_cutoff,,cl_2021_ca2_people_of_the_state_of_new_york_v._,,,,courtlistener,CTL0105,D,Continue the passage verbatim (CTL).,"defendant R. George actively stepped around the escort to access the 5 patient. He was then walking directly in front of the patient for a few moments 6 while attempting to engage with the patient. As a result, both the patient and the 7 escort slowed to a near stop,","defendant R. George actively stepped around the escort to access the 5 patient. He was then walking directly in front of the patient for a few moments 6 while attempting to engage with the patient. As a result, both the patient and the 7 escort slowed to a near stop,",50,and the patient was forced to walk around to the 8 other side of both escorts,and the patient was forced to walk around to the 8 other side of both escorts,1,"in_document_repetition span, profile rank 126",0,0,0,CTL,126,-0.0157,75240,75321
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0106,D,Continue the passage verbatim (CTL).,fiduciary duty under ERISA depends on showing that “the process was flawed” such that the fiduciaries failed to conduct “an adequate investigation” and that it is not “necessarily sufficient to show that better investment 3 See ante at 17 (arguing that the “plaintiffs have alleged ‘that a superior alternative investment,fiduciary duty under ERISA depends on showing that “the process was flawed” such that the fiduciaries failed to conduct “an adequate investigation” and that it is not “necessarily sufficient to show that better investment 3 See ante at 17 (arguing that the “plaintiffs have alleged ‘that a superior alternative investment,50,was readily apparent such that an adequate investigation’—simply reviewing the prospectus of the fund under consideration—‘would have uncovered that alternative’”). 5 opportunities were available at the time of the relevant decisions”). The,was readily apparent such that an adequate investigation’—simply reviewing the prospectus of the fund under consideration—‘would have uncovered that alternative’”). 5 opportunities were available at the time of the relevant decisions”). The,1,"in_document_repetition span, profile rank 138",0,0,0,CTL,138,-0.017393,94940,95219
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0107,D,Continue the passage verbatim (CTL).,"of the pending motion for reconsideration. The district court denied the motion for reconsideration two days later, relying on different reasoning from that supporting the dismissal of the share-class claim. 10 As the parties were preparing for trial, NYU successfully moved to strike plaintiffs’ jury demand. The district court also","of the pending motion for reconsideration. The district court denied the motion for reconsideration two days later, relying on different reasoning from that supporting the dismissal of the share-class claim. 10 As the parties were preparing for trial, NYU successfully moved to strike plaintiffs’ jury demand. The district court also",50,"established trial management rules that specified that all direct testimony would be taken by written declarations (the court’s 8 Id. at *8–9. 9 Id. at *10. 10 Sacerdote v. NYU, No. 16-cv-6284","established trial management rules that specified that all direct testimony would be taken by written declarations (the court’s 8 Id. at *8–9. 9 Id. at *10. 10 Sacerdote v. NYU, No. 16-cv-6284",1,"in_document_repetition span, profile rank 138",0,0,0,CTL,138,-0.017393,15230,15447
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0108,D,Continue the passage verbatim (CTL).,"evaluation of an ERISA complaint’s factual allegations before concluding that they do not support a plausible inference that the plaintiff is entitled to relief”). 50See, e.g., PBGC, 712 F.3d at 721 (discussing adequacy of allegations that fiduciary “exposed the [p]lan to excessive risk due to an egregious over- concentration in","evaluation of an ERISA complaint’s factual allegations before concluding that they do not support a plausible inference that the plaintiff is entitled to relief”). 50See, e.g., PBGC, 712 F.3d at 721 (discussing adequacy of allegations that fiduciary “exposed the [p]lan to excessive risk due to an egregious over- concentration in",50,"high-risk mortgage securities”). 20 18-2707-cv share-class claim, the alleged imprudent choice has nothing to do with the funds’ risk profiles; the choice was simply between higher- or lower-cost shares of the same","high-risk mortgage securities”). 20 18-2707-cv share-class claim, the alleged imprudent choice has nothing to do with the funds’ risk profiles; the choice was simply between higher- or lower-cost shares of the same",1,"in_document_repetition span, profile rank 138",0,0,0,CTL,138,-0.017393,33787,34073
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0109,D,Continue the passage verbatim (CTL).,"& Assocs., Inc., 552 U.S. 248, 253 n.4 (2008) (“[T]he common law of trusts . . . informs our interpretation of ERISA’s fiduciary duties . . . .”). 70 Restatement (Third) of Trusts, § 100 cmt. f (“When a plaintiff brings suit against a trustee for breach of trust, the","& Assocs., Inc., 552 U.S. 248, 253 n.4 (2008) (“[T]he common law of trusts . . . informs our interpretation of ERISA’s fiduciary duties . . . .”). 70 Restatement (Third) of Trusts, § 100 cmt. f (“When a plaintiff brings suit against a trustee for breach of trust, the",50,"plaintiff generally bears the burden of proof. This general rule, however, is moderated in order to take account of the trustee’s . . . superior (often, unique) access to information about the trust","plaintiff generally bears the burden of proof. This general rule, however, is moderated in order to take account of the trustee’s . . . superior (often, unique) access to information about the trust",1,"in_document_repetition span, profile rank 141",0,0,0,CTL,141,-0.017683,49378,49576
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0110,D,Continue the passage verbatim (CTL).,"2016, plaintiffs brought this suit under 29 U.S.C. § 1132(a)(2), 3 alleging that NYU breached its fiduciary duties of loyalty and prudence and engaged in prohibited transactions, which caused the Plans to incur excessive costs and unreasonable performance losses. The breach allegedly occurred because the defendants: permitted TIAA-CREF to mandate","2016, plaintiffs brought this suit under 29 U.S.C. § 1132(a)(2), 3 alleging that NYU breached its fiduciary duties of loyalty and prudence and engaged in prohibited transactions, which caused the Plans to incur excessive costs and unreasonable performance losses. The breach allegedly occurred because the defendants: permitted TIAA-CREF to mandate",50,"inclusion of specific proprietary accounts, requiring use of TIAA-CREF as the recordkeeper, in the Plans (Counts I and II); incurred unreasonable recordkeeping fees (Counts III and IV); incurred unreasonable investment fees, unnecessary marketing","inclusion of specific proprietary accounts, requiring use of TIAA-CREF as the recordkeeper, in the Plans (Counts I and II); incurred unreasonable recordkeeping fees (Counts III and IV); incurred unreasonable investment fees, unnecessary marketing",1,"in_document_repetition span, profile rank 141",0,0,0,CTL,141,-0.017683,11445,11691
cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,,cl_2021_ca2_sacerdote_v._new_york_university,,,,courtlistener,CTL0111,D,Continue the passage verbatim (CTL).,"the motion to amend the complaint to add individual Committee members as defendants, an error that later prejudiced two of their post-trial motions; 13 (3) they were entitled to a jury trial under the Seventh Amendment; (4) the use of written declarations for all direct testimony violated the Federal Rules","the motion to amend the complaint to add individual Committee members as defendants, an error that later prejudiced two of their post-trial motions; 13 (3) they were entitled to a jury trial under the Seventh Amendment; (4) the use of written declarations for all direct testimony violated the Federal Rules",50,of Civil Procedure and denied them a fair trial; (5) the district court’s trial findings in NYU’s favor on the recordkeeper-consolidation claim and the investment- retention claim were clearly erroneous; and (6) Judge,of Civil Procedure and denied them a fair trial; (5) the district court’s trial findings in NYU’s favor on the recordkeeper-consolidation claim and the investment- retention claim were clearly erroneous; and (6) Judge,1,"in_document_repetition span, profile rank 141",0,0,0,CTL,141,-0.017683,17843,18060
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0112,D,Continue the passage verbatim (CTL).,"Notably, Credit Suisse offered and issued these notes despite shareholder pressure to eliminate sales of volatility-related ETNs. It also took these actions even though increasing the volume of XIV Notes outstanding would require Credit Suisse, in the event of another jump in market volatility, to increase its hedging activity by","Notably, Credit Suisse offered and issued these notes despite shareholder pressure to eliminate sales of volatility-related ETNs. It also took these actions even though increasing the volume of XIV Notes outstanding would require Credit Suisse, in the event of another jump in market volatility, to increase its hedging activity by",50,"purchasing additional VIX futures contracts. As Credit Suisse knew, these purchases would exacerbate the illiquidity that contributed to the three prior price drops of XIV Notes in 2011, 2015, and 2016. 9Compl. ¶ 75. Between January 29 and","purchasing additional VIX futures contracts. As Credit Suisse knew, these purchases would exacerbate the illiquidity that contributed to the three prior price drops of XIV Notes in 2011, 2015, and 2016. 9Compl. ¶ 75. Between January 29 and",1,"in_document_repetition span, profile rank 145",0,0,0,CTL,145,-0.018031,14716,14968
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0113,D,Continue the passage verbatim (CTL).,"94 We recognize that, in In re Proshares Tr. II Sec. Litig., we affirmed the district court’s dismissal of claims arising out of similar market events— namely, illiquidity in the VIX futures market during afterhours trading on February 5, 2018. See 839 F. App’x 649, 651 (2d Cir. 2021) (summary","94 We recognize that, in In re Proshares Tr. II Sec. Litig., we affirmed the district court’s dismissal of claims arising out of similar market events— namely, illiquidity in the VIX futures market during afterhours trading on February 5, 2018. See 839 F. App’x 649, 651 (2d Cir. 2021) (summary",50,"order). While there are superficial similarities between the two cases, our decision 36 No. 19-3466-cv For the reasons discussed in Section I, above, we have already concluded that the complaint alleges a strong inference of scienter with respect","order). While there are superficial similarities between the two cases, our decision 36 No. 19-3466-cv For the reasons discussed in Section I, above, we have already concluded that the complaint alleges a strong inference of scienter with respect",1,"in_document_repetition span, profile rank 145",0,0,0,CTL,145,-0.018031,69991,70306
cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,pre_cutoff,,cl_2021_ca2_set_capital_llc_v._credit_suisse_gr,,,,courtlistener,CTL0114,D,Continue the passage verbatim (CTL).,"valuation of the notes. Instead, during this hour, the intraday indicative value updated only sporadically and valued the XIV Notes at about $24 to $27 per note (the Flatline Value). This published Flatline Value persisted notwithstanding that, in reality, each note almost immediately was worth between $4.22 and $4.40. 22","valuation of the notes. Instead, during this hour, the intraday indicative value updated only sporadically and valued the XIV Notes at about $24 to $27 per note (the Flatline Value). This published Flatline Value persisted notwithstanding that, in reality, each note almost immediately was worth between $4.22 and $4.40. 22",50,"It was not until 5:09 p.m. (and after more than thirty minutes during which the intraday indicative value failed to update at all) that NASDAQ disseminated the correct intraday indicative value of $4.22. 23 During this hour, investors","It was not until 5:09 p.m. (and after more than thirty minutes during which the intraday indicative value failed to update at all) that NASDAQ disseminated the correct intraday indicative value of $4.22. 23 During this hour, investors",1,"in_document_repetition span, profile rank 145",0,0,0,CTL,145,-0.018031,21529,21763
cl_2021_ca2_united_states_v._reichberg,pre_cutoff,,cl_2021_ca2_united_states_v._reichberg,,,,courtlistener,CTL0115,D,Continue the passage verbatim (CTL).,"a “district court’s broad discretion in 44 fashioning a remedy for Rule 16 failures, which may include . . . ordering the exclusion of evidence” (internal quotation marks and citation omitted)). 45 United States v. Cohan, 798 F.3d 84, 88 (2d Cir. 2015). Tr. of Pre-trial Conference, United States v.","a “district court’s broad discretion in 44 fashioning a remedy for Rule 16 failures, which may include . . . ordering the exclusion of evidence” (internal quotation marks and citation omitted)). 45 United States v. Cohan, 798 F.3d 84, 88 (2d Cir. 2015). Tr. of Pre-trial Conference, United States v.",50,"Reichberg, No. 16-cr-468 46 (GHW) (S.D.N.Y. Mar. 12, 2018), ECF No. 140 at 31. 22 19-1645-cr Necheles’s involvement in the Huberfeld case. 47 A district court must inquire further “when [it] knows or reasonably should","Reichberg, No. 16-cr-468 46 (GHW) (S.D.N.Y. Mar. 12, 2018), ECF No. 140 at 31. 22 19-1645-cr Necheles’s involvement in the Huberfeld case. 47 A district court must inquire further “when [it] knows or reasonably should",1,"in_document_repetition span, profile rank 151",0,0,0,CTL,151,-0.019933,35689,35991
