dataset,model,case_id,qid,category
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q02,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q03,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q04,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q07,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q08,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q09,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q10,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q11,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q12,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q13,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q14,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q16,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q17,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q19,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q20,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q21,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q22,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q23,unknown_bare
court,Claude Opus 4,cl_2024_ca3_sec_v._dale_chappell,Q24,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q01,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q02,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q03,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q04,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q07,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q08,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q09,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q10,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q11,attempt
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q12,attempt
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q13,attempt
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q14,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q16,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q17,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q19,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q20,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q21,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q22,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q23,unknown_bare
court,Claude Opus 4,cl_2024_ca9_julie_su_v._brian_bowers,Q24,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q01,attempt
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q02,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q03,attempt
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q04,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q07,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q08,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q09,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q10,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q11,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q12,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q14,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q16,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q17,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q19,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q20,attempt
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q21,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q22,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q23,unknown_bare
court,Claude Opus 4,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q24,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q01,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q02,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q03,attempt
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q04,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q07,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q08,unknown_explained
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q09,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q10,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q11,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q12,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q13,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q14,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q16,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q17,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q19,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q20,attempt
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q21,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q22,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q23,unknown_bare
court,Claude Opus 4,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q24,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q01,attempt
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q02,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q03,attempt
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q04,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q07,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q08,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q09,unknown_explained
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q10,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q11,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q12,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q13,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q14,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q16,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q17,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q19,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q20,attempt
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q21,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q22,attempt
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q23,unknown_bare
court,Claude Opus 4,cl_2024_dcd_akhmetshin_v._browder,Q24,attempt
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q01,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q02,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q03,attempt
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q04,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q07,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q08,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q09,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q10,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q11,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q12,attempt
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q13,attempt
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q14,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q16,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q17,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q19,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q20,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q21,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q22,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q23,unknown_bare
court,Claude Opus 4,cl_2024_dcd_battineni_v._mayorkas,Q24,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q01,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q02,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q03,attempt
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q04,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q07,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q08,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q09,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q10,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q11,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q12,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q13,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q14,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q16,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q17,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q19,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q20,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q21,unknown_bare
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q22,unknown_explained
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q23,unknown_explained
court,Claude Opus 4,cl_2024_dcd_securities_and_exchange_commission_,Q24,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q01,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q02,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q03,attempt
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q04,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q07,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q08,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q09,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q10,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q11,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q12,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q13,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q14,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q16,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q17,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q19,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q20,attempt
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q21,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q22,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q23,unknown_bare
court,Claude Opus 4,cl_2024_dcd_united_states_v._michel,Q24,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q01,attempt
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q02,attempt
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q03,attempt
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q04,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q07,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q08,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q09,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q10,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q11,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q12,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q13,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q14,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q16,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q17,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q19,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q20,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q21,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q22,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q23,unknown_bare
court,Claude Opus 4,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q24,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q01,attempt
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q02,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q03,attempt
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q04,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q07,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q08,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q09,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q10,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q11,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q12,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q13,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q14,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q16,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q17,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q19,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q20,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q21,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q22,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q23,unknown_bare
court,Claude Opus 4,cl_2024_delch_kuramo_capital_management_llc_v._la,Q24,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q01,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q02,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q03,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q04,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q07,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q08,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q09,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q10,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q11,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q12,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q13,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q14,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q16,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q17,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q19,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q21,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q22,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q23,unknown_bare
court,Claude Opus 4,cl_2024_ohioctapp_state_v._thayer,Q24,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q01,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q02,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q03,attempt
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q04,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q07,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q08,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q09,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q10,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q11,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q12,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q13,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q16,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q17,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q19,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q20,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q21,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q22,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q23,unknown_bare
court,Claude Opus 4,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q24,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q01,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q02,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q03,attempt
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q04,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q07,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q08,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q09,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q10,unknown_explained
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q11,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q12,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q13,unknown_explained
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q14,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q16,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q17,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q19,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q20,attempt
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q21,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q22,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q23,unknown_bare
court,Claude Opus 4,cl_2025_ca1_securities_and_exchange_commission_,Q24,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q01,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q02,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q03,attempt
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q04,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q07,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q08,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q09,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q10,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q11,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q12,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q13,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q14,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q16,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q17,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q19,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q20,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q21,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q22,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q23,unknown_bare
court,Claude Opus 4,cl_2025_ca2_collins_v._ne._grocery_llc,Q24,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q01,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q02,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q03,attempt
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q04,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q07,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q08,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q09,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q10,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q11,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q12,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q13,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q14,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q16,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q17,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q19,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q20,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q21,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q22,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q23,unknown_bare
court,Claude Opus 4,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q24,unknown_bare
court,Claude Opus 4,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q01,attempt
court,Claude Opus 4,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q02,attempt
court,Claude Opus 4,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q03,attempt
court,Claude Opus 4,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q04,attempt
court,Claude Opus 4,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q07,unknown_bare
