case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
cl_2024_dcd_united_states_v._michel,Q22,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,25,-59.328123,-2.373125,0.09318906,-10.80504,2,3,
cl_2024_dcd_united_states_v._michel,Q22,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,26,-61.165448,-2.352517,0.0951294,-10.80504,2,3,
cl_2024_dcd_united_states_v._michel,Q22,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,26,-61.165448,-2.352517,0.0951294,-10.80504,2,3,
cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q08,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-20.072923,-2.007292,0.13435197,-7.483649,1,4,
cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q08,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,25,-44.973867,-1.798955,0.16547177,-14.854062,2,22,
cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q08,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,26,-45.638035,-1.755309,0.17285382,-14.854062,2,22,
cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,Q08,cl_2025_ca2_natl_rifle_assn_of_am._v._vullo,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,26,-45.638035,-1.755309,0.17285382,-14.854062,2,22,
cl_2025_ca9_united_states_v._rice,Q22,cl_2025_ca9_united_states_v._rice,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-24.168765,-2.416877,0.0891998,-7.955168,1,4,
cl_2025_ca9_united_states_v._rice,Q22,cl_2025_ca9_united_states_v._rice,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,22,-85.540244,-3.888193,0.02048233,-12.433319,4,18,
cl_2025_ca9_united_states_v._rice,Q22,cl_2025_ca9_united_states_v._rice,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,22,-85.540244,-3.888193,0.02048233,-12.433319,4,18,
cl_2025_ca9_united_states_v._rice,Q22,cl_2025_ca9_united_states_v._rice,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,22,-85.540244,-3.888193,0.02048233,-12.433319,4,18,
cl_2025_ca9_winston_anderson_v._intel_corporati,Q22,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-31.901085,-3.190109,0.0411674,-7.915743,1,4,
cl_2025_ca9_winston_anderson_v._intel_corporati,Q22,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,25,-57.513554,-2.300542,0.1002045,-7.915743,1,4,
cl_2025_ca9_winston_anderson_v._intel_corporati,Q22,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,25,-57.513554,-2.300542,0.1002045,-7.915743,1,4,
cl_2025_ca9_winston_anderson_v._intel_corporati,Q22,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,15,25,-57.513554,-2.300542,0.1002045,-7.915743,1,4,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q08,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,28,10,-34.008215,-3.400822,0.03334586,-13.786987,2,1,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q08,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,28,12,-37.699099,-3.141592,0.04321396,-13.786987,2,1,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q08,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,28,12,-37.699099,-3.141592,0.04321396,-13.786987,2,1,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q08,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,28,12,-37.699099,-3.141592,0.04321396,-13.786987,2,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q19,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,7,10,-30.573906,-3.057391,0.0470102,-8.486918,2,9,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q19,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,7,25,-61.335841,-2.453434,0.08599779,-8.486918,3,9,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q19,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,7,33,-69.427793,-2.103873,0.12198313,-8.486918,3,9,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q19,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,7,33,-69.427793,-2.103873,0.12198313,-8.486918,3,9,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q11,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-53.047647,-5.304765,0.00496787,-12.966534,2,0,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q11,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,23,-93.403647,-4.061028,0.01723129,-12.966534,5,0,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q11,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,23,-93.403647,-4.061028,0.01723129,-12.966534,5,0,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q11,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,23,-93.403647,-4.061028,0.01723129,-12.966534,5,0,
cl_2026_ca2_united_states_v_greebel,Q12,cl_2026_ca2_united_states_v_greebel,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-26.241342,-2.624134,0.0725025,-6.678782,0,6,
cl_2026_ca2_united_states_v_greebel,Q12,cl_2026_ca2_united_states_v_greebel,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,25,-63.932688,-2.557308,0.07751316,-7.622538,2,23,
cl_2026_ca2_united_states_v_greebel,Q12,cl_2026_ca2_united_states_v_greebel,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,26,-65.15266,-2.505872,0.08160445,-7.622538,2,23,
cl_2026_ca2_united_states_v_greebel,Q12,cl_2026_ca2_united_states_v_greebel,post_cutoff_control,2026-07-29,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,26,-65.15266,-2.505872,0.08160445,-7.622538,2,23,
cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,Q21,cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,post_cutoff_control,2026-07-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,12,10,-28.0782,-2.80782,0.06033638,-5.904962,0,0,
cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,Q21,cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,post_cutoff_control,2026-07-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,12,25,-64.344307,-2.573772,0.07624737,-7.318543,2,23,
cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,Q21,cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,post_cutoff_control,2026-07-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,12,28,-70.963035,-2.534394,0.07930976,-7.318543,2,23,
cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,Q21,cl_2026_ca11_luis_manuel_rodriguez_v_imperial_brands_plc,post_cutoff_control,2026-07-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,12,28,-70.963035,-2.534394,0.07930976,-7.318543,2,23,
cl_2026_ca3_in_re_avandia_marketing_v,Q22,cl_2026_ca3_in_re_avandia_marketing_v,post_cutoff_control,2026-07-21,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-34.433052,-3.443305,0.03195888,-8.81267,3,5,
cl_2026_ca3_in_re_avandia_marketing_v,Q22,cl_2026_ca3_in_re_avandia_marketing_v,post_cutoff_control,2026-07-21,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,22,-90.217143,-4.100779,0.01655977,-14.258464,5,10,
cl_2026_ca3_in_re_avandia_marketing_v,Q22,cl_2026_ca3_in_re_avandia_marketing_v,post_cutoff_control,2026-07-21,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,22,-90.217143,-4.100779,0.01655977,-14.258464,5,10,
cl_2026_ca3_in_re_avandia_marketing_v,Q22,cl_2026_ca3_in_re_avandia_marketing_v,post_cutoff_control,2026-07-21,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,22,-90.217143,-4.100779,0.01655977,-14.258464,5,10,
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q22,cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-47.025326,-4.702533,0.00907227,-12.135068,2,6,
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q22,cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,25,-91.360062,-3.654402,0.02587695,-12.135068,3,6,
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q22,cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,26,-94.531559,-3.635829,0.02636207,-12.135068,3,6,
cl_2014_ca2_city_of_pontiac_v._ubs_ag,Q22,cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,2014-05-06,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,15,26,-94.531559,-3.635829,0.02636207,-12.135068,3,6,
cl_2014_ca2_sec_v._contorinis,Q22,cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,20,10,-35.074335,-3.507434,0.02997374,-6.017921,0,1,
cl_2014_ca2_sec_v._contorinis,Q22,cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,20,21,-63.402411,-3.019162,0.04884211,-6.432152,0,20,
cl_2014_ca2_sec_v._contorinis,Q22,cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,20,21,-63.402411,-3.019162,0.04884211,-6.432152,0,20,
cl_2014_ca2_sec_v._contorinis,Q22,cl_2014_ca2_sec_v._contorinis,pre_cutoff,2014-02-18,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,20,21,-63.402411,-3.019162,0.04884211,-6.432152,0,20,
cl_2015_ca5_state_of_texas_v._usa,Q11,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-33.152888,-3.315289,0.03632356,-7.591128,2,4,
cl_2015_ca5_state_of_texas_v._usa,Q11,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,24,-66.507828,-2.77116,0.06258939,-7.954937,3,19,
cl_2015_ca5_state_of_texas_v._usa,Q11,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,24,-66.507828,-2.77116,0.06258939,-7.954937,3,19,
cl_2015_ca5_state_of_texas_v._usa,Q11,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,24,-66.507828,-2.77116,0.06258939,-7.954937,3,19,
cl_2015_ca5_state_of_texas_v._usa,Q13,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-26.753843,-2.675384,0.06888036,-9.957895,1,1,
cl_2015_ca5_state_of_texas_v._usa,Q13,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,25,-53.765233,-2.150609,0.1164132,-9.957895,1,1,
cl_2015_ca5_state_of_texas_v._usa,Q13,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,28,-57.244941,-2.044462,0.12944979,-9.957895,1,1,
cl_2015_ca5_state_of_texas_v._usa,Q13,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,2015-11-25,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,28,-57.244941,-2.044462,0.12944979,-9.957895,1,1,
cl_2015_ca9_steve_harris_v._amgen_inc.,Q19,cl_2015_ca9_steve_harris_v._amgen_inc.,pre_cutoff,2015-05-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,10,10,-38.716929,-3.871693,0.02082309,-8.705982,3,9,
cl_2015_ca9_steve_harris_v._amgen_inc.,Q19,cl_2015_ca9_steve_harris_v._amgen_inc.,pre_cutoff,2015-05-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,10,25,-94.845085,-3.793803,0.02250983,-11.351745,7,15,
cl_2015_ca9_steve_harris_v._amgen_inc.,Q19,cl_2015_ca9_steve_harris_v._amgen_inc.,pre_cutoff,2015-05-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,10,31,-102.510194,-3.30678,0.03663393,-11.351745,7,15,
cl_2015_ca9_steve_harris_v._amgen_inc.,Q19,cl_2015_ca9_steve_harris_v._amgen_inc.,pre_cutoff,2015-05-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,10,31,-102.510194,-3.30678,0.03663393,-11.351745,7,15,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q07,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,7,10,-25.683917,-2.568392,0.07665874,-10.177245,1,1,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q07,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,7,25,-78.475794,-3.139032,0.04332473,-12.286306,3,12,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q07,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,7,34,-110.592442,-3.252719,0.03866893,-12.869496,5,28,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q07,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,7,34,-110.592442,-3.252719,0.03866893,-12.869496,5,28,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q08,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,13,10,-39.488611,-3.948861,0.01927664,-9.96087,3,1,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q08,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,13,25,-51.341198,-2.053648,0.12826614,-9.96087,3,1,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q08,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,13,28,-61.61301,-2.200465,0.11075169,-9.96087,4,1,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q08,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,13,28,-61.61301,-2.200465,0.11075169,-9.96087,4,1,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q19,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,9,10,-48.265562,-4.826556,0.00801407,-14.110744,3,0,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q19,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,9,25,-100.628594,-4.025144,0.01786086,-14.110744,5,0,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q19,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,9,32,-107.218359,-3.350574,0.03506423,-14.110744,5,0,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q19,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,9,32,-107.218359,-3.350574,0.03506423,-14.110744,5,0,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q22,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-31.274688,-3.127469,0.04382859,-8.228986,1,9,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q22,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,23,-54.576915,-2.372909,0.09320915,-8.228986,1,9,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q22,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,23,-54.576915,-2.372909,0.09320915,-8.228986,1,9,
cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,Q22,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,2018-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,23,-54.576915,-2.372909,0.09320915,-8.228986,1,9,
cl_2018_ca9_united_states_v._jonathan_turner,Q22,cl_2018_ca9_united_states_v._jonathan_turner,pre_cutoff,2018-07-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-41.555917,-4.155592,0.01567651,-9.880384,2,3,
cl_2018_ca9_united_states_v._jonathan_turner,Q22,cl_2018_ca9_united_states_v._jonathan_turner,pre_cutoff,2018-07-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,25,-85.396111,-3.415844,0.03284866,-9.880384,4,3,
cl_2018_ca9_united_states_v._jonathan_turner,Q22,cl_2018_ca9_united_states_v._jonathan_turner,pre_cutoff,2018-07-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,25,-85.396111,-3.415844,0.03284866,-9.880384,4,3,
cl_2018_ca9_united_states_v._jonathan_turner,Q22,cl_2018_ca9_united_states_v._jonathan_turner,pre_cutoff,2018-07-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,25,-85.396111,-3.415844,0.03284866,-9.880384,4,3,
cl_2018_ca9_ussec_v._e._andrew_schooler,Q13,cl_2018_ca9_ussec_v._e._andrew_schooler,pre_cutoff,2018-09-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,28,10,-17.979763,-1.797976,0.16563375,-5.407645,0,6,
cl_2018_ca9_ussec_v._e._andrew_schooler,Q13,cl_2018_ca9_ussec_v._e._andrew_schooler,pre_cutoff,2018-09-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,28,13,-20.017843,-1.539834,0.21441667,-5.407645,0,6,
cl_2018_ca9_ussec_v._e._andrew_schooler,Q13,cl_2018_ca9_ussec_v._e._andrew_schooler,pre_cutoff,2018-09-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,28,13,-20.017843,-1.539834,0.21441667,-5.407645,0,6,
cl_2018_ca9_ussec_v._e._andrew_schooler,Q13,cl_2018_ca9_ussec_v._e._andrew_schooler,pre_cutoff,2018-09-26,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,28,13,-20.017843,-1.539834,0.21441667,-5.407645,0,6,
cl_2019_ca3_jennifer_sweda_v._university_of_pen,Q22,cl_2019_ca3_jennifer_sweda_v._university_of_pen,pre_cutoff,2019-05-02,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-27.008941,-2.700894,0.06714545,-5.777686,0,1,
cl_2019_ca3_jennifer_sweda_v._university_of_pen,Q22,cl_2019_ca3_jennifer_sweda_v._university_of_pen,pre_cutoff,2019-05-02,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,25,-71.63186,-2.865274,0.0569675,-15.980974,2,10,
cl_2019_ca3_jennifer_sweda_v._university_of_pen,Q22,cl_2019_ca3_jennifer_sweda_v._university_of_pen,pre_cutoff,2019-05-02,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,27,-79.527771,-2.945473,0.05257718,-15.980974,3,10,
cl_2019_ca3_jennifer_sweda_v._university_of_pen,Q22,cl_2019_ca3_jennifer_sweda_v._university_of_pen,pre_cutoff,2019-05-02,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,27,-79.527771,-2.945473,0.05257718,-15.980974,3,10,
cl_2019_ca9_alexander_acosta_v._city_national_c,Q22,cl_2019_ca9_alexander_acosta_v._city_national_c,pre_cutoff,2019-04-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-52.270648,-5.227065,0.00536926,-10.72963,4,5,
cl_2019_ca9_alexander_acosta_v._city_national_c,Q22,cl_2019_ca9_alexander_acosta_v._city_national_c,pre_cutoff,2019-04-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,25,-90.371835,-3.614873,0.02692033,-10.72963,5,5,
cl_2019_ca9_alexander_acosta_v._city_national_c,Q22,cl_2019_ca9_alexander_acosta_v._city_national_c,pre_cutoff,2019-04-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,25,-90.371835,-3.614873,0.02692033,-10.72963,5,5,
cl_2019_ca9_alexander_acosta_v._city_national_c,Q22,cl_2019_ca9_alexander_acosta_v._city_national_c,pre_cutoff,2019-04-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,25,-90.371835,-3.614873,0.02692033,-10.72963,5,5,
cl_2019_ca9_ussec_v._hui_feng,Q11,cl_2019_ca9_ussec_v._hui_feng,pre_cutoff,2019-08-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-31.259488,-3.125949,0.04389527,-8.015915,1,6,
cl_2019_ca9_ussec_v._hui_feng,Q11,cl_2019_ca9_ussec_v._hui_feng,pre_cutoff,2019-08-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-77.977582,-3.119103,0.04419678,-8.015915,3,6,
cl_2019_ca9_ussec_v._hui_feng,Q11,cl_2019_ca9_ussec_v._hui_feng,pre_cutoff,2019-08-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,33,-86.740885,-2.628512,0.07218582,-8.015915,3,6,
cl_2019_ca9_ussec_v._hui_feng,Q11,cl_2019_ca9_ussec_v._hui_feng,pre_cutoff,2019-08-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,33,-86.740885,-2.628512,0.07218582,-8.015915,3,6,
cl_2019_cadc_the_robare_group_ltd._v._sec,Q08,cl_2019_cadc_the_robare_group_ltd._v._sec,pre_cutoff,2019-04-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,31,10,-17.298535,-1.729854,0.17731038,-4.01477,0,8,
cl_2019_cadc_the_robare_group_ltd._v._sec,Q08,cl_2019_cadc_the_robare_group_ltd._v._sec,pre_cutoff,2019-04-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,31,10,-17.298535,-1.729854,0.17731038,-4.01477,0,8,
cl_2019_cadc_the_robare_group_ltd._v._sec,Q08,cl_2019_cadc_the_robare_group_ltd._v._sec,pre_cutoff,2019-04-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,31,10,-17.298535,-1.729854,0.17731038,-4.01477,0,8,
cl_2019_cadc_the_robare_group_ltd._v._sec,Q08,cl_2019_cadc_the_robare_group_ltd._v._sec,pre_cutoff,2019-04-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,31,10,-17.298535,-1.729854,0.17731038,-4.01477,0,8,
cl_2020_ca11_united_states_v._gerti_muho,Q12,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,29,10,-53.14799,-5.314799,0.00491827,-10.360664,3,1,
cl_2020_ca11_united_states_v._gerti_muho,Q12,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,29,12,-54.99527,-4.582939,0.0102248,-10.360664,3,1,
cl_2020_ca11_united_states_v._gerti_muho,Q12,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,29,12,-54.99527,-4.582939,0.0102248,-10.360664,3,1,
cl_2020_ca11_united_states_v._gerti_muho,Q12,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,2020-10-22,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,29,12,-54.99527,-4.582939,0.0102248,-10.360664,3,1,
