rank,case_id,arm,mean_logp,n_tokens,char_start,char_end,text
343,cl_2020_dcd_broidy_capital_management_llc_v._mu,pre_cutoff,-0.043812,50,14768,14940,"construe the complaint liberally, granting plaintiff the benefit of all inferences that can be derived from the facts alleged.’” Am. Nat’l Ins. Co. v. FDIC, 642 F.3d 1137"
344,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,-0.043951,50,52667,52851,"complaint are true (even if doubtful in fact).” Twombly, 550 U.S. at 555–56 (citations omitted). “Threadbare recitals of the elements of a cause of action, supported by mere conclus"
345,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.044139,50,423172,423396,"2010 through at least May 2014, Daniels, Fan and Harrison, directly and indirectly, by use of any means or instrumentality of interstate commerce, or of the mails, knowingly or recklessly engaged in acts, practices"
346,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,-0.044209,50,38323,38550,"udence, and diligence under the circumstances then prevailing that a prudent man acting in a like capacity and familiar with such matters would use in the conduct of an enterprise of a like character and with like aims.” 29 U.S"
347,cl_2022_ca9_lenai_mull_v._motion_picture_indust,pre_cutoff,-0.044212,50,5038,5256,"was injured in a car accident, the Plan paid benefits to cover a portion of her medical expenses. Under the Plan’s terms, Norman was liable to the Plan for the reimbursement of these benefits if Lenai recovered money"
348,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,-0.044322,50,5839,6054,"This case, on appeal before us for the second time, presents the same question as Donoghue. The United States District Court for the Eastern District of New York (James M. Wicks, Magistrate Judge) reached the"
349,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.044416,50,415864,416076,"Spartan Securities, Island Stock Transfer, and Dilley knowingly or recklessly provided substantial assistance to Mirman and Rose’s violations of Section 17(a)(3) of the Securities Act, 15 U.S.C. §"
350,cl_2021_ca9_state_of_rhode_island_v._alphabet_i,pre_cutoff,-0.044713,50,29137,29272,"under which they were made, not misleading.’” Matrixx Initiatives, Inc. v. Siracusano, 563 U.S. 27, 44 (2011) (quoting 17 C.F.R. § 240"
351,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.044896,50,418745,418918,"knowingly or recklessly provided substantial assistance to Mirman and Rose’s violations of Section 10(b) and Rule 10b-5(a) of the Exchange Act, 15 U.S.C. § 78j(b)"
352,cl_2021_ca9_state_of_rhode_island_v._alphabet_i,pre_cutoff,-0.044904,50,36667,36913,of this chapter or of any rule or regulation thereunder shall also be liable jointly and severally with and to the same extent as such controlled person to any person to whom such controlled person is liable . .
353,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,-0.044917,50,5913,6160,"-appellee JP Morgan Chase Bank, N.A. engaged in international or foreign banking as part of the Transaction. We also hold that the District Court did not erroneously dismiss plaintiff’s state-law securities claims because plaintiff failed to plaus"
354,cl_2021_ca2_in_re_tribune_co._fraudulent_conv._,pre_cutoff,-0.045212,50,70894,71124,"result of such transfer or obligation""; (2) ""was engaged in business or a transaction, or was about to engage in business or a transaction, for which any property remaining with the debtor was an unreasonably small capital""; ("
355,cl_2026_ca4_in_re_the_boeing_company,post_cutoff_control,-0.045243,50,26196,26448,. any manipulative or deceptive device or contrivance in contravention of such rules and regulations as the Commission may prescribe as necessary or appropriate in the public interest or for the protection of investors.” 15 U.S
356,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,-0.045482,50,11094,11322,", and identifying those portions of the pleadings, depositions, answers to interrogatories, and admissions on file, together with the affidavits, if any, which it believes demonstrate the absence of a genuine issue of material"
357,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,-0.04578,50,450020,450210,"force of unchecked disregard of the restrictions that fence in even the most disinterested assertion of authority.” Youngstown Sheet & Tube Co. v. Sawyer, 343 U.S. 579, 594 (1952) (Frankfur"
358,cl_2026_ca4_in_re_the_boeing_company,post_cutoff_control,-0.045991,50,27536,27765,omission by the defendant; (2) scienter; (3) a connection between the misrepresentation or omission and the purchase or sale of a security; (4) reliance upon the misrepresentation or omission; (5) economic loss
359,cl_2019_ca9_the_depot_inc._v._caring_for_montan,pre_cutoff,-0.046426,50,18178,18462,person is a fiduciary with respect to a plan to the extent (i) he exercises any discretionary authority or discretionary control respecting management of such plan or exercises any authority or control respecting management or disposition
360,cl_2025_ca2_united_states_v._phillips,post_cutoff_control,-0.046467,50,27845,28046,") that is dependent on the occurrence, nonoccurrence, or the extent of the occurrence of an event or contingency associated with a potential ﬁnancial, economic, or commercial consequence.” Id. § 721"
361,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.046502,50,313228,313338,"77q(a)(1), 77q(a)(3), and Section 10(b) and Rule 10b-5 of the Exchange Act, 15 U.S.C. § 78j(b) and 17 C.F"
362,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.046538,50,29406,29659,"]he reach of the Act does not stop with the obvious and commonplace. Novel, uncommon, or irregular devices, whatever they appear to be, are also reached if it be proved as matter of fact that they were widely"
363,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,-0.046588,50,47301,47552,"3 well as that of the enforcing officers. Furthermore, our judgments 4 are precedents, and the proper administration of the criminal law 5 cannot be left merely to the stipulation of parties. 6 Young"
364,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.046791,50,293014,293248,"of injustice to the parties in the particular case, the risk that the denial of relief will produce injustice in other cases, and the risk of undermining the public’s conﬁdence in the judicial process.” Id."
365,cl_2022_ca2_haley_v._tiaa,pre_cutoff,-0.046933,50,4226,4463,"J.) certified a class of employee benefit plans whose fiduciaries contracted with TIAA to offer loans that were secured by a participant’s retirement savings. In this interlocutory appeal challenging the certification decision, TIAA arg"
366,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,-0.047034,50,16426,16654,"of such fiduciary which have been made through use of assets of the plan by the fiduciary, and shall be subject to such other equitable or remedial relief as the court may deem appropriate, including"
367,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,-0.047172,50,19647,19874,"other property of such plan, or has any author- ity or responsibility to do so, or (iii) he has any discretionary authority or discretionary respon- sibility in the administration of such plan. 29 U.S.C"
368,cl_2024_ca2_peterson_v._bank_markazi,post_cutoff_control,-0.047297,50,31168,31378,"party on a claim based upon an act of terrorism, or for which a terrorist party is not immune under section 1605(a)(7) of title 28, United States Code, the blocked assets of that terrorist"
369,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.047414,50,4353,4567,"MARYLAND, Baltimore, Maryland, for Amicus State of Maryland. Keith Ellison, Attorney General, OFFICE OF THE ATTORNEY GENERAL OF MINNESOTA, St. Paul, Minnesota, for Amicus State of Minnesota."
370,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.047506,50,313173,313284,"3) of the Securities Act, 15 U.S.C. §§ 77e(a), 77e(c), 77q(a)(1), 77q(a)(3), and Section 10(b) and Rule 10"
371,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.047578,50,24225,24483,"gas, or other mineral rights, any put, call, straddle, option, or privilege on any security, certificate of deposit, or group or index of securities (including any interest therein or based on the value thereof),"
372,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.047783,50,3658,3848,"DIANA, Indianapolis, Indiana, for Amicus State of Indiana. Kris Kobach, Attorney General, OFFICE OF THE ATTORNEY GENERAL OF KANSAS, Topeka, Kansas, for Amicus State of Kansas"
373,cl_2020_ca2_united_states_v._kosinski,pre_cutoff,-0.048009,50,60749,60917,"prove that the defendant acted with knowledge that his conduct was unlawful.’” Bryan v. United States, 524 U.S. 184, 191–92 (1998) (quoting Ratzlaf v. United States,"
374,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.048288,50,14943,15158,".S. at 678. “The plausibility standard is not akin to a ‘probability requirement,’ but it asks for more than a sheer possibility that a defendant has acted unlawfully.” Id. A pleading must offer more than “labels"
375,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,-0.04876,50,22391,22669,", or hospital insurance association; brokers and dealers registered, or required to be registered, with the Securities and Exchange Commission; futures commodity merchants and commodity pool operators registered, or required to be registered, with the Commodity Futures Trading"
376,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.048766,50,327933,328211,"discretion as early in the case or proceeding as possible in order to preserve government resources that would otherwise be expended in pursuing enforcement and removal of higher priority cases. Thus, DHS personnel are expected to exercise discretion and pursue these priorities"
377,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.049476,50,332143,332382,"driving under the influence; or if not an offense listed above, one for which the individual was sentenced to time in custody of 90 days or more (the sentence must involve time to be served in custody, and does not"
378,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.049687,50,24483,24751,"or any put, call, straddle, option, or privilege entered into on a national securities exchange relating to foreign currency, or, in general, any interest or instrument commonly known as a “security”, or any certificate of"
379,cl_2015_ca2_in_re_kingate_management_limited_li,pre_cutoff,-0.049745,50,34506,34656,"24 operates or would operate as a fraud or deceit upon any person, in 25 connection with the purchase or sale of"
380,cl_2024_ca2_peterson_v._bank_markazi,post_cutoff_control,-0.049927,50,39122,39304,"), 23-614(CON), 23-700(CON) Peterson v. Bank Markazi factually interdependent; and (2) to enable a court to function successfully, that is, to manage its proceedings, vindicate its"
381,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.050182,50,26471,26706,"others) by prescribing standards applicable to the “emission of any air pollutant from any class or classes of new motor vehicle engines, which in [the Administrator’s] judgment cause, or contribute to, air pollution which"
382,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,-0.050342,50,8029,8241,"individual account at retirement, which is largely a function of the amounts contributed to that account and the investment performance of those contributions.” LaRue v. DeWolff, Boberg & Assocs., Inc., 552 U.S."
383,cl_2023_ca9_amalgamated_bank_v._facebook_inc.,pre_cutoff,-0.050373,50,33392,33641,"have been misleading, the reason or reasons why the statement is misleading, and, if an allegation regarding the statement or omission is made on information and belief, the complaint shall state with particularity all facts on which that belief is"
384,cl_2025_ca3_nra_group_llc_v._nicole_durenleau,post_cutoff_control,-0.050513,50,21283,21508,(3) the possibility that the reviewing court might be obliged to consider the same issue a second time; (4) the presence or absence of a claim or counterclaim which could result in set-off
385,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,-0.050654,50,22265,22522,"investment company, mutual fund, savings (building and loan) association, union or employee pension fund; any health, medical, or hospital insurance association; brokers and dealers registered, or required to be registered, with the Securities and Exchange"
386,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,-0.050824,50,82744,82994,"communication in interstate or foreign commerce, any writings, signs, signals, pictures, or sounds for the purpose of executing such scheme or artifice, shall be fined under this title or imprisoned not more than 20 years,"
387,cl_2021_ca9_state_of_rhode_island_v._alphabet_i,pre_cutoff,-0.050904,50,26626,26848,"to state a material fact necessary in order to make the statements made, in the light of the circumstances under which they were made, not misleading, or (c) To engage in any act, practice, or"
388,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,-0.05102,50,38992,39273,"option, or privilege entered into on a national securities exchange relating to foreign currency, or in general, any instrument commonly known as a “security”; or any certificate of interest or participation in, temporary or interim certificate for"
389,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,-0.051058,50,46340,46618,"16 the Government requires that they be quick to confess error when, 17 in their opinion, a miscarriage of justice may result from their 18 remaining silent. But such a confession does not relieve this Court 19 of the"
390,cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,pre_cutoff,-0.051365,50,52640,52859,"new if they have deteriorated unreasonably or are altered, reconditioned, reclaimed, used, or secondhand. (7) Representing that goods or services are of a particular standard, quality, or grade"
391,cl_2020_dcd_broidy_capital_management_llc_v._mu,pre_cutoff,-0.051765,50,16507,16656,"matter, accepted as true, to ‘state a claim to relief that is plausible on its face.’” Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009) (quoting Twombly,"
392,cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,pre_cutoff,-0.051786,50,52748,52955,"secondhand. (7) Representing that goods or services are of a particular standard, quality, or grade, or that goods are of a particular style or model, if they are of another. (8"
393,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,-0.052061,50,72543,72764,"]indings of fact, whether based on oral or other evidence, must not be set aside unless clearly erroneous, and the reviewing court must give due regard to the trial court’s opportunity to judge the witnesses’ credibility”"
394,cl_2024_ca2_peterson_v._bank_markazi,post_cutoff_control,-0.052103,50,31378,31643,party (including the blocked assets of any agency or instrumentality of that terrorist party) shall be subject to execution or attachment in aid of execution in order to satisfy such judgment to the extent of any compensatory damages for which
395,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.052326,50,6316,6575,uciary duty in providing indirect compensation to the Plan’s recordkeeper. Plaintiffs had not directed their retirement contributions into the allegedly imprudently or disloyally managed investment options and thus did not allege any individual injury ar
396,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.052349,50,24614,24897,"currency, or, in general, any interest or instrument commonly known as a “security”, or any certificate of interest or participation in, temporary or interim certificate for, receipt for, guarantee of, or warrant or right to subscribe to"
397,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.052436,50,6179,6448,"prudent share class selection and failure to investigate the availability of alternative funds, or from Defendants’ alleged breach of fiduciary duty in providing indirect compensation to the Plan’s recordkeeper. Plaintiffs had not directed their retirement contrib"
398,cl_2026_ca3_in_re_avandia_marketing_v,post_cutoff_control,-0.052444,50,35435,35662,"will need to present evidence that varies from member to member,’ while a common question is one where ‘the same evidence will suffice for each member to make a prima facie showing [or] the issue is susceptible to generalized,"
399,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.05272,50,12370,12577,"a civil action “(A) to enjoin any act or practice which violates any provision of this subchapter or the terms of the plan, or (B) to obtain other appropriate equitable relief (i) to redress such violations"
400,cl_2024_ca2_peterson_v._bank_markazi,post_cutoff_control,-0.052725,50,38993,39200,"court of claims that are, in varying respects and degrees, 24 Nos 15-690 -cv(L), 23-614(CON), 23-700(CON) Peterson v. Bank Markazi factually interdependent"
