rank,case_id,arm,mean_logp,n_tokens,char_start,char_end,text,arm_manifest,category,category_near,self_repetition,recur_in_post,recur_in_other_pre,verdict
260,cl_2026_ca9_pover_v_the_capital_group_companies_inc,post_cutoff_control,-0.032856,50,16306,16530,"such plan any losses to the plan resulting from each such breach, and to restore to such plan any profits of such fiduciary which have been made through use of assets of the plan by the fiduciary",post_cutoff_control,-,statutory_citation,0.0,0.0,1.0,post_cutoff_predictable
261,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,-0.032958,50,146683,146924,"“an established duty, whether or not fixed, arising from an express or implied contractual, grantor-grantee, or licensor-licensee relationship, from a fee-based or similar relationship, from statute or regulation, or from the retention of",pre_cutoff,-,statutory_citation,1.0,0.0,0.0,in_document_repetition
262,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,-0.033031,50,39136,39388,"commonly known as a “security”; or any certificate of interest or participation in, temporary or interim certificate for, receipt for, or warrant or right to subscribe to or purchase, any of the foregoing; but shall not include",pre_cutoff,-,quoted_precedent,0.0,0.633,0.0,recurring_furniture
263,cl_2024_ca2_new_england_carpenters_guaranteed_a,post_cutoff_control,-0.033485,50,71928,72166,"on the ground that the alleged misstatements or omissions are not material unless they are so obviously unimportant to a reasonable investor that reasonable minds could not differ on the question of their importance.” Ganino, 228 F.3d",post_cutoff_control,quoted_precedent,quoted_precedent,0.0,0.0,1.0,post_cutoff_predictable
264,cl_2025_ca9_winston_anderson_v._intel_corporati,post_cutoff_control,-0.033504,50,13886,14101,under the circumstances then prevailing that a prudent man acting in a like capacity and familiar with such matters would use in the conduct of an enterprise of a like character and with like aims.” 29 U.S.C. § 110,post_cutoff_control,statutory_citation,statutory_citation,0.824,0.0,0.971,in_document_repetition
265,cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,pre_cutoff,-0.033639,50,38765,38992,", call, straddle, option, or privilege on any security, certificate of deposit, or group or index of securities (including any interest therein or based on the value thereof), or any put, call, straddle,",pre_cutoff,-,quoted_precedent,0.0,1.0,0.0,recurring_furniture
266,cl_2019_cadc_donald_trump_v._mazars_usa_llp,pre_cutoff,-0.033659,50,48240,48466,"to make impartial policy decisions,” “whether [the President] is complying with the Emoluments Clauses of the Constitution,” and “whether [the President] has accurately reported his finances to the Office of Government Ethics",pre_cutoff,quoted_precedent,quoted_precedent,0.52,0.0,0.0,in_document_repetition
267,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.033974,50,25616,25884,"promoter or a third party, it being immaterial whether the shares in the enterprise are evidenced by formal certificates or by nominal interests in the physical assets employed in the enterprise. SEC v. W.J. Howey Co.,",post_cutoff_control,-,quoted_precedent,0.0,0.0,0.8,post_cutoff_predictable
268,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.034031,50,330150,330409,"than 16 years of age who intentionally participated in an organized criminal gang to further the illegal activity of the gang; (d) aliens convicted of an offense classified as a felony in the convicting jurisdiction, other than a state",pre_cutoff,-,statutory_citation,0.0,0.0,0.0,quoted_in_context
269,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,-0.034075,50,52463,52667,"ly, 550 U.S. 544, 570 (2007)). This means that a plaintiff’s factual allegations “must be enough to raise a right to relief above the speculative level, on the assumption that all the allegations in the",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.1,furniture_by_pattern
270,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.034173,50,401787,402002,". By reason of the foregoing, Spartan Securities, Island Stock Transfer, Dilley and Eldred violated, and, unless enjoined, are reasonably likely to continue to violate, Section 17(a)(3) of the Securities",post_cutoff_control,statutory_citation,statutory_citation,0.833,0.0,0.0,in_document_repetition
271,cl_2023_ca2_new_england_carpenters_guaranteed_a,pre_cutoff,-0.034267,50,20526,20820,", by means of a prospectus or oral communication, which includes an untrue statement of a material fact or omits to state a material fact necessary in order to make the statements, in the light of the circumstances",pre_cutoff,-,statutory_citation,0.033,1.0,0.367,recurring_furniture
272,cl_2023_ca2_cunningham_v._cornell_university,pre_cutoff,-0.034333,50,22748,22879,"to relief that is plausible on its face.’” Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009) (quoting Bell Atl. Corp. v. Twombly, 550 U",pre_cutoff,quoted_precedent,quoted_precedent,0.0,1.0,1.0,recurring_furniture
273,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,-0.034516,50,52405,52544,"556 U.S. 662, 678 (2009) (quoting Bell Atl. Corp. v. Twombly, 550 U.S. 544, 570 (2007)). This means that a plaintiff’s factual allegations",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.579,0.579,recurring_furniture
274,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,-0.034538,50,5583,5757,"22-21-cv Pauwels v. Deloitte LLP Pauwels confronted BNYM about its alleged unauthorized disclosure to Deloitte, BNYM terminated its relationship with Pauwels. Pauw",pre_cutoff,-,-,0.588,0.0,0.0,in_document_repetition
275,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.034709,50,193057,193308,"• are physically present in the United States on the date of this memorandum, and at the time of making a request for consideration of deferred action with USCIS; • have no lawful status on the date of this memorandum;",pre_cutoff,-,-,0.29,0.0,0.0,in_document_repetition
276,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.03481,50,10531,10758,"imposed upon fiduciaries by this subchapter shall be personally liable to make good to such plan any losses to the plan resulting from each such breach, and to restore to such plan any profits of such fiduciary which have been",post_cutoff_control,-,statutory_citation,0.0,0.0,0.818,post_cutoff_predictable
277,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.034812,50,15583,15754,"as true and must grant plaintiff ‘the benefit of all inferences that can be derived from the facts alleged.’” Sparrow v. United Air Lines, Inc., 216 F.3d 1111, 1113 (D.C",post_cutoff_control,quoted_precedent,statutory_citation,0.0,0.0,1.0,post_cutoff_predictable
278,cl_2024_ca3_sec_v._dale_chappell,post_cutoff_control,-0.03489,50,26734,26931,"irreparable harm in the absence of preliminary relief, that the balance of equities tips in [its] favor, and that an injunction is in the public interest.” Winter v. Nat. Res. Def. Council, Inc.,",post_cutoff_control,-,quoted_precedent,0.0,0.0,0.038,post_cutoff_predictable
279,cl_2024_ca2_sec_v._rashid,post_cutoff_control,-0.035065,50,3198,3440,"accused of breaching his fiduciary duties to the Apollo-affiliated private equity funds he advised by submitting expense reports for phony business expenses that were ultimately paid by the funds. The district court, following a bench trial,",post_cutoff_control,-,statutory_citation,0.767,0.0,0.0,in_document_repetition
280,cl_2015_ca2_in_re_kingate_management_limited_li,pre_cutoff,-0.035231,50,43097,43238,"by an investment company 15 that is registered, or that has filed a registration statement, under the Investment 16 Company Act of",pre_cutoff,-,statutory_citation,0.0,0.0,0.0,quoted_in_context
281,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.035419,50,19613,19828,"irreparable injury if the injunction is not issued, (3) that the threatened injury if the injunction is denied outweighs any harm that will result if the injunction is granted, and (4) that the grant of an",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
282,cl_2019_cadc_the_robare_group_ltd._v._sec,pre_cutoff,-0.03548,50,4965,5190,"in any registration application or report filed with the Commission under section 80b–3 or 80b–4 of this title, or willfully to omit to state in any such application or report any material",pre_cutoff,-,statutory_citation,0.0,0.074,0.0,quoted_in_context
283,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.035607,50,192945,193180,"resident; • have continuously resided in the United States since before January 1, 2010; • are physically present in the United States on the date of this memorandum, and at the time of making a request",pre_cutoff,-,quoted_precedent,0.259,0.0,0.0,in_document_repetition
284,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.036148,50,138967,139233,"stitial nature of the legal question, the related expertise of the Agency, the importance of the question to admin- istration of the statute, the complexity of that administration, and the careful consideration the Agency has given the question over a long period of",pre_cutoff,-,quoted_precedent,0.0,0.0,0.722,quoted_in_context
285,cl_2019_dcd_taylor_v._federal_aviation_administ,pre_cutoff,-0.036148,50,5278,5487,"show that they personally have been injured, not that injury has been suffered by other, unidentified members of the class to which they belong and which they purport to represent.” Warth v. Seldin, 422 U.S",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
286,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,-0.036323,50,227483,227685,"rather than effectuates legislative intent simplistically to assume that whatever furthers the statute’s primary objective must be the law.” Rodriguez v. United States, 480 U.S. 522, 525-26 (1987) (per",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
287,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.03643,50,4731,4911,"a putative class action under the Employee Retirement Income Security Act of 1974 (“ERISA”), as amended, 29 U.S.C. § 1001 et seq., on behalf of the Northeast Grocery 401(k) Plan (",post_cutoff_control,statutory_citation,statutory_citation,1.0,0.0,0.577,in_document_repetition
288,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.036903,50,421777,421940,"the purchase or sale of securities, and by reason of the foregoing, violated Section 10(b) and Rule 10b-5(b) of the Exchange Act, 15 U.S.C. § 78j(b) and",post_cutoff_control,statutory_citation,statutory_citation,1.0,0.0,0.308,in_document_repetition
289,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.036952,50,14027,14139,"Supp. 2d 191, 196 (D.D.C. 2002), citing EEOC v. St. Francis Xavier Parochial Sch., 117 F.3d 621, 624–25 (D.C.",pre_cutoff,quoted_precedent,statutory_citation,0.0,1.0,0.0,recurring_furniture
290,cl_2020_ca2_united_states_v._kosinski,pre_cutoff,-0.036987,50,21767,22018,"uds the principal of the exclusive use of that information. In lieu of premising liability on a fiduciary relationship between company insider and purchaser or seller of the company's stock, the misappropriation theory premises",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
291,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.037022,50,24333,24614,"certificate of deposit, or group or index of securities (including any interest therein or based on the value thereof), or any put, call, straddle, option, or privilege entered into on a national securities exchange relating to foreign",post_cutoff_control,-,statutory_citation,0.0,0.0,1.0,post_cutoff_predictable
292,cl_2022_ca7_andrew_albert_v._oshkosh_corporatio,pre_cutoff,-0.037377,50,15658,15830,"(2) that is fairly traceable to the challenged conduct of the de‐ fendant, and (3) that is likely to be redressed by a favorable judicial decision.” Spokeo, Inc. v. Robins,",pre_cutoff,-,statutory_citation,0.0,0.0,0.609,quoted_in_context
293,cl_2021_ca9_state_of_rhode_island_v._alphabet_i,pre_cutoff,-0.037477,50,37232,37437,"ALPHABET, INC. SECURITIES LITIGATION 23 cause the direction of the management and policies of a person, whether through the ownership of voting securities, by contract, or otherwise.” 17 C.F.R.",pre_cutoff,-,statutory_citation,0.0,0.792,0.0,recurring_furniture
294,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.037626,50,414571,414760,"and Eldred knowingly or recklessly provided substantial assistance to Daniels, Fan and Harrison’s violations of Section 17(a)(3) of the Securities Act, 15 U.S.C. § 77q(a)(3), and",post_cutoff_control,statutory_citation,statutory_citation,0.885,0.0,0.0,in_document_repetition
295,cl_2020_dcd_broidy_capital_management_llc_v._mu,pre_cutoff,-0.037642,50,14886,14996,"alleged.’” Am. Nat’l Ins. Co. v. FDIC, 642 F.3d 1137, 1139 (D.C. Cir. 2011) (quoting Thomas v. Principi, 394",pre_cutoff,quoted_precedent,statutory_citation,0.0,0.933,0.933,recurring_furniture
296,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,-0.037668,50,5640,5874,"about its alleged unauthorized disclosure to Deloitte, BNYM terminated its relationship with Pauwels. Pauwels then brought suit against BNYM and Deloitte in the United States District Court for the Southern District of New",pre_cutoff,-,-,0.731,0.192,0.192,in_document_repetition
297,cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,pre_cutoff,-0.037691,50,52153,52418,"geographic origin in connection with goods or services. (5) Representing that goods or services have sponsorship, approval, characteristics, ingredients, uses, benefits, or quantities that they do not have or that",pre_cutoff,-,-,0.217,0.0,0.652,MEMORISATION_CANDIDATE
298,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.03773,50,412192,412473,"transportation or communication in interstate commerce or by use of the mails, directly or indirectly, negligently obtained money or property by means of untrue statements of material facts or omissions to state material facts necessary to make the statements made,",post_cutoff_control,-,statutory_citation,1.0,0.0,0.061,in_document_repetition
299,cl_2025_ca2_collins_v._ne._grocery_llc,post_cutoff_control,-0.037844,50,12471,12666,"the terms of the plan, or (B) to obtain other appropriate equitable relief (i) to redress such violations or (ii) to enforce any provisions of this subchapter or the terms of the plan.” 29 U.S.C",post_cutoff_control,statutory_citation,statutory_citation,0.0,0.0,0.7,post_cutoff_predictable
300,cl_2020_ca2_united_states_v._kosinski,pre_cutoff,-0.037915,50,21881,22149,"ary relationship between company insider and purchaser or seller of the company's stock, the misappropriation theory premises liability on a fiduciary- turned-trader's deception of those who entrusted him with access to confidential information",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
301,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.038615,50,327330,327582,"immigration context, prosecutorial discretion should apply not only to the decision to issue, serve, file, or cancel a Notice to Appear, but also to a broad range of other discretionary enforcement decisions, including deciding: whom to stop, question",pre_cutoff,-,-,0.0,0.0,0.0,MEMORISATION_CANDIDATE
302,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.038711,50,55518,55842,"State or political subdivision of a State may establish or continue in effect with respect to a tobacco product any requirement which is different from, or in addition to, any requirement under the provisions of this subchapter relating to",post_cutoff_control,-,statutory_citation,0.0,0.0,0.0,post_cutoff_predictable
303,cl_2020_ca2_abm_indus._groups_llc_v._intl_union,pre_cutoff,-0.038809,50,9911,10162,"obligation of the employer and the representative of the employees to meet at reasonable times and confer in good faith with respect to wages, hours, and other terms and conditions of employment, or the negotiation of an agreement, or any question",pre_cutoff,-,statutory_citation,0.0,0.0,0.0,quoted_in_context
304,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.03896,50,13706,13939,". 2002). In ruling upon a motion to dismiss for failure to state a claim, a court may ordinarily consider only “the facts alleged in the complaint, documents attached as exhibits or incorporated by reference in the complaint, and",pre_cutoff,-,quoted_precedent,0.0,1.0,0.097,recurring_furniture
305,cl_2024_ca2_new_england_carpenters_guaranteed_a,post_cutoff_control,-0.039034,50,51761,51965,"or omissions of material fact, (2) with scienter, (3) in connection with the purchase or sale of securities, (4) upon which the plaintiff relied, and (5) that the plaintiff’s reliance was the proximate",post_cutoff_control,pleading_template,statutory_citation,0.0,0.0,1.0,post_cutoff_predictable
306,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,-0.039167,50,87704,87934,"a complaint under Rule 9(b) if the court is satisfied (1) that the defendant has been made aware of the particular circumstances for which she will have to prepare a defense at trial, and (2) that plaintiff has substantial predis",pre_cutoff,-,statutory_citation,0.0,0.0,0.706,quoted_in_context
307,cl_2026_dcd_koneru_v_securities_and_exchange_commission,post_cutoff_control,-0.039204,50,6784,6932,"of all inferences that can be derived from the facts alleged.’” Hettinga v. United States, 677 F.3d 471, 476 (D.C. Cir. 2012) (quoting Schuler v.",post_cutoff_control,quoted_precedent,statutory_citation,0.0,0.0,0.55,post_cutoff_predictable
308,cl_2024_ca2_packer_v._raging_capital_management,post_cutoff_control,-0.039219,50,7860,8114,"whether an intangible injury is sufficiently concrete to confer constitutional standing, TransUnion instructed courts to identify a “close historical or common-law analogue for the[] asserted injury.” 5 In Donoghue, we had identified such an analogue for",post_cutoff_control,quoted_precedent,statutory_citation,0.733,0.0,0.0,in_document_repetition
309,cl_2024_ca2_sec_v._rashid,post_cutoff_control,-0.039586,50,3319,3543,"reports for phony business expenses that were ultimately paid by the funds. The district court, following a bench trial, determined that Rashid was not liable under § 206(1) of the Investment Advisers Act because he was not",post_cutoff_control,statutory_citation,statutory_citation,1.0,0.0,0.0,in_document_repetition
310,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.039616,50,313596,313710,".S.C. § 77e(a), and Section 10(b) and Rule 10b-5 of the Exchange Act, 15 U.S.C. § 78j(b) and 17 C.F.R. §",post_cutoff_control,statutory_citation,statutory_citation,1.0,0.0,0.261,in_document_repetition
311,cl_2021_ca2_sacerdote_v._new_york_university,pre_cutoff,-0.039634,50,24098,24197,"940 F.3d 804, 809 (2d Cir. 2019). 28 550 U.S. 544 (2007). 29 556 U.S. 662 (2009).",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
312,cl_2023_ca9_amalgamated_bank_v._facebook_inc.,pre_cutoff,-0.039661,50,83761,83936,"scienter cogent and at least as compelling as any opposing inference one could draw from the facts alleged.” Tellabs, Inc. v. Makor Issues & Rights, Ltd., 551 U.S. 308, 324 (",pre_cutoff,quoted_precedent,quoted_precedent,0.478,0.304,0.652,in_document_repetition
313,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.03974,50,417784,417933,": 205 of 211 § 78j(b) and 17 C.F.R. § 240.10b-5(a), and are deemed to be in violation of these provisions to the same extent as Daniels,",post_cutoff_control,statutory_citation,statutory_citation,0.28,0.0,0.12,in_document_repetition
314,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.039854,50,4251,4469,"Amicus State of Maine. Anthony G. Brown, Attorney General, OFFICE OF THE ATTORNEY GENERAL OF MARYLAND, Baltimore, Maryland, for Amicus State of Maryland. Keith Ellison, Attorney General, OFFICE",post_cutoff_control,-,-,0.048,0.0,0.0,post_cutoff_predictable
315,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,post_cutoff_control,-0.039867,50,70026,70237,"enjoin any act or practice which violates any provision of this subchapter or the terms of the plan, or (B) to obtain other appropriate equitable relief (i) to redress such violations or (ii) to enforce any",post_cutoff_control,-,statutory_citation,1.0,0.0,0.69,in_document_repetition
316,cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,pre_cutoff,-0.039868,50,17782,17923,"as true, to ‘state a claim to relief that is plausible on its face.’” Ashcroft v. Iqbal, 556 U.S. 662, 678 (2009) (quoting Bell Atl. Corp. v",pre_cutoff,quoted_precedent,quoted_precedent,0.0,1.0,1.0,recurring_furniture
317,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.039978,50,183966,184233,"defraud, or (2) to obtain money or property by means of any untrue statement of a material fact or any omis- sion to state a material fact necessary in order to make the statements made,",post_cutoff_control,-,statutory_citation,0.25,0.0,0.643,in_document_repetition
318,cl_2014_ca2_city_of_pontiac_v._ubs_ag,pre_cutoff,-0.040314,50,56267,56398,person would deem the inference of scienter cogent and at least as compelling as any opposing inference one could draw from the,pre_cutoff,-,statutory_citation,0.0,0.2,1.0,quoted_in_context
319,cl_2018_ca9_jaclyn_santomenno_v._transamerica_l,pre_cutoff,-0.040462,50,12680,12914,"care, skill, prudence, and diligence under the circumstances then prevailing that a prudent man acting in a like capacity and familiar with such matters would use in the conduct of an enterprise of a like character and with like aims",pre_cutoff,-,statutory_citation,0.0,1.0,1.0,recurring_furniture
320,cl_2024_ca2_new_england_carpenters_guaranteed_a,post_cutoff_control,-0.040572,50,20871,21156,"communication in interstate commerce or of the mails, by means of a prospectus or oral communication, which includes an untrue statement of a material fact or omits to state a material fact necessary in order to make the",post_cutoff_control,-,statutory_citation,0.032,0.0,1.0,post_cutoff_predictable
321,cl_2023_ca2_pauwels_v._deloitte_llp,pre_cutoff,-0.040821,50,19942,20172,the business; (3) the extent of measures taken by the business to guard the secrecy of the information; (4) the value of the information to the business and its competitors; (5) the amount of effort or money,pre_cutoff,-,-,0.0,0.3,0.0,recurring_furniture
322,cl_2020_ca2_united_states_v._kosinski,pre_cutoff,-0.04086,50,20271,20520,"a “deceptive device” under § 10(b), we have affirmed, because “a relationship of trust and confidence [exists] between the shareholders of a corporation and those insiders who have obtained confidential information by reason of their",pre_cutoff,statutory_citation,statutory_citation,0.0,0.241,0.0,furniture_by_pattern
323,cl_2022_ca2_haley_v._tiaa,pre_cutoff,-0.041023,50,4338,4597,"secured by a participant’s retirement savings. In this interlocutory appeal challenging the certification decision, TIAA argues that the district court erred when it found that common issues predominated over individual ones without addressing the effect of",pre_cutoff,-,-,1.0,0.0,0.033,in_document_repetition
324,cl_2024_dcd_securities_and_exchange_commission_,post_cutoff_control,-0.041033,50,16534,16769,", a court may ordinarily consider only “the facts alleged in the complaint, documents attached as exhibits or incorporated by reference in the complaint, and matters about which the Court may take judicial notice.” Gustave-Schmidt v",post_cutoff_control,quoted_precedent,quoted_precedent,0.0,0.0,1.0,post_cutoff_predictable
325,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.041366,50,13939,14076,"matters about which the Court may take judicial notice.” Gustave-Schmidt v. Chao, 226 F. Supp. 2d 191, 196 (D.D.C. 2002), citing EEOC v.",pre_cutoff,quoted_precedent,quoted_precedent,0.0,1.0,0.0,recurring_furniture
326,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.041641,50,415998,416170,"Rose’s violations of Section 17(a)(3) of the Securities Act, 15 U.S.C. § 77q(a)(3), and are deemed to be in violation of this provision to the same extent as Mir",post_cutoff_control,statutory_citation,statutory_citation,0.931,0.0,0.0,in_document_repetition
327,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.041677,50,4469,4668,"OF THE ATTORNEY GENERAL OF MINNESOTA, St. Paul, Minnesota, for Amicus State of Minnesota. Austin Knudsen, Attorney General, OFFICE OF THE ATTORNEY GENERAL OF MONTANA, Helena, Montana",post_cutoff_control,-,statutory_citation,0.05,0.0,0.0,post_cutoff_predictable
328,cl_2026_ca4_in_re_the_boeing_company,post_cutoff_control,-0.041776,50,26513,26741,"untrue statement of a material fact or to omit to state a material fact necessary in order to make the statements made, in the light of the circumstances under which they were made, not misleading.” 17 C.F.R. §",post_cutoff_control,statutory_citation,statutory_citation,0.0,0.0,0.879,post_cutoff_predictable
329,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,-0.041847,50,8611,8862,"personally to decide whether in his particular case counsel is to his advantage. And although he may conduct his own defense ultimately to his own detriment, his choice must be honored out of ‘that respect for the individual which is the lifeblood",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
330,cl_2020_ca2_xy_planning_network_llc_v._sec,pre_cutoff,-0.041913,50,46857,47037,"(2) that is fairly traceable to the challenged conduct of the defendant, and (3) that is likely to be redressed by a favorable judicial decision.” Spokeo, Inc. v. Robins, 136 S.",pre_cutoff,quoted_precedent,quoted_precedent,0.583,0.0,0.583,in_document_repetition
331,cl_2015_ca5_state_of_texas_v._usa,pre_cutoff,-0.042218,50,9375,9541,"November 20, 2014], and at the time of making a request for consideration of deferred action with USCIS; [4] have no lawful status on [November 20, 2014]; [5] are not",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
332,cl_2026_ca4_vapor_technology_association_v_mckinley_wooten,post_cutoff_control,-0.042408,50,6024,6234,"Attorney General, OFFICE OF THE ATTORNEY GENERAL OF TENNESSEE, Nashville, Tennessee, for Amicus State of Tennessee. Ken Paxton, Attorney General, OFFICE OF THE ATTORNEY GENERAL OF TEXAS",post_cutoff_control,-,-,0.053,0.0,0.0,post_cutoff_predictable
333,cl_2020_ca11_united_states_v._gerti_muho,pre_cutoff,-0.042619,50,8749,8930,"to his own detriment, his choice must be honored out of ‘that respect for the individual which is the lifeblood of the law.’” Id. at 834 (quoting Illinois v. Allen, 397 U.S. 337,",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
334,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.042631,50,28973,29234,competing priority; (5) the court should also take into account the nature and extent of the interests prejudiced by delay; and (6) the court need not find any impropriety lurking behind agency lass,pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
335,cl_2015_ca2_united_states_v._parse,pre_cutoff,-0.042643,50,64525,64635,"States, 348 12 U.S. 11, 14, 75 S.Ct. 11, 99 L.Ed. 11 (1954). 13 Daugerdas, 867 F.Supp.2d",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
336,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.042712,50,313514,313656,"b-5; and aided and abetted violations of Section 17(a) of the Securities Act, 15 U.S.C. § 77e(a), and Section 10(b) and Rule 10b-5 of the",post_cutoff_control,statutory_citation,statutory_citation,0.92,0.0,0.04,in_document_repetition
337,cl_2018_cadc_phh_corporation_v._cfpb,pre_cutoff,-0.042915,50,391075,391311,"are equally the representatives of the people, are to be adjusted; if not put at rest by the practice of the government, ought to receive a considerable impression from that practice.” McCulloch v. Maryland,",pre_cutoff,-,quoted_precedent,0.0,0.0,0.0,quoted_in_context
338,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.043147,50,28411,28689,"(2) where Congress has provided a timetable or other indication of the speed with which it expects the agency to proceed in the enabling statute, that statutory scheme may supply content for this rule of reason; (3)",pre_cutoff,-,statutory_citation,0.0,0.0,0.0,quoted_in_context
339,cl_2020_dcd_ghadami_v._united_states_department,pre_cutoff,-0.043151,50,10257,10393,"(1994); see also Gen. Motors Corp. v. EPA, 363 F.3d 442, 448 (D.C. Cir. 2004) (“As a court of limited jurisdiction, we begin, and end",pre_cutoff,quoted_precedent,quoted_precedent,0.0,0.0,0.0,furniture_by_pattern
340,cl_2020_ca9_tamara_moore_v._mars_petcare_us_inc,pre_cutoff,-0.043392,50,52020,52279,"connection, or association with, or certification by, another. (4) Using deceptive representations or designations of geographic origin in connection with goods or services. (5) Representing that goods or services have",pre_cutoff,-,-,0.0,0.0,0.348,MEMORISATION_CANDIDATE
341,cl_2026_ca9_united_states_v_ridley_thomas,post_cutoff_control,-0.043468,50,6101,6281,"convictions for one count of conspiracy in violation of 18 U.S.C. § 371, one count of bribery concerning programs receiving federal funds in violation of 18 U.S.C. § 666(a)(1)(B),",post_cutoff_control,statutory_citation,statutory_citation,1.0,0.0,0.321,in_document_repetition
342,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.043469,50,414874,415110,"Against Spartan Securities, Island Stock Transfer, and Dilley – Mirman/Rose Companies) 167. From at least as early as January 2009 through at least July 2014, Mirman and Rose,",post_cutoff_control,-,statutory_citation,0.619,0.0,0.0,in_document_repetition
343,cl_2020_dcd_broidy_capital_management_llc_v._mu,pre_cutoff,-0.043812,50,14768,14940,"construe the complaint liberally, granting plaintiff the benefit of all inferences that can be derived from the facts alleged.’” Am. Nat’l Ins. Co. v. FDIC, 642 F.3d 1137",pre_cutoff,quoted_precedent,statutory_citation,0.0,0.478,0.478,recurring_furniture
344,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,-0.043951,50,52667,52851,"complaint are true (even if doubtful in fact).” Twombly, 550 U.S. at 555–56 (citations omitted). “Threadbare recitals of the elements of a cause of action, supported by mere conclus",pre_cutoff,-,quoted_precedent,0.0,0.208,0.25,quoted_in_context
345,cl_2026_ca11_u.s._securities_and_exchange_commis,post_cutoff_control,-0.044139,50,423172,423396,"2010 through at least May 2014, Daniels, Fan and Harrison, directly and indirectly, by use of any means or instrumentality of interstate commerce, or of the mails, knowingly or recklessly engaged in acts, practices",post_cutoff_control,pleading_template,statutory_citation,1.0,0.0,0.074,in_document_repetition
