dataset,case_id,model_family,model,features_named,entropy,max_entropy,evenness
adversarial,62,openai,openai/gpt-5.4,8,2.0169340779845704,2.0794415416798357,0.9699402640360979
adversarial,62,openai,openai/gpt-5.4-mini,6,1.692281460717537,1.791759469228055,0.9444802663421245
adversarial,62,openai,openai/gpt-5.5,8,1.9745645803518976,2.0794415416798357,0.9495648426628933
adversarial,62,qwen,qwen/qwen3.5-397b-a17b,6,1.5657306529961337,1.791759469228055,0.8738509157541657
adversarial,62,qwen,qwen/qwen3.5-9b,5,1.5047882836811908,1.6094379124341003,0.9349775297671233
adversarial,62,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,63,anthropic,anthropic/claude-opus-4.8,9,1.9397325273488712,2.1972245773362196,0.8828103177784785
adversarial,63,anthropic,anthropic/claude-sonnet-4.6,14,2.4192035874963147,2.6390573296152584,0.9166923205298478
adversarial,63,google,google/gemini-3.1-flash-lite,5,1.4737146012040094,1.6094379124341003,0.9156703652986377
adversarial,63,google,google/gemini-3.1-pro-preview,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,63,google,google/gemini-3.5-flash,6,1.656946550020622,1.791759469228055,0.9247594771939369
adversarial,63,openai,openai/gpt-5.4,8,2.0316764921390558,2.0794415416798357,0.9770298666332337
adversarial,63,openai,openai/gpt-5.4-mini,7,1.8714836270841841,1.9459101490553132,0.9617523337306909
adversarial,63,openai,openai/gpt-5.5,12,2.4178161991384832,2.4849066497880004,0.9730008164873152
adversarial,63,qwen,qwen/qwen3.5-397b-a17b,7,1.638506444504226,1.9459101490553132,0.8420257457928756
adversarial,63,qwen,qwen/qwen3.6-35b-a3b,6,1.7092713643970767,1.791759469228055,0.9539625121297578
adversarial,64,anthropic,anthropic/claude-opus-4.8,7,1.8330027366191242,1.9459101490553132,0.9419770679077847
adversarial,64,anthropic,anthropic/claude-sonnet-4.6,10,2.0301629085197264,2.302585092994046,0.8816885485347733
adversarial,64,google,google/gemini-3.1-flash-lite,4,1.3195454632493369,1.3862943611198906,0.9518508480286741
adversarial,64,google,google/gemini-3.1-pro-preview,3,0.639031859650177,1.0986122886681098,0.5816718657178868
adversarial,64,google,google/gemini-3.5-flash,5,1.5430293192600038,1.6094379124341003,0.9587380211059768
adversarial,64,openai,openai/gpt-5.4,8,1.8299840865249954,2.0794415416798357,0.8800363221784436
adversarial,64,openai,openai/gpt-5.4-mini,6,1.6709116911412945,1.791759469228055,0.932553570854672
adversarial,64,openai,openai/gpt-5.5,8,1.988234996079271,2.0794415416798357,0.956138922988484
adversarial,64,qwen,qwen/qwen3.5-397b-a17b,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,64,qwen,qwen/qwen3.5-9b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,64,qwen,qwen/qwen3.6-35b-a3b,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,65,anthropic,anthropic/claude-haiku-4.5,8,2.0226772077481057,2.0794415416798357,0.972702125645776
adversarial,65,anthropic,anthropic/claude-opus-4.8,8,1.8792428239139867,2.0794415416798357,0.9037247675622935
adversarial,65,anthropic,anthropic/claude-sonnet-4.6,11,2.171928573699705,2.3978952727983707,0.9057645670926403
adversarial,65,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,65,google,google/gemini-3.1-pro-preview,5,1.3180952614124806,1.6094379124341003,0.8189786329930581
adversarial,65,google,google/gemini-3.5-flash,6,1.656946550020622,1.791759469228055,0.9247594771939369
adversarial,65,openai,openai/gpt-5.4,6,1.6943504568258663,1.791759469228055,0.9456349950564763
adversarial,65,openai,openai/gpt-5.4-mini,5,1.5134058386196787,1.6094379124341003,0.9403319177008925
adversarial,65,openai,openai/gpt-5.5,10,2.1696128502481336,2.302585092994046,0.9422508887291505
adversarial,65,qwen,qwen/qwen3.5-397b-a17b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,65,qwen,qwen/qwen3.5-9b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,65,qwen,qwen/qwen3.6-35b-a3b,5,1.56718085483299,1.6094379124341003,0.9737442138807324
adversarial,66,anthropic,anthropic/claude-haiku-4.5,9,2.076090650768702,2.1972245773362196,0.9448695741814552
adversarial,66,anthropic,anthropic/claude-opus-4.8,6,1.698212138868987,1.791759469228055,0.9477902408411041
adversarial,66,anthropic,anthropic/claude-sonnet-4.6,10,2.1608578344633647,2.302585092994046,0.9384486336848495
adversarial,66,google,google/gemini-3.1-flash-lite,4,1.2353468116280648,1.3862943611198906,0.8911143594569008
adversarial,66,google,google/gemini-3.1-pro-preview,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,66,google,google/gemini-3.5-flash,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,66,openai,openai/gpt-5.4,6,1.6972241540748474,1.791759469228055,0.9472388360286237
adversarial,66,openai,openai/gpt-5.4-mini,5,1.5260394155804642,1.6094379124341003,0.948181600415076
adversarial,66,openai,openai/gpt-5.5,8,1.98804437747699,2.0794415416798357,0.9560472548177468
adversarial,66,qwen,qwen/qwen3.5-397b-a17b,5,1.596804335473315,1.6094379124341003,0.9921503172858167
adversarial,66,qwen,qwen/qwen3.6-35b-a3b,4,1.3762266043445461,1.3862943611198906,0.9927376486136672
adversarial,67,anthropic,anthropic/claude-haiku-4.5,8,1.9346738417318712,2.0794415416798357,0.93038145240139
adversarial,67,anthropic,anthropic/claude-opus-4.8,9,2.091190092869202,2.1972245773362196,0.9517416264314834
adversarial,67,anthropic,anthropic/claude-sonnet-4.6,9,2.114767354096299,2.1972245773362196,0.9624721004441491
adversarial,67,google,google/gemini-3.1-flash-lite,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,67,google,google/gemini-3.1-pro-preview,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,67,google,google/gemini-3.5-flash,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,67,openai,openai/gpt-5.4,8,1.9911824489306031,2.0794415416798357,0.9575563481924411
adversarial,67,openai,openai/gpt-5.4-mini,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,67,openai,openai/gpt-5.5,10,2.2107738908017946,2.302585092994046,0.9601269015110016
adversarial,67,qwen,qwen/qwen3.5-397b-a17b,6,1.656946550020622,1.791759469228055,0.9247594771939369
adversarial,67,qwen,qwen/qwen3.5-9b,5,1.5047882836811908,1.6094379124341003,0.9349775297671233
adversarial,67,qwen,qwen/qwen3.6-35b-a3b,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,68,anthropic,anthropic/claude-opus-4.8,6,1.6695801269814072,1.791759469228055,0.9318104107471041
adversarial,68,anthropic,anthropic/claude-sonnet-4.6,9,2.0445880574075006,2.1972245773362196,0.9305321260725355
adversarial,68,google,google/gemini-3.1-flash-lite,4,1.2353468116280648,1.3862943611198906,0.8911143594569008
adversarial,68,google,google/gemini-3.1-pro-preview,3,1.0397207708399179,1.0986122886681098,0.946394630357186
adversarial,68,google,google/gemini-3.5-flash,3,1.0888999753452238,1.0986122886681098,0.9911594714322187
adversarial,68,openai,openai/gpt-5.4,6,1.7146300312671017,1.791759469228055,0.9569532410540668
adversarial,68,openai,openai/gpt-5.4-mini,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,68,openai,openai/gpt-5.5,8,1.856570367475903,2.0794415416798357,0.8928216207396287
adversarial,68,qwen,qwen/qwen3.5-397b-a17b,4,1.207973687592232,1.3862943611198906,0.8713688243068336
adversarial,68,qwen,qwen/qwen3.5-9b,5,1.5260394155804642,1.6094379124341003,0.948181600415076
adversarial,68,qwen,qwen/qwen3.6-35b-a3b,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,69,anthropic,anthropic/claude-haiku-4.5,8,1.925776834776872,2.0794415416798357,0.9261028964638127
adversarial,69,anthropic,anthropic/claude-opus-4.8,8,1.9614861275212396,2.0794415416798357,0.9432754363157965
adversarial,69,anthropic,anthropic/claude-sonnet-4.6,8,1.858845562901271,2.0794415416798357,0.8939157584587059
adversarial,69,google,google/gemini-3.1-flash-lite,5,1.4150225884935588,1.6094379124341003,0.8792029674220179
adversarial,69,google,google/gemini-3.1-pro-preview,4,1.1872832254713437,1.3862943611198906,0.8564438107590803
adversarial,69,google,google/gemini-3.5-flash,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,69,openai,openai/gpt-5.4,6,1.4762933057458039,1.791759469228055,0.8239349818432027
adversarial,69,openai,openai/gpt-5.4-mini,5,1.1969873894998624,1.6094379124341003,0.7437300813235777
adversarial,69,openai,openai/gpt-5.5,8,1.8576468810312037,2.0794415416798357,0.8933393143288559
adversarial,69,qwen,qwen/qwen3.5-397b-a17b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,69,qwen,qwen/qwen3.5-9b,6,1.6695801269814072,1.791759469228055,0.9318104107471041
adversarial,69,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,70,anthropic,anthropic/claude-opus-4.8,7,1.8722988355229033,1.9459101490553132,0.9621712679960346
adversarial,70,anthropic,anthropic/claude-sonnet-4.6,8,1.7658337660886434,2.0794415416798357,0.849186539123456
adversarial,70,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,70,google,google/gemini-3.1-pro-preview,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,70,google,google/gemini-3.5-flash,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,70,openai,openai/gpt-5.4,8,1.9495169533465033,2.0794415416798357,0.9375194802406538
adversarial,70,openai,openai/gpt-5.4-mini,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,70,openai,openai/gpt-5.5,9,2.0861591996902713,2.1972245773362196,0.9494519682732672
adversarial,70,qwen,qwen/qwen3.5-397b-a17b,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,70,qwen,qwen/qwen3.6-35b-a3b,6,1.6796478837567517,1.791759469228055,0.9374293327889572
adversarial,71,anthropic,anthropic/claude-haiku-4.5,7,1.6616588633615375,1.9459101490553132,0.8539237354654982
adversarial,71,anthropic,anthropic/claude-opus-4.8,8,1.9460270025963595,2.0794415416798357,0.9358411686939273
adversarial,71,anthropic,anthropic/claude-sonnet-4.6,12,2.306984042411663,2.4849066497880004,0.9283986755029543
adversarial,71,google,google/gemini-3.1-flash-lite,5,1.392321254757429,1.6094379124341003,0.8650978357106639
adversarial,71,google,google/gemini-3.1-pro-preview,4,1.3195454632493369,1.3862943611198906,0.9518508480286741
adversarial,71,google,google/gemini-3.5-flash,6,1.7820471559051687,1.791759469228055,0.994579454726102
adversarial,71,openai,openai/gpt-5.4,8,1.9869627006541088,2.0794415416798357,0.955527078221675
adversarial,71,openai,openai/gpt-5.4-mini,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,71,openai,openai/gpt-5.5,10,2.2270479904796856,2.302585092994046,0.9671946531990531
adversarial,71,qwen,qwen/qwen3.5-397b-a17b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,71,qwen,qwen/qwen3.5-9b,5,1.5715219770891087,1.6094379124341003,0.9764415047936532
adversarial,71,qwen,qwen/qwen3.6-35b-a3b,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,72,anthropic,anthropic/claude-opus-4.8,9,2.0608176854573292,2.1972245773362196,0.9379185481147941
adversarial,72,anthropic,anthropic/claude-sonnet-4.6,11,2.062632123944299,2.3978952727983707,0.8601844072769634
adversarial,72,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,72,google,google/gemini-3.1-pro-preview,5,1.4886936332683078,1.6094379124341003,0.9249773612060749
adversarial,72,google,google/gemini-3.5-flash,6,1.7127324378491744,1.791759469228055,0.9558941740026479
adversarial,72,openai,openai/gpt-5.4,8,1.9841368845196914,2.0794415416798357,0.9541681479138123
adversarial,72,openai,openai/gpt-5.4-mini,7,1.8198030286736255,1.9459101490553132,0.9351937598748281
adversarial,72,openai,openai/gpt-5.5,10,2.174599364334793,2.302585092994046,0.9444165042809197
adversarial,72,qwen,qwen/qwen3.5-397b-a17b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,72,qwen,qwen/qwen3.5-9b,9,1.6753759579372651,2.1972245773362196,0.7624964581310064
adversarial,72,qwen,qwen/qwen3.6-35b-a3b,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,73,anthropic,anthropic/claude-haiku-4.5,8,1.8156977392556317,2.0794415416798357,0.8731660413924675
adversarial,73,anthropic,anthropic/claude-opus-4.8,8,2.0266539380697783,2.0794415416798357,0.974614528683786
adversarial,73,anthropic,anthropic/claude-sonnet-4.6,10,2.2365270383443505,2.302585092994046,0.9713113513803738
adversarial,73,google,google/gemini-3.1-flash-lite,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,73,google,google/gemini-3.1-pro-preview,5,1.458174899361326,1.6094379124341003,0.906015005671138
adversarial,73,google,google/gemini-3.5-flash,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,73,openai,openai/gpt-5.4,8,2.0060859604860353,2.0794415416798357,0.9647234222633921
adversarial,73,openai,openai/gpt-5.4-mini,5,1.5775438017024486,1.6094379124341003,0.9801830747957122
adversarial,73,openai,openai/gpt-5.5,8,2.0409909638034933,2.0794415416798357,0.9815091806594953
adversarial,73,qwen,qwen/qwen3.5-397b-a17b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,73,qwen,qwen/qwen3.6-35b-a3b,5,1.56718085483299,1.6094379124341003,0.9737442138807324
adversarial,74,anthropic,anthropic/claude-haiku-4.5,10,2.0770952105050084,2.302585092994046,0.9020709883099983
adversarial,74,anthropic,anthropic/claude-opus-4.8,9,2.087060486573705,2.1972245773362196,0.94986216161114
adversarial,74,anthropic,anthropic/claude-sonnet-4.6,9,1.9784633921360366,2.1972245773362196,0.9004374939837075
adversarial,74,google,google/gemini-3.1-flash-lite,4,1.2968441295132072,1.3862943611198906,0.9354752972273344
adversarial,74,google,google/gemini-3.1-pro-preview,5,1.3705151742879562,1.6094379124341003,0.8515489561291623
adversarial,74,google,google/gemini-3.5-flash,5,1.4263010621165086,1.6094379124341003,0.8862106770924658
adversarial,74,openai,openai/gpt-5.4,7,1.7643323362556989,1.9459101490553132,0.9066874629911532
adversarial,74,openai,openai/gpt-5.4-mini,6,1.6943504568258663,1.791759469228055,0.9456349950564763
adversarial,74,openai,openai/gpt-5.5,8,1.878984593231223,2.0794415416798357,0.9036005848538172
adversarial,74,qwen,qwen/qwen3.5-397b-a17b,6,1.4826529792031011,1.791759469228055,0.8274843831811162
adversarial,74,qwen,qwen/qwen3.5-9b,7,1.8217383933208384,1.9459101490553132,0.9361883405589118
adversarial,74,qwen,qwen/qwen3.6-35b-a3b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,75,anthropic,anthropic/claude-opus-4.8,8,1.8869731434457433,2.0794415416798357,0.9074422654466109
adversarial,75,anthropic,anthropic/claude-sonnet-4.6,9,2.060434530834085,2.1972245773362196,0.937744166930824
adversarial,75,google,google/gemini-3.1-flash-lite,5,1.392321254757429,1.6094379124341003,0.8650978357106639
adversarial,75,google,google/gemini-3.1-pro-preview,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,75,google,google/gemini-3.5-flash,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,75,openai,openai/gpt-5.4,7,1.807866657505073,1.9459101490553132,0.9290596785173989
adversarial,75,openai,openai/gpt-5.4-mini,7,1.8555882392500898,1.9459101490553132,0.9535837202714256
adversarial,75,openai,openai/gpt-5.5,8,1.9660894869846552,2.0794415416798357,0.9454891842722295
adversarial,75,qwen,qwen/qwen3.5-397b-a17b,5,1.458174899361326,1.6094379124341003,0.906015005671138
adversarial,75,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,76,anthropic,anthropic/claude-haiku-4.5,6,1.2875762409375644,1.791759469228055,0.7186099825621638
adversarial,76,anthropic,anthropic/claude-opus-4.8,8,1.9476143688267626,2.0794415416798357,0.9366045304901531
adversarial,76,anthropic,anthropic/claude-sonnet-4.6,9,1.8849075012143635,2.1972245773362196,0.8578583730842433
adversarial,76,google,google/gemini-3.1-flash-lite,5,1.4150225884935588,1.6094379124341003,0.8792029674220179
adversarial,76,google,google/gemini-3.1-pro-preview,4,1.2750380490437343,1.3862943611198906,0.9197455351500672
adversarial,76,google,google/gemini-3.5-flash,3,0.8864644756797975,1.0986122886681098,0.8068947387749437
adversarial,76,openai,openai/gpt-5.4,7,1.700707325937951,1.9459101490553132,0.8739906756556044
adversarial,76,openai,openai/gpt-5.4-mini,6,1.7380343038070152,1.791759469228055,0.9700154142652941
adversarial,76,openai,openai/gpt-5.5,7,1.5511115487857228,1.9459101490553132,0.7971136537515596
adversarial,76,qwen,qwen/qwen3.5-397b-a17b,5,1.4150225884935588,1.6094379124341003,0.8792029674220179
adversarial,76,qwen,qwen/qwen3.5-9b,3,0.8864644756797975,1.0986122886681098,0.8068947387749437
adversarial,76,qwen,qwen/qwen3.6-35b-a3b,6,1.6966377874362912,1.791759469228055,0.9469115785765904
adversarial,77,anthropic,anthropic/claude-haiku-4.5,5,1.2580139299460509,1.6094379124341003,0.7816480028381096
adversarial,77,anthropic,anthropic/claude-opus-4.8,8,1.8260227333921635,2.0794415416798357,0.8781313140051281
adversarial,77,anthropic,anthropic/claude-sonnet-4.6,9,1.9274759696678798,2.1972245773362196,0.8772321179861521
adversarial,77,google,google/gemini-3.1-flash-lite,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,77,google,google/gemini-3.1-pro-preview,4,1.1872832254713437,1.3862943611198906,0.8564438107590803
adversarial,77,google,google/gemini-3.5-flash,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,77,openai,openai/gpt-5.4,8,1.9453118222273114,2.0794415416798357,0.9354972396366718
adversarial,77,openai,openai/gpt-5.4-mini,6,1.53971834031523,1.791759469228055,0.8593331676257795
adversarial,77,openai,openai/gpt-5.5,8,1.9812699432790388,2.0794415416798357,0.9527894406103424
adversarial,77,qwen,qwen/qwen3.5-397b-a17b,5,1.4305622903362423,1.6094379124341003,0.8888583270495175
adversarial,77,qwen,qwen/qwen3.5-9b,5,1.4737146012040094,1.6094379124341003,0.9156703652986377
adversarial,77,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,78,anthropic,anthropic/claude-haiku-4.5,9,1.987754446655012,2.1972245773362196,0.9046660351236576
adversarial,78,anthropic,anthropic/claude-opus-4.8,8,2.0578412973559503,2.0794415416798357,0.9896124782106468
adversarial,78,anthropic,anthropic/claude-sonnet-4.6,11,2.2033656082293582,2.3978952727983707,0.9188748287818282
adversarial,78,google,google/gemini-3.1-flash-lite,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,78,google,google/gemini-3.1-pro-preview,4,1.3054616844516953,1.3862943611198906,0.9416915491145068
adversarial,78,google,google/gemini-3.5-flash,5,1.5614694247764,1.6094379124341003,0.9701955028602792
adversarial,78,openai,openai/gpt-5.4,9,1.964381171715297,2.1972245773362196,0.8940283992712262
adversarial,78,openai,openai/gpt-5.4-mini,7,1.8217383933208384,1.9459101490553132,0.9361883405589118
adversarial,78,openai,openai/gpt-5.5,10,2.1981525451031936,2.302585092994046,0.9546455207199057
adversarial,78,qwen,qwen/qwen3.5-397b-a17b,5,1.4490023958526383,1.6094379124341003,0.9003158088038198
adversarial,78,qwen,qwen/qwen3.5-9b,5,1.5047882836811908,1.6094379124341003,0.9349775297671233
adversarial,78,qwen,qwen/qwen3.6-35b-a3b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,79,anthropic,anthropic/claude-haiku-4.5,8,1.8257654960309762,2.0794415416798357,0.878007608983356
adversarial,79,anthropic,anthropic/claude-opus-4.8,9,1.9083326476211853,2.1972245773362196,0.8685196166587262
adversarial,79,anthropic,anthropic/claude-sonnet-4.6,10,2.1684714275493073,2.302585092994046,0.9417551751495312
adversarial,79,google,google/gemini-3.1-flash-lite,5,1.5841707585125298,1.6094379124341003,0.9843006345716333
adversarial,79,google,google/gemini-3.1-pro-preview,5,1.3994886078590607,1.6094379124341003,0.8695511625810318
adversarial,79,google,google/gemini-3.5-flash,5,1.5134058386196787,1.6094379124341003,0.9403319177008925
adversarial,79,openai,openai/gpt-5.4,8,1.9030966711566724,2.0794415416798357,0.9151960432700086
adversarial,79,openai,openai/gpt-5.4-mini,5,1.535149196269958,1.6094379124341003,0.953841825403635
adversarial,79,openai,openai/gpt-5.5,8,1.7156193546379135,2.0794415416798357,0.8250385116630806
adversarial,79,qwen,qwen/qwen3.5-397b-a17b,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,79,qwen,qwen/qwen3.5-9b,5,1.5134058386196787,1.6094379124341003,0.9403319177008925
adversarial,79,qwen,qwen/qwen3.6-35b-a3b,6,1.7524236752648439,1.791759469228055,0.9780462753853015
adversarial,80,anthropic,anthropic/claude-haiku-4.5,7,1.6853967410611788,1.9459101490553132,0.8661225914667198
adversarial,80,anthropic,anthropic/claude-opus-4.8,8,1.9661007341161452,2.0794415416798357,0.945494592999171
adversarial,80,anthropic,anthropic/claude-sonnet-4.6,8,1.902012218589408,2.0794415416798357,0.9146745318230514
adversarial,80,google,google/gemini-3.1-flash-lite,5,1.4150225884935588,1.6094379124341003,0.8792029674220179
adversarial,80,google,google/gemini-3.1-pro-preview,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,80,google,google/gemini-3.5-flash,5,1.487798380001651,1.6094379124341003,0.9244211090762223
adversarial,80,openai,openai/gpt-5.4,7,1.8409360158791563,1.9459101490553132,0.9460539669690715
adversarial,80,openai,openai/gpt-5.4-mini,5,1.56718085483299,1.6094379124341003,0.9737442138807324
adversarial,80,openai,openai/gpt-5.5,8,1.9657237148363516,2.0794415416798357,0.9453132850507452
adversarial,80,qwen,qwen/qwen3.5-397b-a17b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,80,qwen,qwen/qwen3.6-35b-a3b,5,1.5148560404565352,1.6094379124341003,0.941232978764294
adversarial,81,anthropic,anthropic/claude-haiku-4.5,5,1.5554287707111933,1.6094379124341003,0.9664422334619768
adversarial,81,anthropic,anthropic/claude-opus-4.8,7,1.770813102316889,1.9459101490553132,0.910017917927285
adversarial,81,anthropic,anthropic/claude-sonnet-4.6,9,1.9415476875803213,2.1972245773362196,0.883636432801118
adversarial,81,google,google/gemini-3.1-flash-lite,3,1.080527626604172,1.0986122886681098,0.9835386311891134
adversarial,81,google,google/gemini-3.1-pro-preview,4,1.3350851650920204,1.3862943611198906,0.9630603734213404
adversarial,81,google,google/gemini-3.5-flash,5,1.5047882836811908,1.6094379124341003,0.9349775297671233
adversarial,81,openai,openai/gpt-5.4,8,1.9670679180609814,2.0794415416798357,0.9459597101594519
adversarial,81,openai,openai/gpt-5.4-mini,5,1.5103882840377367,1.6094379124341003,0.9384570056221916
adversarial,81,openai,openai/gpt-5.5,7,1.8540459162022949,1.9459101490553132,0.9527911230137651
adversarial,81,qwen,qwen/qwen3.5-397b-a17b,5,1.4150225884935588,1.6094379124341003,0.8792029674220179
adversarial,81,qwen,qwen/qwen3.5-9b,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,81,qwen,qwen/qwen3.6-35b-a3b,5,1.5741030017371853,1.6094379124341003,0.9780451855744626
adversarial,82,anthropic,anthropic/claude-opus-4.8,8,1.7929595103615306,2.0794415416798357,0.8622312647044281
adversarial,82,anthropic,anthropic/claude-sonnet-4.6,10,2.0375008017812832,2.302585092994046,0.8848753550870625
adversarial,82,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,82,google,google/gemini-3.1-pro-preview,5,1.3705151742879562,1.6094379124341003,0.8515489561291623
adversarial,82,google,google/gemini-3.5-flash,5,1.3705151742879562,1.6094379124341003,0.8515489561291623
adversarial,82,openai,openai/gpt-5.4,8,1.7264915696047476,2.0794415416798357,0.8302669418684574
adversarial,82,openai,openai/gpt-5.4-mini,4,1.3321790402101223,1.3862943611198906,0.9609640474436812
adversarial,82,openai,openai/gpt-5.5,9,2.0023538663663705,2.1972245773362196,0.9113105173772913
adversarial,82,qwen,qwen/qwen3.5-397b-a17b,5,1.4702535277519118,1.6094379124341003,0.9135198794517726
adversarial,82,qwen,qwen/qwen3.6-35b-a3b,6,1.735433771585304,1.791759469228055,0.9685640295976682
adversarial,83,anthropic,anthropic/claude-haiku-4.5,8,1.995775102764204,2.0794415416798357,0.9597649478291929
adversarial,83,anthropic,anthropic/claude-opus-4.8,10,2.0951680447944594,2.302585092994046,0.9099199205142587
adversarial,83,anthropic,anthropic/claude-sonnet-4.6,10,2.0267792862150134,2.302585092994046,0.8802190600389916
adversarial,83,google,google/gemini-3.1-flash-lite,4,1.2798542258336676,1.3862943611198906,0.9232196723355078
adversarial,83,google,google/gemini-3.1-pro-preview,5,1.4737146012040094,1.6094379124341003,0.9156703652986377
adversarial,83,google,google/gemini-3.5-flash,6,1.6399566463410822,1.791759469228055,0.9152772314063036
adversarial,83,openai,openai/gpt-5.4,8,1.9708919593161702,2.0794415416798357,0.9477986852777905
adversarial,83,openai,openai/gpt-5.4-mini,6,1.692281460717537,1.791759469228055,0.9444802663421245
adversarial,83,openai,openai/gpt-5.5,9,2.0499935787604118,2.1972245773362196,0.9329922848604298
adversarial,83,qwen,qwen/qwen3.5-397b-a17b,6,1.4956157801725032,1.791759469228055,0.8347190601520083
adversarial,83,qwen,qwen/qwen3.5-9b,7,1.7751250090009736,1.9459101490553132,0.9122337996246891
adversarial,83,qwen,qwen/qwen3.6-35b-a3b,4,1.3535252706084164,1.3862943611198906,0.9763620978123273
adversarial,84,anthropic,anthropic/claude-opus-4.8,8,1.9479392797883741,2.0794415416798357,0.9367607796345022
adversarial,84,anthropic,anthropic/claude-sonnet-4.6,10,2.1336709968912784,2.302585092994046,0.9266415401468925
adversarial,84,google,google/gemini-3.1-flash-lite,4,1.1648213767244648,1.3862943611198906,0.8402410118609203
adversarial,84,google,google/gemini-3.1-pro-preview,5,1.4964159349401391,1.6094379124341003,0.9297754970099917
adversarial,84,google,google/gemini-3.5-flash,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
adversarial,84,openai,openai/gpt-5.4,9,2.057920848840963,2.1972245773362196,0.9366001409541214
adversarial,84,openai,openai/gpt-5.4-mini,5,1.540133398994632,1.6094379124341003,0.9569386846774022
adversarial,84,openai,openai/gpt-5.5,7,1.8660909034209452,1.9459101490553132,0.9589810219792944
adversarial,84,qwen,qwen/qwen3.5-397b-a17b,5,1.237597168232557,1.6094379124341003,0.7689623555349367
adversarial,84,qwen,qwen/qwen3.5-9b,3,0.9433483923290392,1.0986122886681098,0.8586727110732549
adversarial,84,qwen,qwen/qwen3.6-35b-a3b,6,1.7228001946245186,1.791759469228055,0.9615130960445009
adversarial,85,anthropic,anthropic/claude-haiku-4.5,6,1.6963555917093336,1.791759469228055,0.9467540821426079
adversarial,85,anthropic,anthropic/claude-opus-4.8,8,1.946198199418395,2.0794415416798357,0.9359234969626495
adversarial,85,anthropic,anthropic/claude-sonnet-4.6,11,2.108329958631961,2.3978952727983707,0.8792418845596689
adversarial,85,google,google/gemini-3.1-flash-lite,5,1.5444795210968603,1.6094379124341003,0.9596390821693783
