dataset,case_id,model_family,model,features_found,total_features,coverage
borderline,6,qwen,qwen/qwen3.5-9b,5,13,0.38461538461538464
borderline,6,gold,gold,10,13,0.7692307692307693
borderline,16,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
borderline,16,openai,openai/gpt-5.5,9,19,0.47368421052631576
borderline,16,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
borderline,16,openai,openai/gpt-5.4,8,19,0.42105263157894735
borderline,16,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,16,google,google/gemini-3.1-pro-preview,6,19,0.3157894736842105
borderline,16,google,google/gemini-3.5-flash,6,19,0.3157894736842105
borderline,16,qwen,qwen/qwen3.6-35b-a3b,5,19,0.2631578947368421
borderline,16,anthropic,anthropic/claude-sonnet-4.6,14,19,0.7368421052631579
borderline,16,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
borderline,16,qwen,qwen/qwen3.5-397b-a17b,7,19,0.3684210526315789
borderline,16,anthropic,anthropic/claude-haiku-4.5,12,19,0.631578947368421
borderline,16,gold,gold,10,19,0.5263157894736842
borderline,12,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
borderline,12,anthropic,anthropic/claude-haiku-4.5,9,17,0.5294117647058824
borderline,12,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
borderline,12,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,12,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,12,openai,openai/gpt-5.4,8,17,0.47058823529411764
borderline,12,anthropic,anthropic/claude-sonnet-4.6,10,17,0.5882352941176471
borderline,12,google,google/gemini-3.5-flash,7,17,0.4117647058823529
borderline,12,openai,openai/gpt-5.5,9,17,0.5294117647058824
borderline,12,qwen,qwen/qwen3.6-35b-a3b,7,17,0.4117647058823529
borderline,12,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,12,qwen,qwen/qwen3.5-397b-a17b,7,17,0.4117647058823529
borderline,12,gold,gold,9,17,0.5294117647058824
borderline,7,anthropic,anthropic/claude-opus-4.8,8,16,0.5
borderline,7,openai,openai/gpt-5.4-mini,7,16,0.4375
borderline,7,google,google/gemini-3.1-pro-preview,6,16,0.375
borderline,7,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,7,openai,openai/gpt-5.5,9,16,0.5625
borderline,7,anthropic,anthropic/claude-haiku-4.5,9,16,0.5625
borderline,7,qwen,qwen/qwen3.6-35b-a3b,7,16,0.4375
borderline,7,google,google/gemini-3.5-flash,8,16,0.5
borderline,7,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
borderline,7,anthropic,anthropic/claude-sonnet-4.6,13,16,0.8125
borderline,7,openai,openai/gpt-5.4,7,16,0.4375
borderline,7,qwen,qwen/qwen3.5-9b,6,16,0.375
borderline,7,gold,gold,10,16,0.625
borderline,11,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
borderline,11,openai,openai/gpt-5.5,8,14,0.5714285714285714
borderline,11,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
borderline,11,openai,openai/gpt-5.4,8,14,0.5714285714285714
borderline,11,openai,openai/gpt-5.4-mini,7,14,0.5
borderline,11,google,google/gemini-3.1-pro-preview,6,14,0.42857142857142855
borderline,11,google,google/gemini-3.5-flash,5,14,0.35714285714285715
borderline,11,qwen,qwen/qwen3.6-35b-a3b,7,14,0.5
borderline,11,qwen,qwen/qwen3.5-397b-a17b,8,14,0.5714285714285714
borderline,11,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
borderline,11,qwen,qwen/qwen3.5-9b,7,14,0.5
borderline,11,gold,gold,10,14,0.7142857142857143
borderline,17,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
borderline,17,openai,openai/gpt-5.4,9,19,0.47368421052631576
borderline,17,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,17,openai,openai/gpt-5.5,9,19,0.47368421052631576
borderline,17,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,17,qwen,qwen/qwen3.6-35b-a3b,7,19,0.3684210526315789
borderline,17,google,google/gemini-3.5-flash,7,19,0.3684210526315789
borderline,17,anthropic,anthropic/claude-sonnet-4.6,13,19,0.6842105263157895
borderline,17,qwen,qwen/qwen3.5-397b-a17b,8,19,0.42105263157894735
borderline,17,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
borderline,17,openai,openai/gpt-5.4-mini,8,19,0.42105263157894735
borderline,17,gold,gold,10,19,0.5263157894736842
borderline,13,openai,openai/gpt-5.4-mini,8,19,0.42105263157894735
borderline,13,anthropic,anthropic/claude-opus-4.8,8,19,0.42105263157894735
borderline,13,anthropic,anthropic/claude-haiku-4.5,10,19,0.5263157894736842
borderline,13,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,13,openai,openai/gpt-5.4,7,19,0.3684210526315789
borderline,13,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,13,openai,openai/gpt-5.5,10,19,0.5263157894736842
borderline,13,google,google/gemini-3.5-flash,5,19,0.2631578947368421
borderline,13,qwen,qwen/qwen3.5-397b-a17b,5,19,0.2631578947368421
borderline,13,anthropic,anthropic/claude-sonnet-4.6,10,19,0.5263157894736842
borderline,13,qwen,qwen/qwen3.6-35b-a3b,5,19,0.2631578947368421
borderline,13,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
borderline,13,gold,gold,9,19,0.47368421052631576
borderline,21,anthropic,anthropic/claude-opus-4.8,9,20,0.45
borderline,21,openai,openai/gpt-5.4-mini,8,20,0.4
borderline,21,openai,openai/gpt-5.5,8,20,0.4
borderline,21,anthropic,anthropic/claude-haiku-4.5,8,20,0.4
borderline,21,google,google/gemini-3.1-pro-preview,6,20,0.3
borderline,21,openai,openai/gpt-5.4,8,20,0.4
borderline,21,google,google/gemini-3.5-flash,6,20,0.3
borderline,21,anthropic,anthropic/claude-sonnet-4.6,13,20,0.65
borderline,21,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,21,qwen,qwen/qwen3.6-35b-a3b,6,20,0.3
borderline,21,qwen,qwen/qwen3.5-9b,7,20,0.35
borderline,21,gold,gold,14,20,0.7
borderline,10,anthropic,anthropic/claude-opus-4.8,8,20,0.4
borderline,10,openai,openai/gpt-5.4,8,20,0.4
borderline,10,openai,openai/gpt-5.4-mini,7,20,0.35
borderline,10,google,google/gemini-3.1-flash-lite,5,20,0.25
borderline,10,google,google/gemini-3.1-pro-preview,5,20,0.25
borderline,10,google,google/gemini-3.5-flash,5,20,0.25
borderline,10,qwen,qwen/qwen3.6-35b-a3b,9,20,0.45
borderline,10,openai,openai/gpt-5.5,8,20,0.4
borderline,10,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,10,anthropic,anthropic/claude-sonnet-4.6,11,20,0.55
borderline,10,qwen,qwen/qwen3.5-9b,10,20,0.5
borderline,10,anthropic,anthropic/claude-haiku-4.5,10,20,0.5
borderline,10,gold,gold,13,20,0.65
borderline,19,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
borderline,19,openai,openai/gpt-5.4-mini,9,14,0.6428571428571429
borderline,19,openai,openai/gpt-5.4,9,14,0.6428571428571429
borderline,19,anthropic,anthropic/claude-haiku-4.5,10,14,0.7142857142857143
borderline,19,openai,openai/gpt-5.5,8,14,0.5714285714285714
borderline,19,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
borderline,19,google,google/gemini-3.5-flash,6,14,0.42857142857142855
borderline,19,anthropic,anthropic/claude-sonnet-4.6,11,14,0.7857142857142857
borderline,19,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
borderline,19,qwen,qwen/qwen3.5-9b,7,14,0.5
borderline,19,qwen,qwen/qwen3.5-397b-a17b,8,14,0.5714285714285714
borderline,19,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
borderline,19,gold,gold,9,14,0.6428571428571429
borderline,14,anthropic,anthropic/claude-opus-4.8,7,13,0.5384615384615384
borderline,14,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
borderline,14,openai,openai/gpt-5.4-mini,7,13,0.5384615384615384
borderline,14,google,google/gemini-3.1-flash-lite,5,13,0.38461538461538464
borderline,14,anthropic,anthropic/claude-haiku-4.5,8,13,0.6153846153846154
borderline,14,openai,openai/gpt-5.5,9,13,0.6923076923076923
borderline,14,google,google/gemini-3.5-flash,7,13,0.5384615384615384
borderline,14,qwen,qwen/qwen3.6-35b-a3b,7,13,0.5384615384615384
borderline,14,openai,openai/gpt-5.4,8,13,0.6153846153846154
borderline,14,anthropic,anthropic/claude-sonnet-4.6,10,13,0.7692307692307693
borderline,14,qwen,qwen/qwen3.5-9b,7,13,0.5384615384615384
borderline,14,qwen,qwen/qwen3.5-397b-a17b,6,13,0.46153846153846156
borderline,14,gold,gold,8,13,0.6153846153846154
borderline,15,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
borderline,15,openai,openai/gpt-5.4,6,17,0.35294117647058826
borderline,15,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,15,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,15,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,15,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
borderline,15,google,google/gemini-3.5-flash,6,17,0.35294117647058826
borderline,15,openai,openai/gpt-5.5,9,17,0.5294117647058824
borderline,15,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,15,qwen,qwen/qwen3.5-397b-a17b,7,17,0.4117647058823529
borderline,15,qwen,qwen/qwen3.5-9b,7,17,0.4117647058823529
borderline,15,anthropic,anthropic/claude-haiku-4.5,8,17,0.47058823529411764
borderline,15,gold,gold,11,17,0.6470588235294118
borderline,23,anthropic,anthropic/claude-opus-4.8,10,16,0.625
borderline,23,openai,openai/gpt-5.4-mini,8,16,0.5
borderline,23,openai,openai/gpt-5.4,9,16,0.5625
borderline,23,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,23,google,google/gemini-3.1-pro-preview,5,16,0.3125
borderline,23,openai,openai/gpt-5.5,11,16,0.6875
borderline,23,anthropic,anthropic/claude-sonnet-4.6,13,16,0.8125
borderline,23,google,google/gemini-3.5-flash,7,16,0.4375
borderline,23,qwen,qwen/qwen3.6-35b-a3b,7,16,0.4375
borderline,23,qwen,qwen/qwen3.5-397b-a17b,8,16,0.5
borderline,23,qwen,qwen/qwen3.5-9b,6,16,0.375
borderline,23,gold,gold,11,16,0.6875
borderline,18,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,18,openai,openai/gpt-5.4,8,15,0.5333333333333333
borderline,18,openai,openai/gpt-5.4-mini,8,15,0.5333333333333333
borderline,18,google,google/gemini-3.1-flash-lite,6,15,0.4
borderline,18,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
borderline,18,openai,openai/gpt-5.5,10,15,0.6666666666666666
borderline,18,qwen,qwen/qwen3.6-35b-a3b,7,15,0.4666666666666667
borderline,18,google,google/gemini-3.5-flash,6,15,0.4
borderline,18,qwen,qwen/qwen3.5-397b-a17b,10,15,0.6666666666666666
borderline,18,qwen,qwen/qwen3.5-9b,5,15,0.3333333333333333
borderline,18,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
borderline,18,anthropic,anthropic/claude-haiku-4.5,7,15,0.4666666666666667
borderline,18,gold,gold,10,15,0.6666666666666666
borderline,24,anthropic,anthropic/claude-opus-4.8,9,14,0.6428571428571429
borderline,24,openai,openai/gpt-5.4,9,14,0.6428571428571429
borderline,24,openai,openai/gpt-5.5,10,14,0.7142857142857143
borderline,24,openai,openai/gpt-5.4-mini,7,14,0.5
borderline,24,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
borderline,24,google,google/gemini-3.1-pro-preview,4,14,0.2857142857142857
borderline,24,google,google/gemini-3.5-flash,5,14,0.35714285714285715
borderline,24,qwen,qwen/qwen3.6-35b-a3b,7,14,0.5
borderline,24,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
borderline,24,qwen,qwen/qwen3.5-397b-a17b,8,14,0.5714285714285714
borderline,24,qwen,qwen/qwen3.5-9b,7,14,0.5
borderline,24,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
borderline,24,gold,gold,6,14,0.42857142857142855
borderline,22,anthropic,anthropic/claude-opus-4.8,10,22,0.45454545454545453
borderline,22,openai,openai/gpt-5.4-mini,7,22,0.3181818181818182
borderline,22,google,google/gemini-3.1-pro-preview,5,22,0.22727272727272727
borderline,22,openai,openai/gpt-5.5,8,22,0.36363636363636365
borderline,22,google,google/gemini-3.1-flash-lite,5,22,0.22727272727272727
borderline,22,anthropic,anthropic/claude-haiku-4.5,8,22,0.36363636363636365
borderline,22,openai,openai/gpt-5.4,7,22,0.3181818181818182
borderline,22,google,google/gemini-3.5-flash,5,22,0.22727272727272727
borderline,22,anthropic,anthropic/claude-sonnet-4.6,9,22,0.4090909090909091
borderline,22,qwen,qwen/qwen3.5-9b,5,22,0.22727272727272727
borderline,22,qwen,qwen/qwen3.5-397b-a17b,6,22,0.2727272727272727
borderline,22,qwen,qwen/qwen3.6-35b-a3b,6,22,0.2727272727272727
borderline,22,gold,gold,9,22,0.4090909090909091
borderline,27,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
borderline,27,openai,openai/gpt-5.4,7,19,0.3684210526315789
borderline,27,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
borderline,27,openai,openai/gpt-5.5,12,19,0.631578947368421
borderline,27,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,27,google,google/gemini-3.1-pro-preview,6,19,0.3157894736842105
borderline,27,anthropic,anthropic/claude-sonnet-4.6,9,19,0.47368421052631576
borderline,27,google,google/gemini-3.5-flash,6,19,0.3157894736842105
borderline,27,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,27,qwen,qwen/qwen3.5-397b-a17b,5,19,0.2631578947368421
borderline,27,qwen,qwen/qwen3.5-9b,4,19,0.21052631578947367
borderline,27,anthropic,anthropic/claude-haiku-4.5,9,19,0.47368421052631576
borderline,27,gold,gold,10,19,0.5263157894736842
borderline,20,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
borderline,20,openai,openai/gpt-5.4-mini,8,17,0.47058823529411764
borderline,20,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,20,openai,openai/gpt-5.4,9,17,0.5294117647058824
borderline,20,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,20,google,google/gemini-3.5-flash,8,17,0.47058823529411764
borderline,20,openai,openai/gpt-5.5,10,17,0.5882352941176471
borderline,20,qwen,qwen/qwen3.5-9b,4,17,0.23529411764705882
borderline,20,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,20,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
borderline,20,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
borderline,20,gold,gold,8,17,0.47058823529411764
borderline,28,anthropic,anthropic/claude-opus-4.8,9,16,0.5625
borderline,28,openai,openai/gpt-5.4-mini,7,16,0.4375
borderline,28,google,google/gemini-3.1-pro-preview,6,16,0.375
borderline,28,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,28,openai,openai/gpt-5.5,11,16,0.6875
borderline,28,anthropic,anthropic/claude-haiku-4.5,9,16,0.5625
borderline,28,google,google/gemini-3.5-flash,7,16,0.4375
borderline,28,qwen,qwen/qwen3.5-9b,5,16,0.3125
borderline,28,openai,openai/gpt-5.4,10,16,0.625
borderline,28,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
borderline,28,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
borderline,28,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
borderline,28,gold,gold,12,16,0.75
borderline,26,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
borderline,26,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
borderline,26,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
borderline,26,openai,openai/gpt-5.5,8,14,0.5714285714285714
borderline,26,google,google/gemini-3.1-flash-lite,4,14,0.2857142857142857
borderline,26,openai,openai/gpt-5.4-mini,7,14,0.5
borderline,26,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
borderline,26,google,google/gemini-3.5-flash,6,14,0.42857142857142855
borderline,26,qwen,qwen/qwen3.6-35b-a3b,6,14,0.42857142857142855
borderline,26,qwen,qwen/qwen3.5-397b-a17b,5,14,0.35714285714285715
borderline,26,openai,openai/gpt-5.4,7,14,0.5
borderline,26,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
borderline,26,gold,gold,9,14,0.6428571428571429
borderline,34,anthropic,anthropic/claude-opus-4.8,9,18,0.5
borderline,34,anthropic,anthropic/claude-haiku-4.5,11,18,0.6111111111111112
borderline,34,openai,openai/gpt-5.4-mini,9,18,0.5
borderline,34,google,google/gemini-3.1-pro-preview,6,18,0.3333333333333333
borderline,34,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,34,openai,openai/gpt-5.5,9,18,0.5
borderline,34,google,google/gemini-3.5-flash,6,18,0.3333333333333333
borderline,34,openai,openai/gpt-5.4,9,18,0.5
borderline,34,qwen,qwen/qwen3.6-35b-a3b,7,18,0.3888888888888889
borderline,34,qwen,qwen/qwen3.5-397b-a17b,8,18,0.4444444444444444
borderline,34,anthropic,anthropic/claude-sonnet-4.6,14,18,0.7777777777777778
borderline,34,qwen,qwen/qwen3.5-9b,6,18,0.3333333333333333
borderline,34,gold,gold,9,18,0.5
borderline,25,anthropic,anthropic/claude-opus-4.8,8,16,0.5
borderline,25,openai,openai/gpt-5.4-mini,6,16,0.375
borderline,25,openai,openai/gpt-5.5,9,16,0.5625
borderline,25,openai,openai/gpt-5.4,10,16,0.625
borderline,25,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,25,google,google/gemini-3.1-pro-preview,6,16,0.375
borderline,25,google,google/gemini-3.5-flash,6,16,0.375
borderline,25,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
borderline,25,anthropic,anthropic/claude-sonnet-4.6,8,16,0.5
borderline,25,qwen,qwen/qwen3.5-9b,6,16,0.375
borderline,25,qwen,qwen/qwen3.6-35b-a3b,7,16,0.4375
borderline,25,gold,gold,8,16,0.5
borderline,31,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
borderline,31,openai,openai/gpt-5.5,8,17,0.47058823529411764
borderline,31,anthropic,anthropic/claude-haiku-4.5,11,17,0.6470588235294118
borderline,31,openai,openai/gpt-5.4,9,17,0.5294117647058824
borderline,31,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,31,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,31,google,google/gemini-3.5-flash,5,17,0.29411764705882354
borderline,31,openai,openai/gpt-5.4-mini,9,17,0.5294117647058824
borderline,31,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
borderline,31,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,31,anthropic,anthropic/claude-sonnet-4.6,12,17,0.7058823529411765
borderline,31,qwen,qwen/qwen3.5-397b-a17b,7,17,0.4117647058823529
borderline,31,gold,gold,8,17,0.47058823529411764
borderline,36,anthropic,anthropic/claude-opus-4.8,9,20,0.45
borderline,36,openai,openai/gpt-5.4-mini,7,20,0.35
borderline,36,google,google/gemini-3.1-flash-lite,6,20,0.3
borderline,36,openai,openai/gpt-5.4,8,20,0.4
borderline,36,google,google/gemini-3.5-flash,6,20,0.3
borderline,36,openai,openai/gpt-5.5,8,20,0.4
borderline,36,google,google/gemini-3.1-pro-preview,6,20,0.3
borderline,36,qwen,qwen/qwen3.6-35b-a3b,8,20,0.4
borderline,36,anthropic,anthropic/claude-sonnet-4.6,10,20,0.5
borderline,36,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,36,qwen,qwen/qwen3.5-9b,6,20,0.3
borderline,36,gold,gold,10,20,0.5
borderline,29,anthropic,anthropic/claude-opus-4.8,7,16,0.4375
borderline,29,openai,openai/gpt-5.4-mini,8,16,0.5
borderline,29,openai,openai/gpt-5.5,10,16,0.625
borderline,29,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,29,google,google/gemini-3.1-pro-preview,7,16,0.4375
borderline,29,google,google/gemini-3.5-flash,6,16,0.375
borderline,29,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
borderline,29,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
borderline,29,openai,openai/gpt-5.4,9,16,0.5625
borderline,29,qwen,qwen/qwen3.5-397b-a17b,8,16,0.5
borderline,29,qwen,qwen/qwen3.5-9b,6,16,0.375
borderline,29,anthropic,anthropic/claude-haiku-4.5,8,16,0.5
borderline,29,gold,gold,12,16,0.75
borderline,39,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,39,openai,openai/gpt-5.4-mini,5,15,0.3333333333333333
borderline,39,openai,openai/gpt-5.4,9,15,0.6
borderline,39,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
borderline,39,google,google/gemini-3.1-flash-lite,4,15,0.26666666666666666
borderline,39,openai,openai/gpt-5.5,9,15,0.6
borderline,39,google,google/gemini-3.5-flash,5,15,0.3333333333333333
borderline,39,qwen,qwen/qwen3.6-35b-a3b,5,15,0.3333333333333333
borderline,39,qwen,qwen/qwen3.5-9b,6,15,0.4
borderline,39,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
borderline,39,anthropic,anthropic/claude-sonnet-4.6,11,15,0.7333333333333333
borderline,39,anthropic,anthropic/claude-haiku-4.5,9,15,0.6
borderline,39,gold,gold,9,15,0.6
borderline,40,anthropic,anthropic/claude-opus-4.8,9,22,0.4090909090909091
borderline,40,openai,openai/gpt-5.4-mini,7,22,0.3181818181818182
borderline,40,google,google/gemini-3.1-pro-preview,6,22,0.2727272727272727
borderline,40,anthropic,anthropic/claude-haiku-4.5,9,22,0.4090909090909091
borderline,40,google,google/gemini-3.1-flash-lite,5,22,0.22727272727272727
borderline,40,openai,openai/gpt-5.4,7,22,0.3181818181818182
borderline,40,openai,openai/gpt-5.5,10,22,0.45454545454545453
borderline,40,google,google/gemini-3.5-flash,6,22,0.2727272727272727
borderline,40,anthropic,anthropic/claude-sonnet-4.6,11,22,0.5
borderline,40,qwen,qwen/qwen3.5-397b-a17b,7,22,0.3181818181818182
borderline,40,qwen,qwen/qwen3.6-35b-a3b,6,22,0.2727272727272727
borderline,40,qwen,qwen/qwen3.5-9b,5,22,0.22727272727272727
borderline,40,gold,gold,10,22,0.45454545454545453
borderline,33,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,33,openai,openai/gpt-5.4,8,15,0.5333333333333333
borderline,33,openai,openai/gpt-5.5,10,15,0.6666666666666666
borderline,33,google,google/gemini-3.1-flash-lite,5,15,0.3333333333333333
borderline,33,google,google/gemini-3.1-pro-preview,6,15,0.4
borderline,33,openai,openai/gpt-5.4-mini,7,15,0.4666666666666667
borderline,33,google,google/gemini-3.5-flash,6,15,0.4
borderline,33,qwen,qwen/qwen3.6-35b-a3b,6,15,0.4
borderline,33,anthropic,anthropic/claude-sonnet-4.6,11,15,0.7333333333333333
borderline,33,qwen,qwen/qwen3.5-397b-a17b,8,15,0.5333333333333333
borderline,33,qwen,qwen/qwen3.5-9b,5,15,0.3333333333333333
borderline,33,gold,gold,12,15,0.8
borderline,35,anthropic,anthropic/claude-opus-4.8,10,20,0.5
borderline,35,openai,openai/gpt-5.4-mini,8,20,0.4
borderline,35,google,google/gemini-3.1-pro-preview,6,20,0.3
borderline,35,google,google/gemini-3.1-flash-lite,5,20,0.25
borderline,35,openai,openai/gpt-5.4,8,20,0.4
borderline,35,openai,openai/gpt-5.5,10,20,0.5
borderline,35,google,google/gemini-3.5-flash,7,20,0.35
borderline,35,qwen,qwen/qwen3.6-35b-a3b,7,20,0.35
borderline,35,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,35,anthropic,anthropic/claude-sonnet-4.6,14,20,0.7
borderline,35,qwen,qwen/qwen3.5-9b,5,20,0.25
borderline,35,anthropic,anthropic/claude-haiku-4.5,10,20,0.5
borderline,35,gold,gold,12,20,0.6
borderline,37,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
borderline,37,openai,openai/gpt-5.5,10,17,0.5882352941176471
borderline,37,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,37,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
borderline,37,openai,openai/gpt-5.4,9,17,0.5294117647058824
borderline,37,openai,openai/gpt-5.4-mini,8,17,0.47058823529411764
borderline,37,google,google/gemini-3.5-flash,7,17,0.4117647058823529
borderline,37,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,37,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
borderline,37,anthropic,anthropic/claude-sonnet-4.6,9,17,0.5294117647058824
borderline,37,qwen,qwen/qwen3.5-9b,4,17,0.23529411764705882
borderline,37,gold,gold,13,17,0.7647058823529411
borderline,32,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
borderline,32,openai,openai/gpt-5.4,9,19,0.47368421052631576
borderline,32,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
borderline,32,openai,openai/gpt-5.5,9,19,0.47368421052631576
borderline,32,google,google/gemini-3.1-pro-preview,6,19,0.3157894736842105
borderline,32,google,google/gemini-3.1-flash-lite,6,19,0.3157894736842105
borderline,32,anthropic,anthropic/claude-haiku-4.5,10,19,0.5263157894736842
borderline,32,google,google/gemini-3.5-flash,5,19,0.2631578947368421
borderline,32,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,32,anthropic,anthropic/claude-sonnet-4.6,9,19,0.47368421052631576
borderline,32,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
borderline,32,qwen,qwen/qwen3.5-9b,6,19,0.3157894736842105
borderline,32,gold,gold,12,19,0.631578947368421
borderline,38,anthropic,anthropic/claude-opus-4.8,8,20,0.4
borderline,38,openai,openai/gpt-5.4-mini,7,20,0.35
borderline,38,google,google/gemini-3.1-pro-preview,5,20,0.25
borderline,38,google,google/gemini-3.1-flash-lite,4,20,0.2
borderline,38,openai,openai/gpt-5.5,10,20,0.5
borderline,38,google,google/gemini-3.5-flash,5,20,0.25
borderline,38,openai,openai/gpt-5.4,9,20,0.45
borderline,38,anthropic,anthropic/claude-sonnet-4.6,9,20,0.45
borderline,38,qwen,qwen/qwen3.5-397b-a17b,5,20,0.25
borderline,38,qwen,qwen/qwen3.6-35b-a3b,5,20,0.25
borderline,38,gold,gold,12,20,0.6
borderline,42,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,42,openai,openai/gpt-5.4-mini,7,15,0.4666666666666667
borderline,42,openai,openai/gpt-5.5,10,15,0.6666666666666666
borderline,42,google,google/gemini-3.1-pro-preview,6,15,0.4
borderline,42,google,google/gemini-3.5-flash,7,15,0.4666666666666667
borderline,42,openai,openai/gpt-5.4,8,15,0.5333333333333333
borderline,42,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
borderline,42,anthropic,anthropic/claude-sonnet-4.6,11,15,0.7333333333333333
borderline,42,qwen,qwen/qwen3.5-9b,6,15,0.4
borderline,42,qwen,qwen/qwen3.6-35b-a3b,6,15,0.4
borderline,42,gold,gold,12,15,0.8
