dataset,case_id,model_family,model,features_found,total_features,coverage
borderline,38,google,google/gemini-3.1-pro-preview,5,20,0.25
borderline,38,google,google/gemini-3.1-flash-lite,4,20,0.2
borderline,38,openai,openai/gpt-5.5,10,20,0.5
borderline,38,google,google/gemini-3.5-flash,5,20,0.25
borderline,38,openai,openai/gpt-5.4,9,20,0.45
borderline,38,anthropic,anthropic/claude-sonnet-4.6,9,20,0.45
borderline,38,qwen,qwen/qwen3.5-397b-a17b,5,20,0.25
borderline,38,qwen,qwen/qwen3.6-35b-a3b,5,20,0.25
borderline,38,gold,gold,12,20,0.6
borderline,42,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,42,openai,openai/gpt-5.4-mini,7,15,0.4666666666666667
borderline,42,openai,openai/gpt-5.5,10,15,0.6666666666666666
borderline,42,google,google/gemini-3.1-pro-preview,6,15,0.4
borderline,42,google,google/gemini-3.5-flash,7,15,0.4666666666666667
borderline,42,openai,openai/gpt-5.4,8,15,0.5333333333333333
borderline,42,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
borderline,42,anthropic,anthropic/claude-sonnet-4.6,11,15,0.7333333333333333
borderline,42,qwen,qwen/qwen3.5-9b,6,15,0.4
borderline,42,qwen,qwen/qwen3.6-35b-a3b,6,15,0.4
borderline,42,gold,gold,12,15,0.8
borderline,47,anthropic,anthropic/claude-opus-4.8,9,18,0.5
borderline,47,openai,openai/gpt-5.4-mini,6,18,0.3333333333333333
borderline,47,google,google/gemini-3.1-pro-preview,5,18,0.2777777777777778
borderline,47,openai,openai/gpt-5.5,10,18,0.5555555555555556
borderline,47,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,47,google,google/gemini-3.5-flash,5,18,0.2777777777777778
borderline,47,qwen,qwen/qwen3.6-35b-a3b,5,18,0.2777777777777778
borderline,47,openai,openai/gpt-5.4,8,18,0.4444444444444444
borderline,47,qwen,qwen/qwen3.5-397b-a17b,7,18,0.3888888888888889
borderline,47,anthropic,anthropic/claude-sonnet-4.6,10,18,0.5555555555555556
borderline,47,qwen,qwen/qwen3.5-9b,6,18,0.3333333333333333
borderline,47,gold,gold,13,18,0.7222222222222222
borderline,30,anthropic,anthropic/claude-opus-4.8,9,20,0.45
borderline,30,openai,openai/gpt-5.4-mini,7,20,0.35
borderline,30,google,google/gemini-3.1-pro-preview,6,20,0.3
borderline,30,openai,openai/gpt-5.4,7,20,0.35
borderline,30,openai,openai/gpt-5.5,10,20,0.5
borderline,30,google,google/gemini-3.1-flash-lite,4,20,0.2
borderline,30,google,google/gemini-3.5-flash,5,20,0.25
borderline,30,qwen,qwen/qwen3.6-35b-a3b,7,20,0.35
borderline,30,anthropic,anthropic/claude-sonnet-4.6,11,20,0.55
borderline,30,qwen,qwen/qwen3.5-397b-a17b,6,20,0.3
borderline,30,qwen,qwen/qwen3.5-9b,10,20,0.5
borderline,30,anthropic,anthropic/claude-haiku-4.5,12,20,0.6
borderline,30,gold,gold,11,20,0.55
borderline,41,anthropic,anthropic/claude-opus-4.8,10,14,0.7142857142857143
borderline,41,openai,openai/gpt-5.4-mini,7,14,0.5
borderline,41,openai,openai/gpt-5.4,8,14,0.5714285714285714
borderline,41,openai,openai/gpt-5.5,9,14,0.6428571428571429
borderline,41,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
borderline,41,google,google/gemini-3.1-pro-preview,6,14,0.42857142857142855
borderline,41,google,google/gemini-3.5-flash,8,14,0.5714285714285714
borderline,41,qwen,qwen/qwen3.6-35b-a3b,7,14,0.5
borderline,41,qwen,qwen/qwen3.5-397b-a17b,7,14,0.5
borderline,41,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
borderline,41,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
borderline,41,gold,gold,11,14,0.7857142857142857
borderline,44,anthropic,anthropic/claude-opus-4.8,10,17,0.5882352941176471
borderline,44,openai,openai/gpt-5.4-mini,8,17,0.47058823529411764
borderline,44,openai,openai/gpt-5.4,10,17,0.5882352941176471
borderline,44,google,google/gemini-3.1-pro-preview,6,17,0.35294117647058826
borderline,44,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
borderline,44,openai,openai/gpt-5.5,11,17,0.6470588235294118
borderline,44,google,google/gemini-3.5-flash,6,17,0.35294117647058826
borderline,44,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
borderline,44,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
borderline,44,qwen,qwen/qwen3.5-397b-a17b,9,17,0.5294117647058824
borderline,44,qwen,qwen/qwen3.5-9b,7,17,0.4117647058823529
borderline,44,gold,gold,10,17,0.5882352941176471
borderline,46,anthropic,anthropic/claude-opus-4.8,10,19,0.5263157894736842
borderline,46,google,google/gemini-3.1-pro-preview,5,19,0.2631578947368421
borderline,46,anthropic,anthropic/claude-haiku-4.5,11,19,0.5789473684210527
borderline,46,openai,openai/gpt-5.4-mini,7,19,0.3684210526315789
borderline,46,openai,openai/gpt-5.4,8,19,0.42105263157894735
borderline,46,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
borderline,46,openai,openai/gpt-5.5,9,19,0.47368421052631576
borderline,46,google,google/gemini-3.5-flash,6,19,0.3157894736842105
borderline,46,qwen,qwen/qwen3.5-397b-a17b,5,19,0.2631578947368421
borderline,46,qwen,qwen/qwen3.6-35b-a3b,6,19,0.3157894736842105
borderline,46,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
borderline,46,qwen,qwen/qwen3.5-9b,5,19,0.2631578947368421
borderline,46,gold,gold,10,19,0.5263157894736842
borderline,43,anthropic,anthropic/claude-opus-4.8,9,21,0.42857142857142855
borderline,43,openai,openai/gpt-5.4-mini,8,21,0.38095238095238093
borderline,43,google,google/gemini-3.1-pro-preview,6,21,0.2857142857142857
borderline,43,google,google/gemini-3.5-flash,6,21,0.2857142857142857
borderline,43,openai,openai/gpt-5.5,11,21,0.5238095238095238
borderline,43,qwen,qwen/qwen3.6-35b-a3b,6,21,0.2857142857142857
borderline,43,qwen,qwen/qwen3.5-397b-a17b,6,21,0.2857142857142857
borderline,43,openai,openai/gpt-5.4,9,21,0.42857142857142855
borderline,43,anthropic,anthropic/claude-sonnet-4.6,15,21,0.7142857142857143
borderline,43,qwen,qwen/qwen3.5-9b,6,21,0.2857142857142857
borderline,43,google,google/gemini-3.1-flash-lite,5,21,0.23809523809523808
borderline,43,anthropic,anthropic/claude-haiku-4.5,11,21,0.5238095238095238
borderline,43,gold,gold,11,21,0.5238095238095238
borderline,48,anthropic,anthropic/claude-opus-4.8,9,15,0.6
borderline,48,openai,openai/gpt-5.4,9,15,0.6
borderline,48,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
borderline,48,google,google/gemini-3.1-flash-lite,5,15,0.3333333333333333
borderline,48,openai,openai/gpt-5.5,10,15,0.6666666666666666
borderline,48,openai,openai/gpt-5.4-mini,8,15,0.5333333333333333
borderline,48,google,google/gemini-3.5-flash,6,15,0.4
borderline,48,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
borderline,48,qwen,qwen/qwen3.6-35b-a3b,6,15,0.4
borderline,48,qwen,qwen/qwen3.5-397b-a17b,6,15,0.4
borderline,48,anthropic,anthropic/claude-haiku-4.5,9,15,0.6
borderline,48,qwen,qwen/qwen3.5-9b,6,15,0.4
borderline,48,gold,gold,13,15,0.8666666666666667
borderline,45,anthropic,anthropic/claude-opus-4.8,8,18,0.4444444444444444
borderline,45,openai,openai/gpt-5.4-mini,7,18,0.3888888888888889
borderline,45,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
borderline,45,google,google/gemini-3.1-pro-preview,5,18,0.2777777777777778
borderline,45,openai,openai/gpt-5.5,10,18,0.5555555555555556
borderline,45,google,google/gemini-3.5-flash,7,18,0.3888888888888889
borderline,45,openai,openai/gpt-5.4,8,18,0.4444444444444444
borderline,45,anthropic,anthropic/claude-sonnet-4.6,14,18,0.7777777777777778
borderline,45,qwen,qwen/qwen3.6-35b-a3b,5,18,0.2777777777777778
borderline,45,qwen,qwen/qwen3.5-397b-a17b,8,18,0.4444444444444444
borderline,45,qwen,qwen/qwen3.5-9b,5,18,0.2777777777777778
borderline,45,anthropic,anthropic/claude-haiku-4.5,10,18,0.5555555555555556
borderline,45,gold,gold,10,18,0.5555555555555556
conversations,4,anthropic,anthropic/claude-opus-4.8,9,15,0.6
conversations,4,anthropic,anthropic/claude-haiku-4.5,10,15,0.6666666666666666
conversations,4,openai,openai/gpt-5.5,10,15,0.6666666666666666
conversations,4,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
conversations,4,google,google/gemini-3.1-flash-lite,5,15,0.3333333333333333
conversations,4,openai,openai/gpt-5.4-mini,6,15,0.4
conversations,4,openai,openai/gpt-5.4,8,15,0.5333333333333333
conversations,4,google,google/gemini-3.5-flash,5,15,0.3333333333333333
conversations,4,qwen,qwen/qwen3.5-9b,7,15,0.4666666666666667
conversations,4,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
conversations,4,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
conversations,4,qwen,qwen/qwen3.6-35b-a3b,5,15,0.3333333333333333
conversations,4,gold,gold,8,15,0.5333333333333333
conversations,5,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
conversations,5,openai,openai/gpt-5.5,10,14,0.7142857142857143
conversations,5,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
conversations,5,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,5,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
conversations,5,google,google/gemini-3.5-flash,7,14,0.5
conversations,5,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
conversations,5,openai,openai/gpt-5.4,8,14,0.5714285714285714
conversations,5,qwen,qwen/qwen3.6-35b-a3b,7,14,0.5
conversations,5,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
conversations,5,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
conversations,5,gold,gold,8,14,0.5714285714285714
conversations,6,anthropic,anthropic/claude-opus-4.8,10,17,0.5882352941176471
conversations,6,anthropic,anthropic/claude-haiku-4.5,8,17,0.47058823529411764
conversations,6,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
conversations,6,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
conversations,6,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
conversations,6,openai,openai/gpt-5.4,7,17,0.4117647058823529
conversations,6,openai,openai/gpt-5.5,10,17,0.5882352941176471
conversations,6,google,google/gemini-3.5-flash,5,17,0.29411764705882354
conversations,6,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
conversations,6,qwen,qwen/qwen3.6-35b-a3b,7,17,0.4117647058823529
conversations,6,qwen,qwen/qwen3.5-397b-a17b,8,17,0.47058823529411764
conversations,6,gold,gold,10,17,0.5882352941176471
borderline,50,anthropic,anthropic/claude-opus-4.8,11,13,0.8461538461538461
borderline,50,openai,openai/gpt-5.4,9,13,0.6923076923076923
borderline,50,openai,openai/gpt-5.4-mini,7,13,0.5384615384615384
borderline,50,google,google/gemini-3.1-flash-lite,5,13,0.38461538461538464
borderline,50,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
borderline,50,openai,openai/gpt-5.5,8,13,0.6153846153846154
borderline,50,google,google/gemini-3.5-flash,5,13,0.38461538461538464
borderline,50,qwen,qwen/qwen3.5-397b-a17b,7,13,0.5384615384615384
borderline,50,qwen,qwen/qwen3.5-9b,6,13,0.46153846153846156
borderline,50,anthropic,anthropic/claude-sonnet-4.6,10,13,0.7692307692307693
borderline,50,qwen,qwen/qwen3.6-35b-a3b,6,13,0.46153846153846156
borderline,50,gold,gold,9,13,0.6923076923076923
borderline,49,openai,openai/gpt-5.4-mini,8,16,0.5
borderline,49,anthropic,anthropic/claude-opus-4.8,10,16,0.625
borderline,49,openai,openai/gpt-5.4,8,16,0.5
borderline,49,anthropic,anthropic/claude-haiku-4.5,9,16,0.5625
borderline,49,openai,openai/gpt-5.5,10,16,0.625
borderline,49,google,google/gemini-3.1-pro-preview,7,16,0.4375
borderline,49,google,google/gemini-3.5-flash,7,16,0.4375
borderline,49,qwen,qwen/qwen3.5-397b-a17b,8,16,0.5
borderline,49,qwen,qwen/qwen3.6-35b-a3b,8,16,0.5
borderline,49,anthropic,anthropic/claude-sonnet-4.6,13,16,0.8125
borderline,49,qwen,qwen/qwen3.5-9b,5,16,0.3125
borderline,49,google,google/gemini-3.1-flash-lite,5,16,0.3125
borderline,49,gold,gold,9,16,0.5625
conversations,2,anthropic,anthropic/claude-opus-4.8,8,15,0.5333333333333333
conversations,2,openai,openai/gpt-5.4-mini,6,15,0.4
conversations,2,google,google/gemini-3.1-flash-lite,4,15,0.26666666666666666
conversations,2,anthropic,anthropic/claude-haiku-4.5,8,15,0.5333333333333333
conversations,2,openai,openai/gpt-5.4,7,15,0.4666666666666667
conversations,2,openai,openai/gpt-5.5,10,15,0.6666666666666666
conversations,2,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
conversations,2,google,google/gemini-3.5-flash,3,15,0.2
conversations,2,qwen,qwen/qwen3.6-35b-a3b,4,15,0.26666666666666666
conversations,2,anthropic,anthropic/claude-sonnet-4.6,10,15,0.6666666666666666
conversations,2,qwen,qwen/qwen3.5-397b-a17b,5,15,0.3333333333333333
conversations,2,gold,gold,9,15,0.6
conversations,8,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
conversations,8,anthropic,anthropic/claude-haiku-4.5,7,17,0.4117647058823529
conversations,8,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
conversations,8,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
conversations,8,openai,openai/gpt-5.5,12,17,0.7058823529411765
conversations,8,google,google/gemini-3.1-pro-preview,4,17,0.23529411764705882
conversations,8,google,google/gemini-3.5-flash,5,17,0.29411764705882354
conversations,8,openai,openai/gpt-5.4,7,17,0.4117647058823529
conversations,8,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
conversations,8,qwen,qwen/qwen3.5-9b,6,17,0.35294117647058826
conversations,8,anthropic,anthropic/claude-sonnet-4.6,10,17,0.5882352941176471
conversations,8,qwen,qwen/qwen3.5-397b-a17b,5,17,0.29411764705882354
conversations,8,gold,gold,9,17,0.5294117647058824
conversations,9,anthropic,anthropic/claude-opus-4.8,8,12,0.6666666666666666
conversations,9,anthropic,anthropic/claude-haiku-4.5,7,12,0.5833333333333334
conversations,9,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
conversations,9,google,google/gemini-3.1-flash-lite,5,12,0.4166666666666667
conversations,9,google,google/gemini-3.1-pro-preview,3,12,0.25
conversations,9,openai,openai/gpt-5.4,9,12,0.75
conversations,9,openai,openai/gpt-5.5,9,12,0.75
conversations,9,google,google/gemini-3.5-flash,4,12,0.3333333333333333
conversations,9,qwen,qwen/qwen3.6-35b-a3b,5,12,0.4166666666666667
conversations,9,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
conversations,9,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
conversations,9,qwen,qwen/qwen3.5-9b,6,12,0.5
conversations,9,gold,gold,3,12,0.25
conversations,1,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,1,openai,openai/gpt-5.4-mini,5,16,0.3125
conversations,1,google,google/gemini-3.1-flash-lite,4,16,0.25
conversations,1,google,google/gemini-3.1-pro-preview,5,16,0.3125
conversations,1,openai,openai/gpt-5.4,7,16,0.4375
conversations,1,openai,openai/gpt-5.5,9,16,0.5625
conversations,1,google,google/gemini-3.5-flash,5,16,0.3125
conversations,1,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
conversations,1,qwen,qwen/qwen3.6-35b-a3b,5,16,0.3125
conversations,1,anthropic,anthropic/claude-sonnet-4.6,11,16,0.6875
conversations,1,anthropic,anthropic/claude-haiku-4.5,9,16,0.5625
conversations,1,qwen,qwen/qwen3.5-9b,7,16,0.4375
conversations,1,gold,gold,8,16,0.5
conversations,7,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
conversations,7,openai,openai/gpt-5.4-mini,4,19,0.21052631578947367
conversations,7,google,google/gemini-3.1-flash-lite,4,19,0.21052631578947367
conversations,7,openai,openai/gpt-5.4,7,19,0.3684210526315789
conversations,7,google,google/gemini-3.1-pro-preview,3,19,0.15789473684210525
conversations,7,openai,openai/gpt-5.5,11,19,0.5789473684210527
conversations,7,google,google/gemini-3.5-flash,4,19,0.21052631578947367
conversations,7,qwen,qwen/qwen3.6-35b-a3b,5,19,0.2631578947368421
conversations,7,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
conversations,7,qwen,qwen/qwen3.5-397b-a17b,5,19,0.2631578947368421
conversations,7,anthropic,anthropic/claude-haiku-4.5,8,19,0.42105263157894735
conversations,7,gold,gold,9,19,0.47368421052631576
conversations,14,anthropic,anthropic/claude-opus-4.8,8,20,0.4
conversations,14,anthropic,anthropic/claude-haiku-4.5,9,20,0.45
conversations,14,google,google/gemini-3.1-flash-lite,5,20,0.25
conversations,14,openai,openai/gpt-5.4,6,20,0.3
conversations,14,openai,openai/gpt-5.4-mini,6,20,0.3
conversations,14,anthropic,anthropic/claude-sonnet-4.6,9,20,0.45
conversations,14,openai,openai/gpt-5.5,8,20,0.4
conversations,14,google,google/gemini-3.5-flash,5,20,0.25
conversations,14,google,google/gemini-3.1-pro-preview,4,20,0.2
conversations,14,qwen,qwen/qwen3.5-397b-a17b,5,20,0.25
conversations,14,qwen,qwen/qwen3.6-35b-a3b,6,20,0.3
conversations,14,gold,gold,8,20,0.4
conversations,3,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,3,anthropic,anthropic/claude-haiku-4.5,9,16,0.5625
conversations,3,openai,openai/gpt-5.4-mini,6,16,0.375
conversations,3,openai,openai/gpt-5.5,8,16,0.5
conversations,3,google,google/gemini-3.1-flash-lite,5,16,0.3125
conversations,3,google,google/gemini-3.1-pro-preview,5,16,0.3125
conversations,3,google,google/gemini-3.5-flash,5,16,0.3125
conversations,3,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
conversations,3,openai,openai/gpt-5.4,8,16,0.5
conversations,3,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
conversations,3,qwen,qwen/qwen3.5-397b-a17b,6,16,0.375
conversations,3,qwen,qwen/qwen3.5-9b,6,16,0.375
conversations,3,gold,gold,10,16,0.625
conversations,17,anthropic,anthropic/claude-opus-4.8,7,15,0.4666666666666667
conversations,17,openai,openai/gpt-5.4-mini,6,15,0.4
conversations,17,openai,openai/gpt-5.5,9,15,0.6
conversations,17,google,google/gemini-3.1-flash-lite,6,15,0.4
conversations,17,openai,openai/gpt-5.4,8,15,0.5333333333333333
conversations,17,google,google/gemini-3.5-flash,6,15,0.4
conversations,17,google,google/gemini-3.1-pro-preview,6,15,0.4
conversations,17,qwen,qwen/qwen3.6-35b-a3b,5,15,0.3333333333333333
conversations,17,qwen,qwen/qwen3.5-397b-a17b,7,15,0.4666666666666667
conversations,17,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
conversations,17,qwen,qwen/qwen3.5-9b,5,15,0.3333333333333333
conversations,17,anthropic,anthropic/claude-haiku-4.5,9,15,0.6
conversations,17,gold,gold,8,15,0.5333333333333333
conversations,10,anthropic,anthropic/claude-opus-4.8,7,14,0.5
conversations,10,openai,openai/gpt-5.4-mini,5,14,0.35714285714285715
conversations,10,google,google/gemini-3.1-flash-lite,4,14,0.2857142857142857
conversations,10,google,google/gemini-3.1-pro-preview,6,14,0.42857142857142855
conversations,10,openai,openai/gpt-5.5,9,14,0.6428571428571429
conversations,10,google,google/gemini-3.5-flash,6,14,0.42857142857142855
conversations,10,openai,openai/gpt-5.4,8,14,0.5714285714285714
conversations,10,qwen,qwen/qwen3.6-35b-a3b,6,14,0.42857142857142855
conversations,10,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
conversations,10,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
conversations,10,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
conversations,10,gold,gold,11,14,0.7857142857142857
conversations,19,anthropic,anthropic/claude-opus-4.8,8,19,0.42105263157894735
conversations,19,openai,openai/gpt-5.4-mini,5,19,0.2631578947368421
conversations,19,openai,openai/gpt-5.5,10,19,0.5263157894736842
conversations,19,google,google/gemini-3.1-flash-lite,4,19,0.21052631578947367
conversations,19,google,google/gemini-3.1-pro-preview,4,19,0.21052631578947367
conversations,19,openai,openai/gpt-5.4,8,19,0.42105263157894735
conversations,19,google,google/gemini-3.5-flash,4,19,0.21052631578947367
conversations,19,qwen,qwen/qwen3.6-35b-a3b,5,19,0.2631578947368421
conversations,19,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
conversations,19,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
conversations,19,anthropic,anthropic/claude-haiku-4.5,8,19,0.42105263157894735
conversations,19,gold,gold,7,19,0.3684210526315789
conversations,21,anthropic,anthropic/claude-opus-4.8,9,14,0.6428571428571429
conversations,21,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
conversations,21,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
conversations,21,openai,openai/gpt-5.4,6,14,0.42857142857142855
conversations,21,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,21,openai,openai/gpt-5.5,10,14,0.7142857142857143
conversations,21,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
conversations,21,google,google/gemini-3.5-flash,5,14,0.35714285714285715
conversations,21,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
conversations,21,anthropic,anthropic/claude-sonnet-4.6,13,14,0.9285714285714286
conversations,21,qwen,qwen/qwen3.5-397b-a17b,5,14,0.35714285714285715
conversations,21,gold,gold,5,14,0.35714285714285715
conversations,16,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,16,openai,openai/gpt-5.4-mini,5,16,0.3125
conversations,16,google,google/gemini-3.1-pro-preview,5,16,0.3125
conversations,16,google,google/gemini-3.1-flash-lite,5,16,0.3125
conversations,16,anthropic,anthropic/claude-haiku-4.5,7,16,0.4375
conversations,16,google,google/gemini-3.5-flash,6,16,0.375
conversations,16,openai,openai/gpt-5.5,10,16,0.625
conversations,16,openai,openai/gpt-5.4,7,16,0.4375
conversations,16,anthropic,anthropic/claude-sonnet-4.6,9,16,0.5625
conversations,16,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
conversations,16,qwen,qwen/qwen3.5-397b-a17b,8,16,0.5
conversations,16,qwen,qwen/qwen3.5-9b,4,16,0.25
conversations,16,gold,gold,8,16,0.5
conversations,11,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
conversations,11,anthropic,anthropic/claude-haiku-4.5,10,17,0.5882352941176471
conversations,11,openai,openai/gpt-5.5,9,17,0.5294117647058824
conversations,11,openai,openai/gpt-5.4,5,17,0.29411764705882354
conversations,11,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
conversations,11,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
conversations,11,google,google/gemini-3.1-pro-preview,4,17,0.23529411764705882
conversations,11,google,google/gemini-3.5-flash,6,17,0.35294117647058826
conversations,11,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
conversations,11,qwen,qwen/qwen3.6-35b-a3b,6,17,0.35294117647058826
conversations,11,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
conversations,11,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
conversations,11,gold,gold,6,17,0.35294117647058826
conversations,13,anthropic,anthropic/claude-haiku-4.5,7,13,0.5384615384615384
conversations,13,anthropic,anthropic/claude-opus-4.8,9,13,0.6923076923076923
conversations,13,openai,openai/gpt-5.4-mini,6,13,0.46153846153846156
conversations,13,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
conversations,13,google,google/gemini-3.1-flash-lite,4,13,0.3076923076923077
conversations,13,google,google/gemini-3.5-flash,4,13,0.3076923076923077
conversations,13,openai,openai/gpt-5.4,8,13,0.6153846153846154
conversations,13,openai,openai/gpt-5.5,8,13,0.6153846153846154
conversations,13,anthropic,anthropic/claude-sonnet-4.6,10,13,0.7692307692307693
conversations,13,qwen,qwen/qwen3.6-35b-a3b,5,13,0.38461538461538464
conversations,13,qwen,qwen/qwen3.5-397b-a17b,5,13,0.38461538461538464
conversations,13,qwen,qwen/qwen3.5-9b,4,13,0.3076923076923077
conversations,13,gold,gold,8,13,0.6153846153846154
conversations,12,anthropic,anthropic/claude-opus-4.8,9,15,0.6
conversations,12,openai,openai/gpt-5.4-mini,5,15,0.3333333333333333
conversations,12,google,google/gemini-3.1-flash-lite,4,15,0.26666666666666666
conversations,12,google,google/gemini-3.1-pro-preview,4,15,0.26666666666666666
conversations,12,openai,openai/gpt-5.5,9,15,0.6
conversations,12,openai,openai/gpt-5.4,7,15,0.4666666666666667
conversations,12,google,google/gemini-3.5-flash,6,15,0.4
conversations,12,qwen,qwen/qwen3.5-9b,6,15,0.4
conversations,12,qwen,qwen/qwen3.6-35b-a3b,5,15,0.3333333333333333
conversations,12,anthropic,anthropic/claude-sonnet-4.6,10,15,0.6666666666666666
conversations,12,qwen,qwen/qwen3.5-397b-a17b,6,15,0.4
conversations,12,anthropic,anthropic/claude-haiku-4.5,10,15,0.6666666666666666
conversations,12,gold,gold,10,15,0.6666666666666666
conversations,18,anthropic,anthropic/claude-opus-4.8,8,15,0.5333333333333333
conversations,18,anthropic,anthropic/claude-haiku-4.5,8,15,0.5333333333333333
conversations,18,google,google/gemini-3.5-flash,5,15,0.3333333333333333
conversations,18,google,google/gemini-3.1-flash-lite,5,15,0.3333333333333333
conversations,18,openai,openai/gpt-5.4-mini,4,15,0.26666666666666666
conversations,18,google,google/gemini-3.1-pro-preview,5,15,0.3333333333333333
conversations,18,openai,openai/gpt-5.4,8,15,0.5333333333333333
conversations,18,openai,openai/gpt-5.5,8,15,0.5333333333333333
conversations,18,qwen,qwen/qwen3.6-35b-a3b,4,15,0.26666666666666666
conversations,18,anthropic,anthropic/claude-sonnet-4.6,10,15,0.6666666666666666
conversations,18,qwen,qwen/qwen3.5-397b-a17b,4,15,0.26666666666666666
conversations,18,qwen,qwen/qwen3.5-9b,4,15,0.26666666666666666
conversations,18,gold,gold,9,15,0.6
conversations,24,anthropic,anthropic/claude-opus-4.8,9,22,0.4090909090909091
conversations,24,anthropic,anthropic/claude-haiku-4.5,7,22,0.3181818181818182
conversations,24,openai,openai/gpt-5.4,6,22,0.2727272727272727
conversations,24,openai,openai/gpt-5.4-mini,5,22,0.22727272727272727
conversations,24,google,google/gemini-3.1-pro-preview,4,22,0.18181818181818182
conversations,24,google,google/gemini-3.1-flash-lite,5,22,0.22727272727272727
conversations,24,openai,openai/gpt-5.5,9,22,0.4090909090909091
conversations,24,google,google/gemini-3.5-flash,5,22,0.22727272727272727
conversations,24,qwen,qwen/qwen3.6-35b-a3b,7,22,0.3181818181818182
conversations,24,qwen,qwen/qwen3.5-397b-a17b,5,22,0.22727272727272727
conversations,24,anthropic,anthropic/claude-sonnet-4.6,11,22,0.5
conversations,24,gold,gold,8,22,0.36363636363636365
conversations,15,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
conversations,15,openai,openai/gpt-5.4-mini,5,17,0.29411764705882354
conversations,15,google,google/gemini-3.1-pro-preview,4,17,0.23529411764705882
conversations,15,openai,openai/gpt-5.5,9,17,0.5294117647058824
