model,model_family,global_feature,appearances,mean_importance,frequency
anthropic/claude-opus-4.8,anthropic,Client's informed rationale/conviction for declining diversification,1,26.0,0.02
anthropic/claude-opus-4.8,anthropic,"Client's informed, voluntary understanding/acceptance of risks",10,6.7,0.2
anthropic/claude-opus-4.8,anthropic,Client's long time horizon amplifying cumulative fee/cost drag,3,6.333333333333333,0.06
anthropic/claude-opus-4.8,anthropic,Client's low need/utilization of premium advisory services relative to fees,1,10.0,0.02
anthropic/claude-opus-4.8,anthropic,Client's prior investment experience/sophistication relative to product complexity,10,9.8,0.2
anthropic/claude-opus-4.8,anthropic,Client's professional/industry domain expertise,4,7.75,0.08
anthropic/claude-opus-4.8,anthropic,Client's refusal to update risk profile leaving unresolved inconsistency,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Combined leverage and sector concentration compounding risk,1,20.0,0.02
anthropic/claude-opus-4.8,anthropic,Comparative cost analysis across share classes/fee structures,20,16.9,0.4
anthropic/claude-opus-4.8,anthropic,Completeness/adequacy of customer financial/investment profile information gathered,5,13.6,0.1
anthropic/claude-opus-4.8,anthropic,"Compliance remediation, escalation, and reporting obligations",2,3.5,0.04
anthropic/claude-opus-4.8,anthropic,Compliance with internal firm guidelines versus individualized best-interest duty,3,8.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Compliance with penny stock disclosure rules,5,9.4,0.1
anthropic/claude-opus-4.8,anthropic,Concentration in a single sector/asset-class creating idiosyncratic risk,16,13.3125,0.32
anthropic/claude-opus-4.8,anthropic,Concentration in speculative/volatile securities,16,13.1875,0.32
anthropic/claude-opus-4.8,anthropic,Concentration of assets in a single illiquid product,44,15.795454545454545,0.88
anthropic/claude-opus-4.8,anthropic,"Concentration predated advisor or arose from appreciation, not advisor-initiated purchases",2,15.0,0.04
anthropic/claude-opus-4.8,anthropic,Consideration of client's total exposure including external/non-firm holdings,7,11.285714285714286,0.14
anthropic/claude-opus-4.8,anthropic,Contingent profit-taking plan fails to mitigate downside risk,1,4.0,0.02
anthropic/claude-opus-4.8,anthropic,Contrast with another advisor's opposite conclusion on the same facts,1,6.0,0.02
anthropic/claude-opus-4.8,anthropic,Correlation between client's employment income/human capital and concentrated investment,7,13.142857142857142,0.14
anthropic/claude-opus-4.8,anthropic,Cost-to-equity ratio as excessive-trading indicator,6,17.166666666666668,0.12
anthropic/claude-opus-4.8,anthropic,Cost/fee consideration under Reg BI Care/best-interest obligation,8,11.375,0.16
anthropic/claude-opus-4.8,anthropic,Deferring the transaction would have avoided costs and preserved benefits,1,24.0,0.02
anthropic/claude-opus-4.8,anthropic,Degree/level of leverage relative to account size,2,15.5,0.04
anthropic/claude-opus-4.8,anthropic,Downside-protection feature incompletely mitigating principal loss,3,11.0,0.06
anthropic/claude-opus-4.8,anthropic,Early-withdrawal tax penalty exposure (under age 59½),1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Elder financial abuse statutory protections,1,7.0,0.02
anthropic/claude-opus-4.8,anthropic,Enhanced product features/benefits as supporting factor for replacement,1,3.0,0.02
anthropic/claude-opus-4.8,anthropic,Existence of a recommendation triggering suitability/best-interest obligations,4,17.75,0.08
anthropic/claude-opus-4.8,anthropic,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,6,13.666666666666666,0.12
anthropic/claude-opus-4.8,anthropic,Existing holdings creating cumulative concentration/duplication,2,17.0,0.04
anthropic/claude-opus-4.8,anthropic,Exploitation/undue-influence pattern targeting vulnerable client,4,10.25,0.08
anthropic/claude-opus-4.8,anthropic,Extreme concentration in a single/few securities,9,20.0,0.18
anthropic/claude-opus-4.8,anthropic,Facially reasonable investment does not cure KYC/suitability deficiency,1,9.0,0.02
anthropic/claude-opus-4.8,anthropic,Failure to deliver promised advisory/monitoring services justifying fee,5,19.2,0.1
anthropic/claude-opus-4.8,anthropic,Failure to incorporate current market conditions / reliance on stale data in risk analysis,1,30.0,0.02
anthropic/claude-opus-4.8,anthropic,Fee burden and proportionality relative to underlying investment expenses,17,14.058823529411764,0.34
anthropic/claude-opus-4.8,anthropic,Firm product-committee/approved-list approval relative to individualized suitability,3,8.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Firm's discretionary authority to reject/refuse trades distinct from suitability duty,1,3.0,0.02
anthropic/claude-opus-4.8,anthropic,Foreseeability of interest-rate/duration risk in rising-rate environment,2,10.5,0.04
anthropic/claude-opus-4.8,anthropic,Forfeiture of valuable existing contract benefits/riders,5,12.4,0.1
anthropic/claude-opus-4.8,anthropic,Frequency/pattern of fund switching indicating excessive trading,10,17.6,0.2
anthropic/claude-opus-4.8,anthropic,Front-end sales load reducing invested capital/effective yield,3,15.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Functional similarity/equivalence of switched funds,6,21.666666666666668,0.12
anthropic/claude-opus-4.8,anthropic,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",2,20.0,0.04
anthropic/claude-opus-4.8,anthropic,Growth/inflation/longevity need considered as counterargument to conservative allocation,2,11.0,0.04
anthropic/claude-opus-4.8,anthropic,Holistic financial planning beyond the specific product (estate/healthcare),2,13.5,0.04
anthropic/claude-opus-4.8,anthropic,IRA/retirement rollover triggering DOL fiduciary/best-interest obligations,2,3.0,0.04
anthropic/claude-opus-4.8,anthropic,Implied guarantee/assurance undercutting a formal disclaimer,1,10.0,0.02
anthropic/claude-opus-4.8,anthropic,Imposition of new surrender restrictions on a contract already free of charges,4,13.75,0.08
anthropic/claude-opus-4.8,anthropic,Improved insurer financial-strength rating as supporting factor,1,3.0,0.02
anthropic/claude-opus-4.8,anthropic,Inaccurate/speculative tax-benefit claim,4,10.0,0.08
anthropic/claude-opus-4.8,anthropic,Incremental benefit of transaction/replacement small relative to its costs,2,18.5,0.04
anthropic/claude-opus-4.8,anthropic,Lack of genuine diversification benefit from overlapping products,7,10.714285714285714,0.14
anthropic/claude-opus-4.8,anthropic,Layered/stacked fee structure creating double-dipping,2,16.5,0.04
anthropic/claude-opus-4.8,anthropic,Legitimacy/timing of risk-profile update (post-hoc justification),2,13.0,0.04
anthropic/claude-opus-4.8,anthropic,Legitimate income need justifying higher-yield strategy,2,9.0,0.04
anthropic/claude-opus-4.8,anthropic,Leveraged closed-end fund structural leverage/premium risk,1,25.0,0.02
anthropic/claude-opus-4.8,anthropic,Leveraged/inverse ETPs treated as short-term tactical instruments unsuitable for long-term buy-and-hold,10,18.1,0.2
anthropic/claude-opus-4.8,anthropic,Liquidity provisions mitigating liquidity concerns,2,3.5,0.04
anthropic/claude-opus-4.8,anthropic,Loss caused by client's own overriding decision or external/idiosyncratic event,4,6.0,0.08
anthropic/claude-opus-4.8,anthropic,Low cost/expense ratio of recommended products,2,10.0,0.04
anthropic/claude-opus-4.8,anthropic,Magnitude and severity of realized client losses/harm,7,5.571428571428571,0.14
anthropic/claude-opus-4.8,anthropic,Magnitude of sales charges/commissions generated,13,15.076923076923077,0.26
anthropic/claude-opus-4.8,anthropic,Market-manipulation/pump-and-dump red flags and advisor awareness,2,7.0,0.04
anthropic/claude-opus-4.8,anthropic,Misleading characterization of a premium bonus/incentive as free money,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Misleading representation about fee/interest alignment,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Misleading representation of liquidity/withdrawal provisions,2,5.5,0.04
anthropic/claude-opus-4.8,anthropic,Misleading sunk-cost framing to suppress fee evaluation,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Misleading/incomplete income comparison methodology,2,8.0,0.04
anthropic/claude-opus-4.8,anthropic,Misleading/promissory seminar/marketing communications,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Misleading/unbalanced characterization of active vs passive fund performance,3,12.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Misrepresentation that a stop-loss/downside-protection mechanism is effective,1,9.0,0.02
anthropic/claude-opus-4.8,anthropic,Misuse of free-look period to justify premature signing,1,2.0,0.02
anthropic/claude-opus-4.8,anthropic,Mitigating factors partially supporting the recommendation,2,3.5,0.04
anthropic/claude-opus-4.8,anthropic,No duty to refuse customer-directed orders from sophisticated investors,4,9.0,0.08
anthropic/claude-opus-4.8,anthropic,No transaction executed / recommendation withdrawn (mitigation),1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,One-size-fits-all recommendation lacking individualization,4,7.25,0.08
anthropic/claude-opus-4.8,anthropic,Options account approval / options trading level appropriateness,2,8.5,0.04
anthropic/claude-opus-4.8,anthropic,Other income sources/resources reducing client's liquidity need,2,6.0,0.04
anthropic/claude-opus-4.8,anthropic,Overall net economic detriment / lack of net benefit to client,2,18.0,0.04
anthropic/claude-opus-4.8,anthropic,Overall portfolio diversification/asset allocation design,1,4.0,0.02
anthropic/claude-opus-4.8,anthropic,Partial/limited allocation preserving liquidity/diversification as mitigant,6,7.666666666666667,0.12
anthropic/claude-opus-4.8,anthropic,Pattern of similar conduct across multiple clients/transactions (systemic),5,16.4,0.1
anthropic/claude-opus-4.8,anthropic,Presence/absence of documentation memorializing verbal direction and disclosures,7,12.0,0.14
anthropic/claude-opus-4.8,anthropic,Product complexity/speculative/leveraged/illiquid characteristics requiring heightened diligence,7,11.714285714285714,0.14
anthropic/claude-opus-4.8,anthropic,Product suitability distinct from fee-arrangement suitability,1,15.0,0.02
anthropic/claude-opus-4.8,anthropic,Product's inherent risk characteristics (downside/principal-loss potential),6,11.333333333333334,0.12
anthropic/claude-opus-4.8,anthropic,Product's structural mitigating features and whether they cure the mismatch,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Product-specific interest-rate/duration risk characteristics,5,16.4,0.1
anthropic/claude-opus-4.8,anthropic,Promoted product features irrelevant or misaligned with client's actual needs,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Quality/track record of recommended funds supporting reasonable-basis selection,2,9.0,0.04
anthropic/claude-opus-4.8,anthropic,"Quantitative excessive-trading/churning metrics (turnover rate, cost-to-equity ratio)",13,17.23076923076923,0.26
anthropic/claude-opus-4.8,anthropic,Recommendation introduces leverage/margin-call risk,6,11.166666666666666,0.12
anthropic/claude-opus-4.8,anthropic,Reduction in current income/yield resulting from reallocation,1,6.0,0.02
anthropic/claude-opus-4.8,anthropic,Redundant tax deferral from placing annuity in a tax-advantaged account,15,16.933333333333334,0.3
anthropic/claude-opus-4.8,anthropic,"Regulatory prohibition of high-risk strategies within tax-advantaged accounts (e.g., naked options/margin in IRA)",2,9.5,0.04
anthropic/claude-opus-4.8,anthropic,Reliance on accounts as primary retirement assets without financial cushion,27,11.851851851851851,0.54
anthropic/claude-opus-4.8,anthropic,Reliance on backtested/hypothetical performance with limited live track record,1,16.0,0.02
anthropic/claude-opus-4.8,anthropic,Reliance on recent strong performance (recency bias),1,20.0,0.02
anthropic/claude-opus-4.8,anthropic,Reliance on unproven/unvalidated proprietary model,1,4.0,0.02
anthropic/claude-opus-4.8,anthropic,Risk-tolerance questionnaire results as suitability/documentation basis,1,15.0,0.02
anthropic/claude-opus-4.8,anthropic,Rollover comparison and documentation duties,7,14.571428571428571,0.14
anthropic/claude-opus-4.8,anthropic,Round-trip/switching pattern evidencing intent/scienter,3,11.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Selling-away / away-from-firm private transaction concerns,1,10.0,0.02
anthropic/claude-opus-4.8,anthropic,Separation of initial-recommendation duty from ongoing-monitoring duty,1,2.0,0.02
anthropic/claude-opus-4.8,anthropic,Sequence-of-returns/withdrawals-during-decline depletion risk,1,5.0,0.02
anthropic/claude-opus-4.8,anthropic,Share-class selection suitability/mismatch,5,13.4,0.1
anthropic/claude-opus-4.8,anthropic,Short evaluation/holding period limits inference from performance,1,6.0,0.02
anthropic/claude-opus-4.8,anthropic,Short time horizon incompatible with volatile/growth/illiquid investments,4,6.0,0.08
anthropic/claude-opus-4.8,anthropic,Stated hedging rationale contradicted by client's actual exposure,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Stated rationale contradicted by actual portfolio inactivity,2,10.0,0.04
anthropic/claude-opus-4.8,anthropic,Strategy's failure to generate the income it was intended to produce,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Strength/legitimacy of underlying investment or sector fundamentals,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,"Structured product complexity, illiquidity, and principal-risk profile",1,6.0,0.02
anthropic/claude-opus-4.8,anthropic,Successor advisor's limited knowledge of client's existing holdings/contracts,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,"Suitability judged at time of recommendation, not by hindsight/outcome",43,6.651162790697675,0.86
anthropic/claude-opus-4.8,anthropic,Surrender charges incurred to exit/replace an existing contract,5,12.8,0.1
anthropic/claude-opus-4.8,anthropic,Surrender period mismatched with client's time horizon/liquidity needs,9,7.888888888888889,0.18
anthropic/claude-opus-4.8,anthropic,Surrender period restricting liquidity,3,10.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Surveillance alert generated without documented supervisory follow-up,1,14.0,0.02
anthropic/claude-opus-4.8,anthropic,Sustainability/reliability of non-guaranteed income distributions,2,6.0,0.04
anthropic/claude-opus-4.8,anthropic,Tax-efficiency of account placement for income-producing products,5,12.8,0.1
anthropic/claude-opus-4.8,anthropic,Timing/effective date determining which regulatory standard applies,27,11.962962962962964,0.54
anthropic/claude-opus-4.8,anthropic,Timing/manner of cost/compensation disclosure (delayed/reluctant),1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Transaction benefiting a third party rather than the client's own needs,1,9.0,0.02
anthropic/claude-opus-4.8,anthropic,Transparency/disclosure of OTC markups and transaction costs,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Turnover ratio relative to excessive-trading thresholds,7,19.714285714285715,0.14
anthropic/claude-opus-4.8,anthropic,Unrealized/mark-to-market losses with recovery potential,1,10.0,0.02
anthropic/claude-opus-4.8,anthropic,Use of misleading/manipulative persuasion tactics to manufacture client consent,2,4.0,0.04
anthropic/claude-opus-4.8,anthropic,Vague or pretextual rationale for a transaction lacking analytical basis,3,5.666666666666667,0.06
anthropic/claude-opus-4.8,anthropic,Variable-annuity principal review requirement (FINRA 2330),7,7.0,0.14
anthropic/claude-opus-4.8,anthropic,Whether a hold recommendation without a mitigation plan satisfies the Care Obligation,1,9.0,0.02
anthropic/claude-opus-4.8,anthropic,Whether adequate disclosure/documentation cures unsuitability,11,8.0,0.22
anthropic/claude-opus-4.8,anthropic,Whether replacement product delivers superior income based on income-commencement timing,3,13.0,0.06
anthropic/claude-sonnet-4.6,anthropic,AML/SAR filing obligations,4,7.25,0.08
anthropic/claude-sonnet-4.6,anthropic,Abandonment of previously suitable diversified portfolio,7,7.285714285714286,0.14
anthropic/claude-sonnet-4.6,anthropic,Absence of advisor conflicts of interest / self-dealing / compensation incentives,38,9.236842105263158,0.76
anthropic/claude-sonnet-4.6,anthropic,Absence of advisor discretionary control over the account,3,16.333333333333332,0.06
anthropic/claude-sonnet-4.6,anthropic,Absence of changed circumstances justifying the transaction,3,7.666666666666667,0.06
anthropic/claude-sonnet-4.6,anthropic,Absence of cognitive-impairment diagnosis / physician clearance,4,4.5,0.08
anthropic/claude-sonnet-4.6,anthropic,"Absence of complex, illiquid, or high-commission products",1,1.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Absence of demonstrable client benefit from the transaction/replacement,6,10.666666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,Absence of documented alternatives analysis,31,10.225806451612904,0.62
anthropic/claude-sonnet-4.6,anthropic,Absence of documented client authorization or request for the strategy,6,6.0,0.12
anthropic/claude-sonnet-4.6,anthropic,Absence of documented cost-benefit/break-even analysis,8,11.75,0.16
anthropic/claude-sonnet-4.6,anthropic,Absence of documented diversification/risk analysis,1,6.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Absence of documented exception process in supervisory procedures,2,13.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Absence of documented suitability analysis / KYC,5,3.6,0.1
anthropic/claude-sonnet-4.6,anthropic,Absence of due diligence / eligibility verification / supervisory review,1,7.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Absence of excessive trading / quantitative suitability concerns,6,8.5,0.12
anthropic/claude-sonnet-4.6,anthropic,Absence of internal firm limits on illiquid/concentrated allocations,3,17.666666666666668,0.06
anthropic/claude-sonnet-4.6,anthropic,Absence of living-benefit riders offsetting cost/illiquidity,3,6.666666666666667,0.06
anthropic/claude-sonnet-4.6,anthropic,Absence of material nonpublic information / insider misconduct,7,9.857142857142858,0.14
anthropic/claude-sonnet-4.6,anthropic,Absence of realized customer harm or complaint,8,3.125,0.16
anthropic/claude-sonnet-4.6,anthropic,Absence of required cost/compensation/conflict/product disclosures,8,7.125,0.16
anthropic/claude-sonnet-4.6,anthropic,Absence of required regulatory disclosure documents (Form CRS/ADV/rollover comparison),4,5.75,0.08
anthropic/claude-sonnet-4.6,anthropic,"Absence of risk-mitigation measures (stop-loss, hedging, diversification)",5,5.0,0.1
anthropic/claude-sonnet-4.6,anthropic,Absence of signed product/concentration-specific risk acknowledgment,6,9.666666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,"Absence of trading, rebalancing, or discretionary portfolio activity over holding period (dormant portfolio)",2,24.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Absence of trusted contact/family member from the recommendation meeting,5,7.0,0.1
anthropic/claude-sonnet-4.6,anthropic,Absence/presence of predefined objective re-entry criteria or timeline,5,9.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Academic consensus on underperformance of active management after fees,2,5.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Academic evidence against effectiveness of market timing,1,10.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Account type (tax-advantaged/IRA) considerations,5,3.2,0.1
anthropic/claude-sonnet-4.6,anthropic,Account underperformance relative to market benchmark,11,8.909090909090908,0.22
anthropic/claude-sonnet-4.6,anthropic,Account-level objective segmentation isolating speculative sleeve while preserving overall risk profile,2,7.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Accredited investor eligibility/verification for private offerings,15,12.2,0.3
anthropic/claude-sonnet-4.6,anthropic,Accredited/eligibility status does not by itself establish suitability/best interest,3,11.666666666666666,0.06
anthropic/claude-sonnet-4.6,anthropic,Actual financial outcome/profitability of the position,6,6.333333333333333,0.12
anthropic/claude-sonnet-4.6,anthropic,Actual materialized loss corroborating ex ante foreseeability of risk (not hindsight),23,4.956521739130435,0.46
anthropic/claude-sonnet-4.6,anthropic,Actual post-sale performance as evidence bearing on misrepresentation claim,5,8.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Actual realized client financial harm/loss,16,6.25,0.32
anthropic/claude-sonnet-4.6,anthropic,Actual realized liquidity event corroborating foreseeable liquidity need,9,7.0,0.18
anthropic/claude-sonnet-4.6,anthropic,Addition of liquidity reserve as prudent conservative planning,2,6.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Adequacy of cost disclosure and client's comprehension of cumulative fees,8,9.875,0.16
anthropic/claude-sonnet-4.6,anthropic,Adequacy of disclosure reasonably designed for customer understanding,6,8.666666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,Adequacy of disclosure/education on product mechanics and costs,8,9.125,0.16
anthropic/claude-sonnet-4.6,anthropic,Adequacy of liquidity/emergency reserve remaining after investment,3,7.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Adequacy of product-level due diligence (reasonable-basis suitability),20,5.55,0.4
anthropic/claude-sonnet-4.6,anthropic,Adequacy of supervisory approval/review of the transaction,6,7.0,0.12
anthropic/claude-sonnet-4.6,anthropic,Adequacy/specificity of advisor's risk warnings and discouragement of the strategy,4,8.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Advisor acknowledges concentration but fails to make adequate suitability adjustment,3,8.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor affirmatively recommended/added to the concentrated position,6,7.0,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor conducted reasonable asset-class-level diligence supporting limited allocation,3,5.333333333333333,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor conflict of interest via personal relationship with issuer,6,10.166666666666666,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor creates artificial urgency/time pressure to execute,28,6.857142857142857,0.56
anthropic/claude-sonnet-4.6,anthropic,Advisor deflects/minimizes sector or concentration risk,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor discourages diversification/dismisses alternatives without individualized analysis,7,4.857142857142857,0.14
anthropic/claude-sonnet-4.6,anthropic,"Advisor dismisses, deflects, or overrides client's expressed concerns",5,10.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor disregards/overrides client's documented risk profile/questionnaire,4,13.0,0.08
anthropic/claude-sonnet-4.6,anthropic,Advisor failed to understand product risks or willfully recommended unsuitable products,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor focused on upside while ignoring total risk exposure,2,5.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Advisor instructing client to disregard offering documents / discouraging due diligence,1,9.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor intends to falsify client documentation/records,13,17.76923076923077,0.26
anthropic/claude-sonnet-4.6,anthropic,Advisor invokes client's youth/time horizon to justify or override risk concerns,5,7.4,0.1
anthropic/claude-sonnet-4.6,anthropic,"Advisor minimizes/omits costs, commissions, and their impact on net returns",5,6.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor misrepresented/mischaracterized market risk to neutralize risk concern,14,9.714285714285714,0.28
anthropic/claude-sonnet-4.6,anthropic,Advisor provided advice outside area of qualification/licensing,3,2.6666666666666665,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor recommended a less risky/more conservative alternative that client declined,3,13.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor relied on speculative market forecast presented as fact,6,7.166666666666667,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor repeatedly reiterated diversification recommendation over time,5,12.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor used high-pressure sales tactics overriding client objections,16,6.3125,0.32
anthropic/claude-sonnet-4.6,anthropic,Advisor's 'stay the course' guidance during a downturn,4,3.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Advisor's actual knowledge of material change in client circumstances,5,15.0,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor's commission/compensation conflict of interest,79,8.556962025316455,1.58
anthropic/claude-sonnet-4.6,anthropic,Advisor's conduct indicates systemic supervisory/process failure rather than isolated omission,1,3.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's de facto control over the account (churning control element),16,9.9375,0.32
anthropic/claude-sonnet-4.6,anthropic,Advisor's disclosure and documentation of material/concentration risks and client acknowledgment,19,11.894736842105264,0.38
anthropic/claude-sonnet-4.6,anthropic,Advisor's disclosure/misrepresentation of margin risks and informed consent,6,10.0,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor's documented personal reservations about the product,2,14.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Advisor's documented rationale and analytical basis for the recommendation (process evidence),14,7.357142857142857,0.28
anthropic/claude-sonnet-4.6,anthropic,Advisor's duty to reconcile conflicting customer-profile information,4,11.25,0.08
anthropic/claude-sonnet-4.6,anthropic,Advisor's experience/authority appeal used to suppress client judgment or substitute for risk disclosure,4,4.5,0.08
anthropic/claude-sonnet-4.6,anthropic,Advisor's failure to analyze/disclose downside drawdown/stress scenarios,3,7.333333333333333,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor's failure to correct client's flawed investment thesis,1,1.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's failure to probe or incorporate client's liquidity need,1,25.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's failure to reassess or update profile after changed circumstances,7,9.857142857142858,0.14
anthropic/claude-sonnet-4.6,anthropic,Advisor's failure to service or respond to client communications,1,6.0,0.02
anthropic/claude-sonnet-4.6,anthropic,"Advisor's failure to warn, escalate, or take protective action on concentration risk",6,8.5,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor's independent suitability/gatekeeping obligation and abdication of judgment,1,9.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's internal escalation/consultation with supervisor and adequacy of follow-through,1,8.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's knowledge of client health condition affecting future liquidity/care needs,3,14.666666666666666,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor's misleading/promissory performance claims and unbalanced upside emphasis,54,6.388888888888889,1.08
anthropic/claude-sonnet-4.6,anthropic,Advisor's misrepresentation/minimization/omission of material investment risks and mechanics,76,9.473684210526315,1.52
anthropic/claude-sonnet-4.6,anthropic,Advisor's monitoring/rebalancing/communication failure during holding period,9,8.222222222222221,0.18
anthropic/claude-sonnet-4.6,anthropic,Advisor's personal ownership/co-investment in recommended security creating conflict,2,8.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Advisor's post-complaint minimization of harm/misrepresentation,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's post-loss solicitation of additional investment/averaging down,5,6.4,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor's promise of ongoing monitoring creating supervision expectation,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's prudent diversified management of assets under her authority,5,5.6,0.1
anthropic/claude-sonnet-4.6,anthropic,Advisor's reinvestment-risk/income-generation rationale for reallocation,1,5.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's reliance on guaranteed income floor to justify aggressive risk,1,4.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's role/compensation model heightening fiduciary duties,3,17.0,0.06
anthropic/claude-sonnet-4.6,anthropic,Advisor's understanding of customer profile/KYC,1,7.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Advisor's undisclosed or undiscovered conflict of interest,2,8.5,0.04
anthropic/claude-sonnet-4.6,anthropic,Advisor's use of power of attorney / position of trust,6,7.833333333333333,0.12
anthropic/claude-sonnet-4.6,anthropic,Advisor-recommended purchases small relative to total portfolio (causation mitigant),2,5.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Advisory fees not commensurate with services rendered (reverse churning),9,14.777777777777779,0.18
anthropic/claude-sonnet-4.6,anthropic,Affiliated entity/platform conflict of interest,4,11.75,0.08
anthropic/claude-sonnet-4.6,anthropic,Affirmative insurance/guarantee value of product not replicable elsewhere,2,5.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Aggressive/concentrated nature of recommended allocation increasing risk,2,9.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Alignment of client's time horizon/holding period with product's hold/lockup period,30,14.666666666666666,0.6
anthropic/claude-sonnet-4.6,anthropic,Alignment of recommendation/product with client's stated risk tolerance and investment objectives,122,13.319672131147541,2.44
anthropic/claude-sonnet-4.6,anthropic,Allocation exceeds firm's internal concentration limit,1,35.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Allocation/position size relative to total portfolio/assets,69,10.217391304347826,1.38
anthropic/claude-sonnet-4.6,anthropic,Ambiguity whether transactions were solicited recommendations or customer-directed,15,15.0,0.3
anthropic/claude-sonnet-4.6,anthropic,Ambiguity/dispute over advisor's role (broker vs adviser/discretionary),2,10.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Applicability of Reg BI / FINRA suitability regulatory standard,65,7.138461538461539,1.3
anthropic/claude-sonnet-4.6,anthropic,Appropriate denominator for concentration (specific account versus total portfolio/net worth),2,8.0,0.04
anthropic/claude-sonnet-4.6,anthropic,Appropriateness of recommended account type/structure and duty to evaluate alternatives,1,15.0,0.02
anthropic/claude-sonnet-4.6,anthropic,Availability of a less extreme alternative meeting client objectives,10,6.0,0.2
anthropic/claude-sonnet-4.6,anthropic,Availability of breakpoint discounts/rights of accumulation reducing sales load,11,9.727272727272727,0.22
