model_a,model_b,pair_jsd,rank,feature,jsd_contribution,share_of_pair_jsd,p_a,p_b,over_weighted_by
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,4,Alignment of product with client's investment profile (risk tolerance/objectives),0.0011887842818402872,0.01765532680751663,0.0949151257956956,0.071531445031205,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,5,"Compounding/interaction of multiple risk features (leverage, concentration, liquidity)",0.0010401433957087985,0.015447774552916013,0.0001894513488936,0.0029204672747639,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,6,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.0008725412419276206,0.01295861748392315,0.0111776295847226,0.0050008001280204,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,7,Conservative objective compatible with some higher-risk exposure,0.0008601376220195,0.012774404110294856,0.0,0.001720275244039,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,8,Consistency of trading activity with client's investment profile/objectives,0.000834217427013417,0.012389448218180832,0.0059866626250378,0.0018402944471115,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,9,Promotional campaign as manipulation/red-flag concern,0.00080012802048325,0.011883166614227685,0.0,0.0016002560409665,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,anthropic/claude-sonnet-4.6,0.06733289589033101,10,Invalid tax-loss-harvesting rationale in tax-deferred account,0.00080012802048325,0.011883166614227685,0.0,0.0016002560409665,anthropic/claude-sonnet-4.6
anthropic/claude-opus-4.8,gold,0.08216347134442753,1,Applicability of governing suitability/best-interest regulatory framework (Reg BI / FINRA 2111),0.003658403232718507,0.04452590881150284,0.0381555016671718,0.0712004362389966,gold
anthropic/claude-opus-4.8,gold,0.08216347134442753,2,Causation linking advisor's conduct to client's harm/losses,0.0033911791451955,0.041273562201136184,0.006782358290391,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,gold,0.08216347134442753,3,Applicability of FINRA Rule 2010 standards of commercial honor,0.0022786389355449466,0.02773299251187843,0.0001894513488936,0.0055698371893744,gold
anthropic/claude-opus-4.8,gold,0.08216347134442753,4,Advisor compensation/commission conflict of interest,0.001985116697146767,0.024160574823149813,0.044786298878448,0.0252784918594687,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,gold,0.08216347134442753,5,Advisor misrepresented/downplayed investment risk,0.0018589144368108984,0.022624584945034373,0.0142088511670203,0.0045960894289943,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,gold,0.08216347134442753,6,Alignment of portfolio allocation/composition with client's profile,0.0017700628030996926,0.02154318426590847,0.0099272506820248,0.0024148944457427,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,gold,0.08216347134442753,7,Alignment of product with client's investment profile (risk tolerance/objectives),0.0014961187464172,0.01820904986043618,0.0949151257956956,0.0689023915244994,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,gold,0.08216347134442753,8,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0012777190657305374,0.015550938206765464,0.0299712033949681,0.0463503933940951,gold
anthropic/claude-opus-4.8,gold,0.08216347134442753,9,Adequacy of firm supervisory controls/monitoring,0.0012746669436266705,0.015513791259905436,0.0006441345862382,0.0047518890706551,gold
anthropic/claude-opus-4.8,gold,0.08216347134442753,10,"Position size/concentration relative to portfolio, net worth, or guidelines",0.001251328294877418,0.015229739863739157,0.0605865413761746,0.041793253875516,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,1,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.0026085255913404085,0.0326938355978665,0.0111776295847226,0.001923224863451,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,2,Causation linking advisor's conduct to client's harm/losses,0.002502064596981153,0.03135951161855742,0.006782358290391,0.0003846449726902,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,3,Existence of a recommendation as trigger for suitability/best-interest obligations,0.0023821689848395784,0.0298568054747975,0.0096999090633525,0.0015385798907608,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,4,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.001443469065205919,0.018091653179525886,0.0299712033949681,0.0475036541272405,google/gemini-3.1-flash-lite
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,5,Adequacy of firm supervisory system (FINRA Rule 3110),0.0010681960199882942,0.013388185716762304,0.0095483479842376,0.0034618047542118,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,6,Fact/degree of concentration in single position,0.00105777367489805,0.013257557733638098,0.0,0.0021155473497961,google/gemini-3.1-flash-lite
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,7,Actual outcome/loss corroborating unsuitability,0.0010344742511627495,0.012965535477212577,0.0029175507729615,0.0001923224863451,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,8,"Position size/concentration relative to portfolio, net worth, or guidelines",0.0009764686939301064,0.012238525491869793,0.0605865413761746,0.0438110623894145,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,9,Conservative objective compatible with some higher-risk exposure,0.0009616124317255,0.012052325212398272,0.0,0.001923224863451,google/gemini-3.1-flash-lite
anthropic/claude-opus-4.8,google/gemini-3.1-flash-lite,0.07978646566359542,10,Client initiated/solicited the transaction (unsolicited),0.000939265970898127,0.011772246872776202,0.0086389815095483,0.0031925532733287,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,1,Causation linking advisor's conduct to client's harm/losses,0.0033911791451955,0.04946898678876518,0.006782358290391,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,2,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0016143189454257004,0.023548954261899804,0.0299712033949681,0.0486392588303416,google/gemini-3.1-pro-preview
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,3,Actual outcome/loss corroborating unsuitability,0.00145877538648075,0.02127995521080966,0.0029175507729615,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,4,FINRA senior/vulnerable investor heightened scrutiny rules,0.0011367080933616,0.016581783281150047,0.0022734161867232,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,5,Components/definition of a customer investment profile,0.00096506465933215,0.014077926537866246,0.0,0.0019301293186643,google/gemini-3.1-pro-preview
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,6,Advisor's dismissal/failure to address client's stated concerns,0.0008904213397999,0.01298906357023391,0.0017808426795998,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,7,Adequacy of firm supervisory system (FINRA Rule 3110),0.0008681253848979505,0.012663820269522393,0.0095483479842376,0.0039374638100752,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,8,Adequacy of share-class selection justification/process,0.0008120016459532624,0.011845112562993717,0.0024249772658381,0.0001930129318664,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,9,Share class economics incompatible with holding period/trading frequency,0.0007828064770396747,0.01141922665032284,0.0017808426795998,0.0057131827832464,google/gemini-3.1-pro-preview
anthropic/claude-opus-4.8,google/gemini-3.1-pro-preview,0.06855161921298265,10,Liquidation of safe/conservative holdings to fund higher-risk purchases,0.0007720517274657,0.011262341230292704,0.0,0.0015441034549314,google/gemini-3.1-pro-preview
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,1,Causation linking advisor's conduct to client's harm/losses,0.002495822568973636,0.04363028127157194,0.006782358290391,0.0003885305773564,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,2,Client time horizon/age suitability,0.002241933394937094,0.03919196253340269,0.0261063958775386,0.0111119745123941,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,3,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.001917751412604786,0.03352483248651362,0.0299712033949681,0.0505478281140725,google/gemini-3.5-flash
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,4,Reasonable basis / investment thesis supports recommendation,0.0009634573697133255,0.016842509782675704,0.018717793270688,0.0100240888957961,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,5,Legitimate economic/investment purpose for transactions,0.00090936647468925,0.015896929358221894,0.0018187329493785,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,6,Existence of a recommendation as trigger for suitability/best-interest obligations,0.0008652119649634102,0.015125050097774715,0.0096999090633525,0.0177558473851892,google/gemini-3.5-flash
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,7,Absence of documented suitability analysis/profile,0.00081464080024245,0.014240999216740394,0.0016292816004849,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,8,Elder/vulnerable-adult financial exploitation concern,0.0008124464550142148,0.014202639158335197,0.0106471658078205,0.0048177791592198,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,9,Actual harm/losses incurred by client,0.0007901416212040525,0.013812721146954584,0.0032964534707487,0.000543942808299,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,google/gemini-3.5-flash,0.05720390738346746,10,Client's need for principal/capital preservation,0.0007578053955744,0.013247441131852016,0.0015156107911488,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,1,Elder/vulnerable-adult financial exploitation concern,0.0019733551715129718,0.03777854449818667,0.0106471658078205,0.0024812962893341,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,2,Similarity/redundancy between switched or replaced products,0.0011350777396721989,0.021730292405613933,0.000947256744468,0.0051129741719613,openai/gpt-5.4
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,3,Causation linking advisor's conduct to client's harm/losses,0.0011324036719667081,0.021679099195561637,0.006782358290391,0.0017669837211925,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,4,Illiquidity/liquidity-risk characteristics of the recommended product,0.0011311726057692847,0.021655531269325675,0.0012503789026977,0.0057520959434565,openai/gpt-5.4
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,5,Legitimate economic/investment purpose for transactions,0.00090936647468925,0.017409203535756486,0.0018187329493785,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,6,Client reliance/dependence on investment income,0.000806109501372361,0.015432418911522142,0.0003789026977872,0.0029324410692131,openai/gpt-5.4
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,7,Adequacy of firm supervisory system (FINRA Rule 3110),0.0007668034518906641,0.014679931290019259,0.0095483479842376,0.0042106846122034,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,8,FINRA senior/vulnerable investor heightened scrutiny rules,0.0007516377692787914,0.014389594596620705,0.0022734161867232,0.0001879769916162,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,9,Actual harm/losses incurred by client,0.0007395634711354302,0.014158440359269903,0.0032964534707487,0.0006015263731719,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4,0.05223481205337836,10,Applicability of anti-fraud/misrepresentation provisions,0.0007349519875322986,0.014070156637708522,0.0045089421036677,0.0012030527463438,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,1,Client time horizon/age suitability,0.006792388597666043,0.06717884793319086,0.0261063958775386,0.0673346997646701,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,2,Client investment objectives and risk tolerance (investment profile),0.004757397534006525,0.04705214975547471,0.0315625947256744,0.0672587869126243,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,3,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0042961437218672896,0.042490205270297045,0.0299712033949681,0.0089956729674333,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,4,Applicability of governing suitability/best-interest regulatory framework (Reg BI / FINRA 2111),0.0025749046201747686,0.025466612140040003,0.0381555016671718,0.0182949973430501,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,5,Client liquidity/income needs affecting suitability,0.002368585969293607,0.023426056145041542,0.0073128220672931,0.0205723829044257,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,6,Fact/degree of concentration in single position,0.0020686252182494,0.020459350487587156,0.0,0.0041372504364988,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,7,Client reliance/dependence on investment income,0.001502797850680017,0.014863140827933323,0.0003789026977872,0.004554771122751,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,8,Illiquidity/liquidity-risk characteristics of the recommended product,0.0015009893085392223,0.0148452537804374,0.0012503789026977,0.0067562438320807,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,9,Client's need for principal/capital preservation,0.001498776972507778,0.01482337308505366,0.0015156107911488,0.0073255902224246,openai/gpt-5.4-mini
anthropic/claude-opus-4.8,openai/gpt-5.4-mini,0.1011090366482773,10,Adequacy of firm supervisory system (FINRA Rule 3110),0.0014895114848873631,0.01473173451418441,0.0095483479842376,0.0026569498216047,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,1,Causation linking advisor's conduct to client's harm/losses,0.0017547416261214914,0.0274167394767626,0.006782358290391,0.0009832098018454,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,2,Adequacy of firm supervisory system (FINRA Rule 3110),0.001282235816173098,0.020034131975027254,0.0095483479842376,0.0030252609287551,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,3,Client reliance/dependence on investment income,0.0012138748887255697,0.018966035276163744,0.0003789026977872,0.0038950234457721,openai/gpt-5.5
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,4,Immediate surrender charge/quantifiable economic harm from product switch,0.0011420864053066464,0.0178443851608252,0.0005683540466808,0.0042353653002571,openai/gpt-5.5
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,5,Speculative/high-risk/volatile nature of the recommended investment,0.001079296512756475,0.01686333239488211,0.0017050621400424,0.0065043109968234,openai/gpt-5.5
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,6,Share class economics incompatible with holding period/trading frequency,0.0008904213397999,0.013912276049325078,0.0017808426795998,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,7,Elder/vulnerable-adult financial exploitation concern,0.0008843462934887579,0.013817357253564817,0.0106471658078205,0.0046135229163515,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,8,Liquidation of safe/conservative holdings to fund higher-risk purchases,0.00085085463621235,0.013294071073694643,0.0,0.0017017092724247,openai/gpt-5.5
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,9,Documentation and supervisory adequacy concerns,0.0008276084514018834,0.012930863987654324,0.0004546832373446,0.0031765239751928,openai/gpt-5.5
anthropic/claude-opus-4.8,openai/gpt-5.5,0.06400256411265623,10,Characteristics and risks of the specific recommended product,0.0008123946139554378,0.012693157301096165,0.0037511367080933,0.0090379670246558,openai/gpt-5.5
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,1,Reasonable basis / investment thesis supports recommendation,0.002994168436324705,0.03482161920605441,0.018717793270688,0.0050860420650095,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,2,Existence of a recommendation as trigger for suitability/best-interest obligations,0.0025777180374707623,0.029978378915637816,0.0096999090633525,0.0013384321223709,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,3,Causation linking advisor's conduct to client's harm/losses,0.0022251120272547293,0.02587763693046738,0.006782358290391,0.0005736137667304,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,4,Client initiated/solicited the transaction (unsolicited),0.0019782623352378936,0.023006821156624956,0.0086389815095483,0.001529636711281,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,5,FINRA Rule 2090 Know Your Customer obligation,0.00181644359464625,0.02112489945278049,0.0,0.0036328871892925,qwen/qwen3.5-397b-a17b
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,6,Alignment of product lockup/time horizon with client's investment horizon/liquidity needs,0.0015359031267929476,0.017862266253872286,0.0309563504092149,0.0493690248565965,qwen/qwen3.5-397b-a17b
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,7,Elder/vulnerable-adult financial exploitation concern,0.0014959014313008008,0.017397054012929066,0.0106471658078205,0.0032504780114722,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,8,Client liquidity/income needs affecting suitability,0.0011927048638885928,0.013870934611319767,0.0073128220672931,0.0159847036328871,qwen/qwen3.5-397b-a17b
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,9,Applicability of Investment Advisers Act fiduciary duty to advisory accounts,0.0011505750699353067,0.01338097298308498,0.0047362837223401,0.0007648183556405,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-397b-a17b,0.08598590486579415,10,Client investment experience/sophistication as suitability factor,0.0011091173229735812,0.012898827135734389,0.0126553501060927,0.0230592734225621,qwen/qwen3.5-397b-a17b
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,1,Client investment objectives and risk tolerance (investment profile),0.005568337170168065,0.05311837440614473,0.0315625947256744,0.0708099652817519,qwen/qwen3.5-9b
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,2,Existence of a recommendation as trigger for suitability/best-interest obligations,0.00484995453167625,0.04626546360133249,0.0096999090633525,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,3,"Position size/concentration relative to portfolio, net worth, or guidelines",0.004325276510209428,0.04126037092550433,0.0605865413761746,0.028308725344321,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,4,Affordability of investment/potential loss relative to client's net worth,0.0038251187427313475,0.03648918578654115,0.0100030312215822,0.0301781694708328,qwen/qwen3.5-9b
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,5,Adequacy of firm supervisory system (FINRA Rule 3110),0.002944808105790436,0.028091585465702867,0.0095483479842376,0.0009537980237304,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,6,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0027094164357126735,0.0258460995187912,0.0299712033949681,0.0123993743084964,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,7,Reasonable basis / investment thesis supports recommendation,0.0021979629636106383,0.02096716058384545,0.018717793270688,0.0065621304032658,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,8,Client investment experience/sophistication as suitability factor,0.0019684300098081874,0.018777563042240597,0.0126553501060927,0.0272404715577429,qwen/qwen3.5-9b
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,9,Client liquidity/income needs affecting suitability,0.0018587539377421282,0.01773132347711304,0.0073128220672931,0.0186944412651176,qwen/qwen3.5-9b
anthropic/claude-opus-4.8,qwen/qwen3.5-9b,0.1048288324411509,10,Elder/vulnerable-adult financial exploitation concern,0.0018195993166278091,0.017357813439821537,0.0106471658078205,0.0027087863873946,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,1,Existence of a recommendation as trigger for suitability/best-interest obligations,0.00484995453167625,0.0529250025223967,0.0096999090633525,0.0,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,2,"Position size/concentration relative to portfolio, net worth, or guidelines",0.0031798147026409346,0.03469964513252051,0.0605865413761746,0.0322121852777243,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,3,Reasonable basis / investment thesis supports recommendation,0.0030252734533852076,0.03301321777464447,0.018717793270688,0.0050355564097635,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,4,Elder/vulnerable-adult financial exploitation concern,0.002099830442077533,0.022914345014518854,0.0106471658078205,0.0023063617143955,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,5,Reverse churning (fees without commensurate trading/services),0.0014953569458693438,0.016318043729095604,0.0056077599272506,0.0007687872381318,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,6,Client's need for principal/capital preservation,0.0014488655901703452,0.015810708020777383,0.0015156107911488,0.0071881606765327,qwen/qwen3.6-35b-a3b
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,7,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.001284438432706746,0.014016400947035849,0.0299712033949681,0.0171055160484335,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,8,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.0012579367745173995,0.01372720229221174,0.0111776295847226,0.0040361330001921,anthropic/claude-opus-4.8
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,9,Client reliance/dependence on investment income,0.0012417226041181318,0.013550265579985859,0.0003789026977872,0.003959254276379,qwen/qwen3.6-35b-a3b
anthropic/claude-opus-4.8,qwen/qwen3.6-35b-a3b,0.0916382484747895,10,Consideration of reasonable alternatives,0.0012149770663981312,0.0132584055961347,0.0225068202485601,0.0118393234672304,anthropic/claude-opus-4.8
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,1,Applicability of governing suitability/best-interest regulatory framework (Reg BI / FINRA 2111),0.003655651587155596,0.03968383323477493,0.0381661065770523,0.0712004362389966,gold
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,2,Applicable standard determined by timing of recommendation relative to Reg BI compliance date,0.002874130806865623,0.031200054194259263,0.0050008001280204,0.0181896081639012,gold
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,3,Customer-specific suitability obligation,0.0021350405329150007,0.02317687844087141,0.0024403904624739,0.0110228246475033,gold
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,4,Ongoing duty to maintain and update client profile,0.001861815792261366,0.02021089418739119,0.0065210433669387,0.0007789982083041,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,5,Causation linking advisor's conduct to client's harm/losses,0.0016602656425028,0.0180229716404052,0.0033205312850056,0.0,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,6,Advisor compensation/commission conflict of interest,0.0016460571973121686,0.01786873222342915,0.0428068490958553,0.0252784918594687,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,7,Advisor misrepresented/downplayed investment risk,0.0015542585198374827,0.016872214004658517,0.0131621059369499,0.0045960894289943,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,8,Balancing borderline arguments for violation vs appropriate conduct,0.0015002400384061,0.016285817747353614,0.0030004800768122,0.0,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,9,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0013497650474939525,0.014652340293883216,0.029564730356857,0.0463503933940951,gold
anthropic/claude-sonnet-4.6,gold,0.09211941713211691,10,Actual outcome/loss corroborating unsuitability,0.0012609587016396183,0.013688305255244525,0.003680588894223,0.0002726493729064,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,1,Alignment of product with client's investment profile (risk tolerance/objectives),0.00395981288148594,0.041188850111722006,0.071531445031205,0.1167782137087468,google/gemini-3.1-flash-lite
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,2,Adequacy of firm supervisory system (FINRA Rule 3110),0.002693222642480997,0.028014137803657614,0.0146823491758681,0.0034618047542118,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,3,Advisor's fiduciary/best-interest duty standard (Reg BI/FINRA 2111),0.0015199241068115559,0.015809819324887314,0.029564730356857,0.0475036541272405,google/gemini-3.1-flash-lite
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,4,Balancing borderline arguments for violation vs appropriate conduct,0.0015002400384061,0.01560507123011447,0.0030004800768122,0.0,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,5,Actual outcome/loss corroborating unsuitability,0.00138467429217352,0.014402989126215454,0.003680588894223,0.0001923224863451,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,6,"Client's lack of need for a specific product feature (e.g., death benefit)",0.0013002080332853,0.013524395066099346,0.0026004160665706,0.0,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,7,"Applicability of annuity/product-replacement suitability regulations (FINRA 2330, state/NAIC)",0.0012016702398922649,0.012499432896451945,0.0053208513362137,0.0009616124317255,anthropic/claude-sonnet-4.6
anthropic/claude-sonnet-4.6,google/gemini-3.1-flash-lite,0.09613798080658265,8,Quantifiable harm via actual vs hypothetical comparison,0.0012001920307249,0.012484056984091784,0.0024003840614498,0.0,anthropic/claude-sonnet-4.6
