topic,content_type,primary_name,all_names,professions,ages,dollars
unsuitable_income_investor,standard,Margaret,"['Margaret Townsend', 'Derek Hollins', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Derek', 'Margaret']","['teacher', 'retired']",[72],"['$2,800', '$1,650', '$185,000,', '$40,000', '$160,000', '$131,200,', '$28,800']"
reverse_churning,standard,Samuel,"['Samuel Okafor', 'Leah Drummond', 'Samuel', 'Samuel', 'Samuel', 'Samuel']",['engineer'],[44],"['$195,000', '$410,000', '$95,000', '$5,125', '$9,427', '$200']"
lack_of_diversification,standard,Patricia,"['Patricia Navarro', 'Ryan Kessler', 'Patricia', 'Ryan', 'Patricia', 'Ryan', 'Ryan', 'Patricia', 'Patricia']",['retired'],[67],"['$1,900', '$290,000', '$230,000', '$60,000', '$38,000', '$210,000', '$230,000', '$13,650', '$27,000', '$21,000', '$6,000', '$510']"
mutual_fund_switching_churning,standard,Howard,"['Howard', 'Diane Prescott', 'Howard', 'Diane', 'Howard', 'Craig Meyers', 'Prescotts', 'Craig', 'Prescotts', 'Craig', 'Prescotts', 'Prescotts', 'Craig', 'Prescotts', 'Craig', 'Morningstar', 'Prescotts']",[],[],"['$72,000', '$34,000', '$320,000,', '$195,000', '$125,000', '$125,000', '$125,000', '$14,300']"
failure_to_know_customer,standard,Jordan,"['Jordan Whitfield', 'Jordan', 'Natalie Ibarra', 'Natalie', 'Natalie', 'Natalie', 'Natalie', 'Jordan', 'Natalie']",['manager'],[31],"['$88,000', '$45,000', '$18,000', '$12,000', '$15,000', '$3,000', '$6.30', '$1,000']"
mutual_fund_switching_churning,standard,Margaret,"['Margaret Collins', 'Derek Paulson', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[72],"['$3,200', '$285,000', '$2,850', '$39,900', '$19,950', '$285,000', '$238,400']"
inappropriate_risk_profile,standard,Howard,"['Howard', 'Linda Nakamura', 'Christine Barlow', 'Howard', 'Linda', 'Nakamuras', 'Nakamuras', 'Nakamuras']","['engineer', 'retired']",[],"['$24,000', '$410,000', '$380,000', '$18,000', '$3,400', '$410,000', '$78,000']"
high_fees_unsuitable,standard,Patricia,"['Patricia Weaver', 'Patricia', 'Ryan Kendrick', 'Ryan', 'Patricia', 'Ryan', 'Patricia', 'Patricia', 'Patricia', 'Patricia']",['widow'],[78],"['$2,900', '$175,000', '$140,000', '$50,000', '$50,000', '$40,000', '$35,000', '$140,000', '$101,500', '$38,500', '$8,000']"
junk_bonds_conservative_investor,standard,Thomas,"['Thomas Brennan', 'Thomas', 'Sarah Liu', 'Sarah', 'Thomas', 'Sarah', 'Sarah', 'Thomas', 'Thomas']","['engineer', 'manager']",[58],"['$145,000', '$620,000', '$380,000', '$85,000', '$110,000', '$620,000', '$74,400']"
speculative_for_conservative_investor,standard,Eleanor,"['Eleanor Moss', 'Greg Thornton', 'Greg', 'Greg', 'Greg', 'Eleanor', 'Eleanor']","['nurse', 'retired']",[74],"['$2,100', '$850', '$195,000', '$12,000', '$30,000', '$120,000', '$75,000', '$120,000', '$52,000', '$68,000', '$195,000', '$132,000']"
crypto_assets_unsuitable,standard,Margaret,"['Margaret Olsen', 'Craig Donnelly', 'Margaret', 'Solana', 'Avalanche', 'Margaret']","['teacher', 'retired']",[74],"['$2,800', '$1,450', '$185,000,', '$110,000', '$46,000,', '$64,000', '$110,000']"
private_placements_unsuitable,standard,David,"['David', 'Elaine Foster', 'David', 'Elaine', 'David', 'Paul Navarro', 'David']",[],[],"['$61,000', '$44,000', '$105,000', '$230,000', '$38,000', '$22,000', '$142,000', '$28,000', '$95,000', '$55,000', '$40,000', '$290,000', '$13,200', '$82,000', '$95,000']"
illiquid_real_estate_investment,standard,Jonathan,"['Jonathan Park', 'Rachel Underwood', 'Jonathan', 'Rachel', 'Jonathan', 'Jonathan', 'Jonathan']",[],[41],"['$620,000,', '$280,000', '$900,000', '$2.1', '$740,000,', '$1.3', '$420,000', '$310,000', '$1.8', '$4.03', '$150,000', '$200,000']"
tax_deferred_unnecessary_annuity,standard,Sandra,"['Sandra Whitfield', 'Roth', 'Derek Loomis', 'Sandra', 'Sandra']","['nurse', 'retired']",[67],"['$410,000,', '$85,000,', '$3,200', '$2,100', '$52,000', '$4,100,', '$340,000', '$11,560', '$23,800', '$408']"
junk_bonds_conservative_investor,standard,Harold,"['Harold Jennings', 'Harold', 'Harold', 'Tom Burgess', 'Harold', 'Harold']","['widow', 'widower']",[78],"['$6,800', '$2,400', '$1,100', '$3,500', '$3,300', '$385,000', '$220,000,', '$605,000', '$39,600', '$480,000', '$14,400', '$127,000']"
penny_stocks_unsuitable,standard,Margaret,"['Margaret Ellison', 'Kevin Marsh', 'Kevin Marsh', 'Margaret', 'Marsh', 'Margaret', 'Margaret']","['teacher', 'retired']",[74],"['$2,400', '$1,100', '$185,000,', '$1.00', '$112,000,', '$18,600,', '$93,400', '$6,700']"
illiquid_investments,standard,David,"['David Chen', 'David', 'Lisa Tran', 'David', 'Lisa', 'David', 'Lisa', 'David']",['plumber'],"[58, 65]","['$72,000', '$230,000', '$45,000', '$800', '$15,000', '$9,000', '$190,000', '$230,000', '$13,300', '$22,000', '$19,000', '$3,000', '$396']"
mutual_fund_switching_churning,standard,Robert,"['Robert', 'Helen Kowalski', 'Robert', 'Helen', 'Brian Salazar', 'Brian', 'Morningstar', 'Brian', 'Morningstar', 'Morningstar', 'Brian', 'Kowalskis', 'Kowalskis', 'Brian']",['retired'],[71],"['$3,800', '$340,000', '$165,000', '$38,400', '$85,000', '$4,037.50', '$16,500']"
unsuitable_income_investor,standard,Patricia,"['Patricia Langford', 'Patricia', 'Mark DeSilva', 'Patricia', 'Mark', 'Mark', 'Mark', 'Patricia', 'Patricia']","['manager', 'retired']",[67],"['$2,200', '$410,000', '$280,000,', '$55,000', '$410,000', '$164,000', '$102,500', '$82,000', '$61,500', '$15,170', '$1,264', '$3,485']"
illiquid_real_estate_investment,standard,Angela,"['Angela', 'Thomas Price', 'Angela', 'Thomas', 'Roth', 'Nicole Trent', 'Nicole']",[],[],"['$68,000', '$56,000', '$124,000', '$175,000', '$95,000', '$215,000', '$18,000', '$120,000', '$14,400', '$120,000', '$120,000']"
penny_stocks_unsuitable,standard,Margaret,"['Margaret Dolan', 'Kevin Brandt', 'Margaret', 'Brandt']",['retired'],[72],"['$2,400', '$185,000', '$0.04', '$0.85', '$127,000', '$7,600', '$18,400,', '$108,000']"
penny_stocks_unsuitable,standard,David,"['David Chung', 'Rachel Simms', 'Simms', 'David', 'Simms', 'David', 'Simms']",['engineer'],[45],"['$195,000', '$1.1', '$150,000', '$80,000', '$0.10', '$1.50', '$95,000', '$5,800', '$22,000']"
reverse_churning,standard,Patricia,"['Patricia Engel', 'Thomas Mercer', 'Patricia', 'Patricia', 'Mercer', 'Mercer', 'Patricia', 'Patricia']","['nurse', 'retired']",[67],"['$620,000', '$420,000', '$16,170', '$420,000', '$280']"
speculative_for_conservative_investor,standard,Alan,"['Alan Woodford', 'Natalie Greer', 'Alan', 'Alan', 'Alan']","['consultant', 'retired']",[58],"['$120,000', '$2.8', '$1.9', '$650,000,', '$250,000', '$30,000', '$8.50', '$4.25']"
excessive_load_funds,standard,Derek,['Derek Fontaine'],['teacher'],[34],"['$56,000', '$40,000', '$25,000', '$25,000', '$1,437.50', '$23,562.50', '$25,000']"
crypto_assets_unsuitable,standard,Margaret,"['Margaret Olsen', 'Kevin Braithwaite', 'Margaret', 'Avalanche', 'Chainlink', 'Margaret']","['teacher', 'retired']",[74],"['$2,400', '$1,650', '$185,000,', '$92,500', '$2,312.50', '$51,000,', '$41,500,']"
variable_annuity_unsuitable,standard,Ronald,"['Ronald', 'Ronald', 'Diane', 'Patricia Ng', 'Patricia', 'Patricia']",['retired'],[],"['$620,000', '$1,800', '$1,200', '$4,500,', '$1,500', '$620,000', '$22,630', '$18,000', '$1,440', '$22,630', '$3,410', '$601,340']"
illiquid_investments,standard,David,"['David', 'Karen Sato', 'David', 'Karen', 'Marcus Redmond', 'Satos', 'Karen', 'Satos']","['engineer', 'manager', 'mechanic', 'retired']",[],"['$58,000', '$410,000', '$275,000', '$135,000', '$80,000', '$65,000', '$45,000', '$30,000', '$220,000', '$15,400', '$40,000', '$1,800', '$6,500', '$1,500', '$190,000']"
leveraged_etf_unsuitable,standard,Nathan,"['Nathan', 'Christine Lam', 'Nathan', 'Nathan', 'Nathan']",['engineer'],[34],"['$195,000', '$520,000', '$180,000', '$90,000', '$250,000', '$50,000', '$200,000', '$7,200']"
market_timing_unsuitable,standard,Helen,"['Helen Kowalski', 'Patriot Brokerage', 'Brian Costello', 'Brian', 'Helen', 'Brian', 'Brian', 'Brian']",['retired'],[62],"['$2,100', '$310,000', '$28,000', '$25,200', '$19,800', '$3,200', '$4,100', '$28,500,', '$23,000', '$11,880']"
excessive_load_funds,standard,Margaret,"['Margaret Dawson', 'Margaret', 'Craig Ellison', 'Margaret', 'Craig', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret', 'Craig', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[72],"['$2,800', '$185,000', '$185,000', '$140,000', '$9,800', '$7,350', '$45,000']"
excessive_churning,standard,David,"['David Nakamura', 'David', 'David', 'David', 'David', 'David', 'David', 'David']","['engineer', 'retired']","[58, 65]","['$2.1', '$750,000', '$138,000', '$47,000']"
speculative_for_conservative_investor,standard,Helen,"['Helen Kowalski', 'Helen', 'Marcus Webb']",['widow'],[81],"['$36,000', '$120,000', '$95,000', '$38,950', '$81,050', '$2,850']"
illiquid_real_estate_investment,standard,Robert,"['Robert Stein', 'Robert', 'Linda Chao', 'Robert', 'Linda', 'Linda', 'Robert', 'Robert', 'Robert', 'Robert']",[],[47],"['$620,000', '$4.8', '$1.9', '$1.2', '$400,000', '$950,000', '$310,000', '$100,000']"
mutual_fund_switching_churning,standard,Patricia,"['Patricia Gomez', 'Steven Hartley', 'Patricia', 'Steven', 'Patricia', 'Steven', 'Patricia', 'Steven', 'Patricia', 'Steven', 'Patricia']",['retired'],[63],"['$48,000', '$340,000', '$17,850', '$16,950', '$15,800', '$50,600', '$37,950', '$340,000,', '$296,000']"
illiquid_real_estate_investment,standard,Margaret,"['Margaret Olsen', 'Dennis Warrick', 'Margaret', 'Dennis', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[74],"['$38,000', '$22,000', '$310,000,', '$185,000', '$12,950', '$40,000']"
crypto_assets_unsuitable,standard,Harold,"['Harold Jennings', 'Harold', 'Tanya Melo', 'Bitcoin', 'Harold', 'Bitcoin', 'Harold', 'Harold']","['widow', 'widower']",[81],"['$26,400', '$800', '$145,000,', '$50,000', '$25,000', '$75,000', '$48,750']"
margin_unsuitable,standard,Priya,"['Priya Anand', 'Kevin Stoll', 'Kevin', 'Kevin', 'Priya', 'Kevin']",['engineer'],[34],"['$135,000', '$210,000', '$45,000', '$22,000', '$95,000', '$18,000', '$150,000', '$210,000', '$360,000', '$215,000', '$52,000', '$9,500,', '$58,000', '$150,000', '$210,000']"
reverse_churning,standard,Robert,"['Robert Tran', 'Lisa Crowe', 'Robert', 'Lisa', 'Robert', 'Lisa', 'Lisa', 'Robert', 'Lisa', 'Robert', 'Robert', 'Robert', 'Lisa']",['electrician'],[52],"['$78,000', '$240,000', '$3,000', '$7,000', '$0', '$50', '$6,950', '$5,000']"
inappropriate_risk_profile,standard,Danielle,"['Danielle Foster', 'Marcus Webb']",['manager'],"[29, 55]","['$155,000', '$40,000', '$85,000', '$62,000', '$30,000', '$1,200']"
alternative_investments_unsuitable,standard,Margaret,"['Margaret Dawson', 'Craig Emerson', 'Margaret']",['retired'],[74],"['$410,000', '$1,650', '$24,000', '$225,000', '$215,000,', '$130,000']"
bond_duration_mismatch,standard,Harold,"['Harold Yuen', 'Harold', 'Natalie Rios', 'Harold', 'Harold']","['engineer', 'retired']",[68],"['$620,000', '$3,200,', '$2,400', '$3,000', '$620,000', '$350,000', '$270,000', '$388,000', '$232,000']"
leveraged_etf_unsuitable,standard,Dylan,"['Dylan Marchetti', 'Dylan', 'Dylan', 'Priya Kapoor', 'Dylan', 'Dylan', 'Dylan', 'Dylan', 'Dylan']",['mechanic'],[34],"['$425,000', '$1.8', '$950,000', '$500,000', '$95,000']"
illiquid_real_estate_investment,standard,Sandra,"['Sandra', 'Michael Brennan', 'Michael', 'Sandra', 'Michael', 'Derek Fontaine', 'Michael', 'Michael', 'Michael']",['teacher'],[64],"['$88,000', '$32,000', '$340,000,', '$190,000', '$150,000', '$95,000', '$2,800', '$120,000']"
crypto_assets_unsuitable,standard,Patricia,"['Patricia Okonkwo', 'Ryan Gallagher', 'Patricia', 'Gallagher', 'Gallagher', 'Cancun', 'Gallagher', 'Patricia', 'Bitcoin', 'Patricia']",['retired'],[72],"['$2,100', '$1,800', '$185,000,', '$130,000', '$28,000', '$102,000', '$83,000,']"
complex_products_unsophisticated_investor,standard,Gloria,"['Gloria Tennyson', 'Gloria', 'Kevin Draper', 'Gloria']",['retired'],[72],"['$1,480', '$620', '$185,000', '$12,000', '$140,000', '$60,000', '$45,000', '$35,000', '$30,000', '$15,000', '$67,000']"
junk_bonds_conservative_investor,standard,Robert,"['Robert Chung', 'Robert', 'Diana Salcedo', 'Robert', 'Robert']","['pharmacist', 'retired']",[78],"['$520,000', '$2,650', '$900', '$390,000', '$6,825', '$95,000']"
inappropriate_risk_profile,standard,Mei-Ling,"['Mei-Ling Park', 'Mei-Ling', 'Craig Hollowell', 'Hollowell', 'Mei-Ling', 'Hollowell', 'Hollowell', 'Hollowell', 'Hollowell']",['nurse'],[44],"['$82,000', '$145,000', '$38,000', '$22,000', '$145,000', '$55,000', '$40,000', '$30,000', '$20,000', '$4,200', '$11,000,', '$48,000,']"
unsuitable_income_investor,standard,Harold,"['Harold Benton', 'Harold', 'Stephanie Novak', 'Harold', 'Harold', 'Harold']","['engineer', 'mechanic', 'retired']",[66],"['$54,000', '$2,400', '$780,000', '$120,000', '$95,000', '$4,800', '$780,000', '$310,000', '$195,000', '$117,000', '$78,000', '$80,000', '$32,000', '$2,670']"
illiquid_real_estate_investment,standard,Dennis,"['Dennis', 'Patricia Kowalski', 'Patricia', 'Dennis', 'Patricia', 'Kowalskis']",['retired'],[],"['$3,100', '$1,350', '$4,450,', '$4,100', '$310,000', '$45,000', '$275,000', '$220,000', '$193,600', '$220,000', '$15,400', '$0.62', '$83,600']"
market_timing_unsuitable,standard,Gerald,"['Gerald', 'Patricia Hoffman', 'Kevin Tran', 'Kevin', 'Gerald', 'Patricia', 'Kevin', 'Kevin']",[],[],"['$420,000', '$78,000', '$310,000', '$420,000', '$21,700', '$95,000', '$42,000', '$310,000']"
illiquid_real_estate_investment,standard,Marcus,['Marcus Bledsoe'],"['schoolteacher', 'teacher', 'manager', 'retired']",[81],"['$2,800', '$185,000,', '$140,000', '$11,200', '$20,000', '$1,400', '$25,000']"
lack_of_diversification,standard,Nathan,"['Nathan Reeves', 'Cynthia Park', 'Cynthia', 'Cynthia', 'Cynthia']",['manager'],[44],"['$115,000', '$230,000', '$230,000', '$5,405', '$13,800', '$14,800']"
lack_of_diversification,standard,Samantha,"['Samantha Aldridge', 'Derek Flynn', 'Derek', 'Derek']",['engineer'],[37],"['$210,000', '$1.1', '$400,000', '$180,000', '$220,000', '$300,000', '$220,000', '$220,000', '$1.1', '$300,000', '$440,']"
unsuitable_income_investor,standard,Margaret,"['Margaret Cho', 'Margaret', 'James Fontana', 'James', 'Margaret', 'Margaret', 'James', 'Margaret', 'Margaret', 'James']","['nurse', 'accountant', 'retired']",[72],"['$26,400', '$12,000', '$38,400', '$175,000', '$8,500', '$41,300', '$175,000', '$118,400', '$56,600', '$56,600', '$41,300']"
options_unsuitable,standard,Maria,"['Maria Gutierrez', 'Gutierrez', 'Kevin Dorsey', 'Gutierrez', 'Dorsey', 'Dorsey', 'Gutierrez', 'Dorsey']",[],"[42, 14]","['$34,000', '$28,000', '$95,000', '$14,200', '$31,400', '$63,600']"
concentration_risk,standard,Dorothy,"['Dorothy Simmons', 'Simmons', 'Frank Bellamy', 'Bellamy', 'Simmons', 'Simmons']","['schoolteacher', 'teacher', 'retired']",[74],"['$1,800', '$1,400', '$340,000', '$22,000', '$290,000', '$340,000', '$20,300', '$290,000', '$203,000,']"
concentration_risk,standard,James,"['James Whitfield', 'Whitfield', 'Whitfield', 'Sandra Choi', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield']",['manager'],[52],"['$18', '$6', '$2', '$900,000', '$2.4', '$6', '$3.6', '$2']"
leveraged_etf_unsuitable,standard,Harold,"['Harold', 'Beatrice Chen', 'Harold', 'Tyler Rourke', 'Chens', 'Chens']","['electrician', 'retired']",[],"['$410,000', '$260,000', '$150,000', '$3,200', '$4,500,', '$1,300', '$180,000', '$120,000', '$300,000,', '$1,500', '$300,000', '$258,000,', '$42,000']"
mutual_fund_switching_churning,standard,Patricia,"['Patricia Alvarado', 'Craig Denning', 'Alvarado', 'Alvarado', 'Alvarado']",[],[58],"['$52,000', '$185,000', '$40,000', '$65,000', '$19,400', '$11,640', '$4,200', '$19,400']"
private_placements_unsuitable,standard,Gerald,"['Gerald Thompson', 'Gerald', 'Kevin Marsh', 'Gerald', 'Kevin', 'Gerald', 'Kevin', 'Gerald', 'Kevin', 'Gerald', 'Gerald']",[],[58],"['$42,000', '$135,000,', '$100,000', '$10,000', '$100,000', '$35,000', '$70,000']"
senior_investor_exploitation,standard,Dorothy,"['Dorothy Winslow', 'Dorothy', 'Richard', 'Dorothy', 'Dorothy', 'Dorothy', 'Richard', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy']","['teacher', 'attorney', 'retired']","[83, 29]","['$2,100', '$1,400', '$410,000', '$175,000', '$120,000', '$115,000', '$28,000']"
complex_products_unsophisticated_investor,standard,Priya,"['Priya Kapoor', 'Danielle Reeves']","['engineer', 'mechanic']",[34],"['$145,000', '$620,000,', '$280,000', '$340,000', '$25,000', '$3,500', '$75']"
market_timing_unsuitable,standard,Robert,"['Robert Hensley', 'Robert', 'Craig Fulton', 'Craig', 'Craig', 'Robert', 'Robert', 'Craig', 'Robert', 'Craig', 'Robert', 'Craig']",['manager'],[52],"['$88,000', '$210,000', '$47,000', '$210,000', '$158,000', '$52,000', '$47,000', '$8,000', '$34,000']"
alternative_investments_unsuitable,standard,Elena,"['Elena Reyes', 'Tomás', 'Nathan Bridges', 'Nathan']",[],[],"['$54,000', '$22,000', '$76,000', '$290,000,', '$180,000', '$65,000', '$45,000', '$95,000', '$80,000', '$60,000', '$50,000', '$25,000', '$215,000', '$290,000', '$19,500', '$128,000', '$215,000', '$87,000', '$45,000', '$15,000']"
private_placements_unsuitable,standard,Margaret,"['Margaret Collins', 'Derek Hanson', 'Margaret', 'Hanson', 'Margaret', 'Margaret']","['teacher', 'retired']",[71],"['$38,000,', '$210,000', '$125,000', '$125,000']"
inappropriate_risk_profile,standard,Leonard,"['Leonard Park', 'Stacy Renner', 'Leonard', 'Leonard', 'Leonard', 'Leonard', 'Leonard']","['accountant', 'retired']",[64],"['$95,000', '$620,000,', '$410,000', '$210,000', '$527,000', '$15,000', '$500,000', '$174,000']"
complex_products_unsophisticated_investor,standard,Dorothy,"['Dorothy Nguyen', 'Dorothy', 'Craig Billings', 'Dorothy', 'Euro Stoxx', 'Dorothy', 'Dorothy', 'Dorothy']",['widow'],[81],"['$1,650', '$800', '$29,400', '$185,000', '$160,000']"
speculative_for_conservative_investor,standard,James,"['James Whitford', 'James', 'Patricia Holmes', 'Patricia', 'James', 'James']",['engineer'],[42],"['$175,000', '$520,000', '$310,000', '$85,000', '$125,000']"
illiquid_investments,standard,Helen,"['Helen Rosario', 'Victor Marsh', 'Helen', 'Helen']","['nurse', 'retired']",[76],"['$22,800', '$14,400', '$37,200', '$240,000,', '$18,000', '$130,000,', '$175,000', '$100,000', '$75,000', '$17,500', '$35,000']"
junk_bonds_conservative_investor,standard,Margaret,"['Margaret Ellison', 'David Kowalski', 'Kowalski', 'Margaret', 'Kowalski', 'Margaret', 'Margaret']","['teacher', 'retired']",[74],"['$2,800', '$1,900', '$340,000,', '$210,000', '$58,000', '$282,000']"
tax_deferred_unnecessary_annuity,standard,Robert,"['Robert Chen', 'Robert', 'Lisa Marchand', 'Robert', 'Robert', 'Robert', 'Robert', 'Robert', 'Robert']",['engineer'],"[52, 65]","['$185,000', '$620,000', '$95,000', '$95,000', '$5,225']"
lack_of_diversification,standard,Priya,"['Priya Nair', 'James Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'cloud computing', 'Whitfield']",['manager'],[38],"['$290,000', '$150,000', '$2.8', '$1.1', '$400,000', '$300,000', '$1.0', '$350,000']"
reverse_churning,standard,William,"['William', 'Sandra Burke', 'Thomas Greer', 'Burkes', 'Greer', 'Burkes', 'Burkes', 'Burkes']",['retired'],[67],"['$7,200', '$480,000', '$6,000', '$17,400']"
structured_products_unsuitable,standard,Eleanor,"['Eleanor Vasquez', 'Maria', 'Eleanor', 'Craig Donovan', 'Donovan', 'Eleanor', 'Donovan', 'Eleanor', 'Maria']",['widow'],[79],"['$3,100', '$210,000,', '$140,000', '$75,000', '$65,000', '$3,850', '$43,500', '$75,000', '$31,500', '$35,000']"
complex_products_unsophisticated_investor,standard,Margaret,"['Margaret Dawson', 'Kevin Holloway', 'Margaret', 'Holloway', 'Margaret', 'Margaret']","['teacher', 'retired']",[72],"['$2,400', '$185,000', '$150,000', '$74,000', '$150,000', '$76,000']"
excessive_churning,standard,David,"['David Kim', 'Rachel Stein', 'Stein', 'Stein', 'Stein', 'David', 'Stein', 'David']",['engineer'],"[45, 65]","['$175,000', '$900,000,', '$280,000', '$79,520', '$241,600', '$38,400', '$79,520']"
margin_unsuitable,standard,Eleanor,"['Eleanor Voss', 'Frank DeLuca', 'DeLuca', 'Eleanor', 'Eleanor']",['widow'],[81],"['$1,850', '$600', '$92,000', '$14,000', '$45,000', '$22,000,', '$38,500', '$53,500']"
tax_deferred_unnecessary_annuity,standard,Harold,"['Harold Jennings', 'Denise Marlow', 'Harold', 'Harold']",['retired'],[74],"['$310,000,', '$45,000,', '$2,100', '$3,200', '$3,800,', '$20,150']"
variable_annuity_unsuitable,standard,Sylvia,"['Sylvia Nakamura', 'James Whitfield', 'Whitfield', 'Sylvia', 'Sylvia', 'Whitfield']",['attorney'],"[52, 65]","['$285,000', '$1.8', '$420,000', '$95,000', '$180,000', '$150,000', '$150,000', '$6,000']"
bond_duration_mismatch,standard,Margaret,"['Margaret Ellison', 'Derek Hamlin', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'retired']",[74],"['$420,000', '$2,100', '$1,400', '$4,800,', '$1,300', '$340,000', '$80,000', '$78,000', '$1,300', '$4,200']"
failure_to_know_customer,standard,Carlos,"['Carlos Medina', 'Tanya Blevins', 'Carlos', 'Tanya', 'Carlos', 'Carlos', 'Carlos', 'Tanya']",['manager'],[38],"['$115,000', '$95,000', '$40,000', '$42,000', '$12,000', '$40,000', '$2,100']"
market_timing_unsuitable,standard,Robert,"['Robert', 'Diane Kowalski', 'Robert', 'Diane', 'Robert', 'Diane', 'Neil Frasier', 'Neil', 'Kowalskis', 'Neil', 'Kowalskis', 'Neil', 'Neil', 'Neil', 'Kowalskis', 'Neil']",['retired'],[],"['$35,000', '$48,000', '$610,000,', '$310,000', '$180,000', '$120,000', '$260,000', '$120,000', '$8,200', '$11,400', '$14,800']"
reverse_churning,standard,Priya,"['Priya Anand', 'Glenn Harwick', 'Glenn', 'Priya', 'Glenn', 'Priya', 'Glenn', 'Priya', 'Glenn', 'Glenn', 'Glenn', 'Priya', 'Glenn']",['physician'],[45],"['$380,000', '$1.4', '$17,500', '$18,000', '$44,625', '$800']"
annuity_unnecessary_switching,standard,Helen,"['Helen Travers', 'Mark Diallo', 'Mark', 'Mark', 'Mark', 'Mark']","['nurse', 'retired']","[68, 70, 70]","['$520,000', '$200,000', '$228,000', '$225,000', '$6,840']"
reverse_churning,standard,Margaret,"['Margaret Dalton', 'Brian Kessler', 'Kessler', 'Margaret', 'Kessler', 'Margaret', 'Kessler', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Kessler']","['schoolteacher', 'teacher', 'retired']",[72],"['$38,000', '$410,000', '$5,945', '$14,860', '$280']"
illiquid_real_estate_investment,standard,Carlos,"['Carlos Medina', 'Carlos', 'Denise Watkins', 'Carlos', 'Watkins', 'Carlos', 'Carlos', 'Carlos']",['manager'],[55],"['$95,000', '$220,000,', '$160,000', '$60,000', '$140,000', '$1,800', '$75,000', '$51,000']"
crypto_assets_unsuitable,standard,Kyle,"['Kyle Braddock', 'Braddock', 'Helen']",['widow'],"[78, 29]","['$340,000', '$2,200', '$3,800', '$85,000', '$29,000,', '$56,000']"
variable_annuity_unsuitable,standard,James,"['James', 'Patricia Owens', 'James', 'Patricia', 'Rachel Simmons']",[],"[62, 65, 65]","['$125,000', '$65,000', '$780,000', '$150,000', '$45,000', '$420,000', '$4,800', '$200,000', '$45,000', '$200,000']"
variable_annuity_unsuitable,standard,Robert,"['Robert Tillman', 'Robert', 'Robert', 'Todd Granger', 'Robert', 'Granner', 'Granger', 'Robert', 'Robert', 'Granger', 'Robert']","['physician', 'retired']",[82],"['$32,000', '$195,000', '$40,000', '$6,000', '$8,000', '$170,000', '$11,050']"
high_fees_unsuitable,standard,Margaret,"['Margaret Dawson', 'Kevin Briscoe', 'Margaret', 'Kevin', 'Kevin', 'Kevin', 'Kevin', 'Margaret', 'Margaret']",['retired'],[72],"['$285,000,', '$2,100', '$1,400', '$285,000', '$19,950', '$285,000,']"
alternative_investments_unsuitable,standard,David,"['David', 'Susan Park', 'David', 'Susan', 'Parks', 'Rachel Mendez', 'Rachel', 'Rachel', 'Parks', 'Parks']",['manager'],[58],"['$95,000', '$62,000', '$410,000,', '$180,000', '$205,000', '$85,000', '$70,000', '$50,000', '$12,750,', '$6,200']"
crypto_assets_unsuitable,standard,Aiden,"['Aiden Torres', 'Danielle Cho', 'Bitcoin']",['engineer'],"[31, 22]","['$185,000', '$320,000', '$95,000', '$1,200', '$40,000', '$32,000', '$20,000', '$12,000']"
excessive_load_funds,standard,Priya,"['Priya Ramachandran', 'Marcus Hull']",[],[44],"['$240,000', '$575,000', '$300,000', '$275,000', '$575,000', '$33,062.50', '$500,000', '$12,937.50', '$39,675,', '$13,225']"
margin_unsuitable,standard,Harold,"['Harold Jennings', 'Harold', 'Tyler Graham', 'Harold', 'Tyler', 'Harold', 'Tyler', 'Harold', 'Harold']","['mechanic', 'retired']",[76],"['$2,400', '$1,850', '$190,000,', '$210,000', '$95,000', '$95,000', '$285,000', '$190,000', '$38,000', '$120,000', '$67,000', '$123,000,']"
junk_bonds_conservative_investor,standard,Margaret,"['Margaret Ellison', 'Kevin Draper', 'Ellison', 'Ellison', 'Ellison']","['teacher', 'retired']",[74],"['$38,000,', '$160,000', '$107,000', '$34,500', '$27,000']"
reverse_churning,standard,David,"['David Nakamura', 'Rachel Simmons', 'Simmons', 'Simmons', 'Nakamura', 'Nakamura', 'Nakamura', 'Nakamura', 'Nakamura']",['engineer'],[45],"['$195,000', '$1.2', '$400,000', '$5,400', '$3,000', '$12,600', '$450']"
private_placements_unsuitable,standard,Carlos,"['Carlos', 'Elena Reyes', 'Carlos', 'Brendan Walsh', 'Carlos', 'Walsh']",['manager'],[],"['$72,000', '$28,000', '$310,000,', '$230,000', '$80,000', '$95,000', '$175,000', '$100,000', '$75,000', '$21,000', '$15,000', '$98,000', '$77,000', '$175,000', '$21,000']"
