case_id,qid,tier,arm,date_filed,jurisdiction,court_level,model,model_cutoff,exact_match,prefix_tokens,prefix_frac,longest_run,longest_run_frac,rouge_l,token_f1,char_ratio,heading_recall,heading_extras,heading_score,gold_headings,pred_headings,refusal,needs_manual,manual_score,gold_tokens,pred_tokens,unknown,nonanswer,errored,prediction,gold
cl_2020_ca2_united_states_v._kosinski,Q17,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0233,0.0937,0.0937,0.1741,,,,,,0,1,,43,21,0,attempt,0,"Because the parties are familiar with the facts and procedural history, we recount only those facts necessary to resolve this appeal.","In 2005, Regado commenced a clinical trial of its cardiac drug, known as REG1 Anticoagulation System (“REG1”), to test whether it could safely and effectively reduce the incidence of heart attacks, strokes, and deaths in patients undergoing angioplasty procedures to unblock clogged arteries."
cl_2020_ca2_united_states_v._kosinski,Q19,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.2185,,,,,,0,0,,19,3,0,attempt,0,to the contrary.,"between private parties based on a cause of action for breach of fiduciary duty, see, e.g., Spinelli v."
cl_2020_ca2_united_states_v._kosinski,Q20,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,3,0.3,3,0.3,0.7619,0.7619,0.8741,,,,,,0,0,,10,11,0,attempt,0,"to defraud knowingly, willfully, and with a specific intent to defraud.","to defraud knowingly, willingly, and with the intent to defraud."
cl_2020_ca2_united_states_v._kosinski,Q21,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.05,0.1,0.2214,,,,,,0,0,,20,20,0,attempt,0,"These agreements established a relationship of trust and confidence with Regado, the breach of which supports liability under misappropriation theory.",The Supreme Court has held that a temporary insider’s duty not to trade on insider information can arise from an
cl_2020_ca2_united_states_v._kosinski,Q22,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.0922,,,,,,0,0,,20,23,0,attempt,0,"Dirks v. SEC, 463 U.S. 646, 655 n.14 (1983). See also United States v. O'Hagan, 521 U.S. 642, 652 (1997).",The Supreme Court has held that a temporary insider’s duty not to trade on insider information can arise from an
cl_2020_ca2_united_states_v._kosinski,Q23,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.1,0.3448,,,,,,0,0,,20,20,0,attempt,0,"Neither agreement expressly prohibited trading in Regado securities, but both prohibited his personal use of the information, which includes trading.",The Supreme Court has held that a temporary insider’s duty not to trade on insider information can arise from an
cl_2020_ca2_united_states_v._kosinski,Q24,D,pre_cutoff,2020-09-22,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.05,1,0.05,0.2,0.2,0.3745,,,,,,0,0,,20,20,0,attempt,0,The difference is immaterial because both agreements established a relationship of trust and confidence barring Kosinski’s trading on Regado’s information.,The Supreme Court has held that a temporary insider’s duty not to trade on insider information can arise from an
cl_2020_ca2_xy_planning_network_llc_v._sec,Q03,A,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,4,0.6667,4,0.6667,0.4167,0.4167,0.3669,,,,,,0,0,,6,18,0,attempt,0,"XY Planning Network, LLC, and Ford Financial Solutions, LLC, Petitioners, v. United States Securities and Exchange Commission, Respondent.","xy planning network, llc v. sec"
cl_2020_ca2_xy_planning_network_llc_v._sec,Q07,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.2105,0.3158,0.431,,,,,,0,0,,10,9,0,attempt,0,have registered as investment advisers and joined XY Planning.,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q08,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.1,0.1111,0.1111,0.25,,,,,,0,0,,10,8,0,attempt,0,register as investment advisers and purchase its services.,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q09,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.2105,0.3158,0.4828,,,,,,0,0,,10,9,0,attempt,0,register as investment advisers and join XY Planning’s network,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q10,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.1905,0.381,0.3465,,,,,,0,0,,10,11,0,attempt,0,have registered as investment advisers and become members of XY Planning.,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q12,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.1905,0.381,0.3465,,,,,,0,0,,10,11,0,attempt,0,have registered as investment advisers and become members of XY Planning.,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q13,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.2,0.3,0.4677,,,,,,0,0,,10,10,0,attempt,0,have registered as investment advisers and joined XY Planning Network.,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q19,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0323,1,0.0323,0.1154,0.1154,0.303,,,,,,0,0,,31,21,0,attempt,0,"no obligation to promulgate rules under § 913(g), we cannot fault it for choosing to proceed under § 913(f).","no statutory mandate to impose an equalizing fiduciary standard on broker-dealers, a favorable result in this litigation – vacatur of Regulation Best Interest – will do nothing to redress that preexisting harm."
cl_2020_ca2_xy_planning_network_llc_v._sec,Q20,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.2,0.1905,0.381,0.3333,,,,,,0,0,,10,11,0,attempt,0,have registered as investment advisers and become members of XY Planning,be induced to join XY Planning as dues-paying members.
cl_2020_ca2_xy_planning_network_llc_v._sec,Q21,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.0952,0.0952,0.2162,,,,,,0,0,,20,22,0,attempt,0,"Accordingly, the petition for review in No. 19-2893 is dismissed, and the petition for review in No. 19-2886 is denied.","Nevertheless, because I am convinced that XY Planning Network, LLC and Ford Financial Solutions, LLC (together, the “XYPN Petitioners”) also"
cl_2020_ca2_xy_planning_network_llc_v._sec,Q22,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.1,0.1561,,,,,,0,0,,20,20,0,attempt,0,"The State Petitioners' petition for review is dismissed for lack of Article III standing, and the remaining petitions are denied.","Nevertheless, because I am convinced that XY Planning Network, LLC and Ford Financial Solutions, LLC (together, the “XYPN Petitioners”) also"
cl_2020_ca2_xy_planning_network_llc_v._sec,Q23,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.15,0.15,0.3268,,,,,,0,0,,20,20,0,attempt,0,I write separately only to explain why I think the State Petitioners lack Article III standing to bring their claims.,"Nevertheless, because I am convinced that XY Planning Network, LLC and Ford Financial Solutions, LLC (together, the “XYPN Petitioners”) also"
cl_2020_ca2_xy_planning_network_llc_v._sec,Q24,D,pre_cutoff,2020-06-26,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.15,0.15,0.2802,,,,,,0,0,,20,20,0,attempt,0,But I would dismiss the investment advisers' petition for lack of Article III standing and would not reach the merits,"Nevertheless, because I am convinced that XY Planning Network, LLC and Ford Financial Solutions, LLC (together, the “XYPN Petitioners”) also"
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q03,A,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,4,0.6667,0.4167,0.4167,0.3544,,,,,,0,0,,6,18,0,attempt,0,"David Jaroslawicz, Plaintiff-Below, Appellant, v. M&T Bank Corporation and Hudson City Bancorp, Inc., Defendants-Below, Appellees.",jaroslawicz v. m&t bank corp
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q07,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1619,,,,,,0,0,,27,4,0,attempt,0,timely record mortgage satisfactions.,disclose material information about M&T’s practice of adding fees to no-fee “free” checking accounts or its failure to comply with federal anti-money laundering regulations.
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q08,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0588,1,0.0588,0.12,0.16,0.2245,,,,,,0,0,,17,33,0,attempt,0,"from a dismissal under Federal Rule of Civil Procedure 12(b)(6), our review is de novo, and we accept all factual allegations as true and draw all reasonable inferences in their favor.","from the District Court’s final order granting a motion to dismiss with prejudice, we exercise plenary review."
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q09,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0588,0.1818,0.1818,0.315,,,,,,0,0,,17,5,0,attempt,0,the alleged misstatements and omissions.,a statement “at the time and in the light of the circumstances under which it is made.”
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q10,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0213,0.0339,0.0339,0.2398,,,,,,0,0,,47,12,0,attempt,0,not receive regulatory approval for a recently announced acquisition for nine months.,the following when it aggressively expanded five years ago: • launched extensive print and television campaigns to advertise their entry into new markets; • discounted their services for extended periods of time to attract new customers; and • provided enhanced customer service during the initial phases of these new relationships.
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q11,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.0909,0.1299,0.2597,0.2062,,,,,,0,0,,22,55,0,attempt,0,"breach of the fiduciary duty of disclosure is not an independent claim in Delaware; rather, the so-called duty of disclosure is a context-specific application of the directors’ fiduciary duties of care and loyalty that, when directors seek stockholder action, requires them to disclose fully and fairly all material information within the board’s control.",failing to disclose a material risk naturally requires an allegation that a known risk factor existed at the time of the offering.
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q12,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0526,0.1176,0.1176,0.2857,,,,,,0,0,,19,15,0,attempt,0,"misstatements in proxies for director elections, where the vote did not authorize the challenged conduct.","failure to disclose hypothetical future legal claims, particularly claims against individual directors and officers—not against the company itself."
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q13,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0286,0.129,0.2258,0.37,,,,,,0,0,,35,27,0,attempt,0,at least plausible to infer that the Proxy misled reasonable shareholders by omitting then-existing compliance problems that threatened regulatory approval and that those omissions were material.,also plausible that disclosing the weaknesses present in M&T’s BSA/AML and consumer compliance programs “would have been viewed by the reasonable investor as having significantly altered the total mix of information made available.”
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q14,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.0333,0.1475,0.2459,0.3115,,,,,,0,0,,60,62,0,attempt,0,"regional and local lawn care service providers and independent operators. The Company also competes with do-it-yourself lawn care programs offered through mass merchants, home improvement centers, hardware stores, garden centers and other retailers. Competition is based on price, quality and reliability of service, the effectiveness of products offered, customer convenience and brand recognition, as well as marketing and geographic coverage.","other local and regional producers and operators. Many of these competitors have substantially greater financial and other resources than the Company. After: Because we are significantly smaller than the majority of our national competitors, we may lack the financial resources needed to capture increased market share. Based on total assets and annual revenues, we are significantly smaller than the majority"
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q16,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,4,0.1081,0.2857,0.2857,0.4,0.125,3,0.0625,8,4,0,0,,37,12,0,attempt,0,"I. Background
II. Jurisdiction and Standard of Review
III. Discussion
IV. Conclusion","OPINION | A. The Proposal | B. The Joint Proxy | C. New Disclosures, Governmental Intervention, and | D. The Shareholder Suit | II. JURISDICTION AND THE STANDARD OF REVIEW | III. THE SHAREHOLDERS’ TWIN THEORIES OF LIABILITY: | ACTIONABLE OMISSIONS AND MISLEADING OPINIONS"
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q17,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0769,0.0833,0.0833,0.2609,,,,,,0,1,,13,11,0,attempt,0,"In 2012, M&T Bank agreed to buy Hudson City Bancorp.",It is a familiar story in the life of a publicly held business.
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q19,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0303,1,0.0303,0.08,0.08,0.1609,,,,,,0,0,,33,17,0,attempt,0,"for financial advisors to receive contingent fees, that arrangement, standing alone, does not render the Proxy misleading.","for lawn care companies in smaller markets to acquire customers through personal relationships, our competitors in nearly half of these mid-west markets are better positioned to capitalize on this anticipated explosive growth."
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q20,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.125,0.0426,0.0851,0.1246,,,,,,0,0,,8,39,0,attempt,0,"to both new and existing customers to increase retention and loyalty, all of which we may be required to emulate in order to compete effectively, which could increase our costs and adversely affect our margins and results of operations.",during the initial phases of these new relationships.
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q21,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,1,20,1.0,20,1.0,1.0,1.0,1.0,,,,,,0,0,,20,20,0,attempt,0,Explain how the risk affects the registrant or the securities being offered. Set forth each risk factor under a subcaption,Explain how the risk affects the registrant or the securities being offered. Set forth each risk factor under a subcaption
cl_2020_ca3_jaroslawicz_v._mt_bank_corp,Q22,D,pre_cutoff,2020-06-18,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,12,0.6,0.5455,0.5455,0.5891,,,,,,0,0,,20,24,0,attempt,0,"17 C.F.R. § 229.503(c). It instructs registrants to ""Explain how the risk affects the registrant or the securities being offered.""",Explain how the risk affects the registrant or the securities being offered. Set forth each risk factor under a subcaption
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q03,A,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,2,0.4,3,0.6,0.7143,0.7143,0.7532,,,,,,0,0,,5,9,0,attempt,0,Jeffrey Norman; S.N. Phelps & Co. v. David Elkin,jeffrey norman v. david elkin
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q04,A,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.2857,,,,,,0,0,,3,3,0,attempt,0,"September 14, 2020",2020-05-29
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q07,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0435,3,0.1304,0.4324,0.4324,0.6245,,,,,,0,0,,23,14,0,attempt,0,"affirm in all other respects, and remand for further proceedings consistent with this opinion.","affirm all others, and remand to the District Court for the limited purpose of entering a revised final judgment consistent with this decision."
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q08,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.05,4,0.2,0.5556,0.7222,0.5724,,,,,,0,0,,20,16,0,attempt,0,"claims, including breach of contract, breach of fiduciary duty, fraud, conversion, unjust enrichment, and civil conspiracy.","claims against [Defendants] including breach of contract, usurpation of corporate opportunities, conversion, fraud, breach of fiduciary duties, and unjust enrichment.”"
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q09,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,2,0.1176,2,0.1176,0.2963,0.3704,0.5605,,,,,,0,0,,17,10,0,attempt,0,"District Court would not consider it, and neither will we.",District Court refused to consider that new evidence and denied does not entitle him to any relief.
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q10,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.1,1,0.1,0.1429,0.1429,0.4324,,,,,,0,0,,10,4,0,attempt,0,decided the first appeal.,"decided Norman V, if he thought it had any merit."
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q11,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.1176,0.2069,0.2069,0.3202,,,,,,0,0,,17,41,0,attempt,0,"for attorneys’ fees and costs he incurred defending third-party claims, and we held that such a claim does not accrue—and is not ripe—until the underlying proceedings have concluded and his entitlement to indemnification, if any, can be determined.",against his current employer for expenses he incurred in defending against a lawsuit by his former employer.
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q12,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.1111,0.1905,0.1905,0.4368,,,,,,0,0,,18,24,0,attempt,0,"a reasonably diligent inquiry would likely have revealed his alleged injury and its cause, starting the limitations clock well before he filed this suit.",reasonable inquiry would have led to the discovery that TEG had procured Phase II licenses at USM’s expense.
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q13,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0357,1,0.0357,0.1111,0.1111,0.251,,,,,,0,0,,28,8,0,attempt,0,Norman obtained only limited success in the litigation.,"Norman knew enough information to warrant further investigation, not for its own sake, but because such further investigation would have led to the discovery of Norman’s actual injury."
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q16,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0588,1,0.0588,0.3704,0.3704,0.5355,0.6667,0,0.5,6,4,0,0,,17,10,0,attempt,0,"I. Background
II. Standard of Review
III. Discussion
IV. Conclusion",I. BACKGROUND1 | A. Factual Background | F. Supp. 3d at 369. | II. DISCUSSION5 | A. Elkin’s Appeal | III. CONCLUSION
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q17,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.0476,0.1724,0.2414,0.1484,,,,,,0,1,,42,16,0,attempt,0,We write principally for the parties and therefore recite only those facts necessary to our disposition.,Factual Background Norman and Elkin founded USM in the early 1990s for the purpose of aggregating “Phase 1” 200 MHZ licenses issued We focus our statement of the factual and procedural background on those matters most pertinent to the parties’ present appeals.
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q19,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,4,0.2222,0.2778,0.2778,0.3665,,,,,,0,0,,18,18,0,attempt,0,"them in his reply brief, and arguments raised for the first time in a reply brief are waived.",that evidence to the Court for the first time at a hearing on the parties’ motions for reargument.
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q20,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,2,0.25,2,0.25,0.2069,0.2069,0.3237,,,,,,0,0,,8,21,0,attempt,0,"on the part of the principal."" Schmidt v. Skolas, 770 F.3d 241, 252 (3d Cir. 2014) (internal quotation marks omitted).",on the principal’s part into its fiduciary's behavior.”
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q21,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.15,0.2222,,,,,,0,0,,20,20,0,attempt,0,"Failure to comply bars suit, and the District Court properly entered judgment for Elkin. Norman's remaining arguments lack merit entirely.",We reject Norman’s unsupported attempt to dramatically expand the “narrow” continuous breach doctrine such that it reaches defenses to claims
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q22,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.15,0.1739,,,,,,0,0,,20,20,0,attempt,0,"Thus, failure to provide notice goes to the merits and does not bar suit or warrant dismissal at pleading stage.",We reject Norman’s unsupported attempt to dramatically expand the “narrow” continuous breach doctrine such that it reaches defenses to claims
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q23,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.2,0.315,,,,,,0,0,,20,20,0,attempt,0,"Therefore Elkin bore the burden of proving the SLA was invalid, and the jury was entitled to reject that defense.",We reject Norman’s unsupported attempt to dramatically expand the “narrow” continuous breach doctrine such that it reaches defenses to claims
cl_2020_ca3_jeffrey_norman_v._david_elkin,Q24,D,pre_cutoff,2020-05-29,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.05,0.05,0.2246,,,,,,0,0,,20,20,0,attempt,0,"Rather than expedite resolution of the parties' dispute, a separate declaratory judgment suit would duplicate issues in the contract litigation.",We reject Norman’s unsupported attempt to dramatically expand the “narrow” continuous breach doctrine such that it reaches defenses to claims
cl_2020_ca3_united_states_v._steven_fishoff,Q04,A,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.2963,,,,,,0,0,,3,3,0,attempt,0,"February 26, 2020",2020-01-30
cl_2020_ca3_united_states_v._steven_fishoff,Q07,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,5,0.3846,0.4242,0.6061,0.5319,,,,,,0,0,,13,20,0,attempt,0,"had no knowledge of the rule or regulation he violated; and the sentencing judge, not the jury, decides that question.",did not know the substance of the rule or regulation that he violated.
cl_2020_ca3_united_states_v._steven_fishoff,Q08,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.1429,0.1667,0.3333,0.5312,,,,,,0,0,,7,5,0,attempt,0,company's cash will run out.,company will need an influx of cash.
cl_2020_ca3_united_states_v._steven_fishoff,Q09,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.3394,,,,,,0,0,,15,9,0,attempt,0,"supplemental appendix), we will not strike the government's references.","testimony on other issues), he has waived any objection to our consideration of that evidence."
cl_2020_ca3_united_states_v._steven_fishoff,Q10,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,2,0.1429,2,0.1429,0.2424,0.303,0.4556,,,,,,0,0,,14,19,0,attempt,0,"the extent he argues the Government had to prove that he knew of that particular theory, he is wrong.","the extent that the District Court erred in this regard, any error is harmless."
cl_2020_ca3_united_states_v._steven_fishoff,Q11,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.1429,0.2308,0.3077,0.255,,,,,,0,0,,7,19,0,attempt,0,reasoning in the record and of its conclusion that Fishoff had not made the threshold showing to present it.,findings in its rejection of the defense.
cl_2020_ca3_united_states_v._steven_fishoff,Q12,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.0909,0.0833,0.0833,0.2533,,,,,,0,0,,11,13,0,attempt,0,counter to the general rule that ignorance of the law is no defense.,a higher risk of “convicting individuals engaged in apparently innocent activity.”
cl_2020_ca3_united_states_v._steven_fishoff,Q19,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,0,0.0,0.0,0.0,0.1132,,,,,,0,0,,18,1,0,attempt,0,McGee.,the District Court’s ruling that he did not demonstrate a lack of knowledge of the rule he violated.
cl_2020_ca3_united_states_v._steven_fishoff,Q21,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.1,0.1,0.131,,,,,,0,0,,20,20,0,attempt,0,"So there is nothing for us to review, and any challenge is forfeited; we therefore decline to consider it further.","The court then announced its sentence, at which point defense counsel did not object to the court’s failure to rule"
cl_2020_ca3_united_states_v._steven_fishoff,Q22,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.05,0.2,0.3,0.3443,,,,,,0,0,,20,20,0,attempt,0,"Accordingly, we will vacate his sentence and remand for resentencing to allow the District Court to address the variance request.","The court then announced its sentence, at which point defense counsel did not object to the court’s failure to rule"
cl_2020_ca3_united_states_v._steven_fishoff,Q23,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,3,0.15,0.25,0.3,0.3568,,,,,,0,0,,20,20,0,attempt,0,"Because the defendant did not object after the sentence was pronounced, we reviewed for plain error and affirmed the sentence.","The court then announced its sentence, at which point defense counsel did not object to the court’s failure to rule"
cl_2020_ca3_united_states_v._steven_fishoff,Q24,D,pre_cutoff,2020-01-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,2,0.1,0.1463,0.2439,0.1624,,,,,,0,0,,20,21,0,attempt,0,"We held the failure to object forfeited the claim, so plain-error review applied and we affirmed for lack of prejudice.","The court then announced its sentence, at which point defense counsel did not object to the court’s failure to rule"
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q02,A,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,1,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,0,0,,1,1,0,attempt,0,2020,2020
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q03,A,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,0,2,0.25,5,0.625,0.6667,0.6667,0.625,,,,,,0,0,,8,13,0,attempt,0,"NANCY GOODMAN, Plaintiff-Appellant, v. J.P. MORGAN INVESTMENT MANAGEMENT, INC., Defendant-Appellee.",nancy goodman v. j.p. morgan investment mgmt.
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q04,A,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,1,0.3333,0.3333,0.3333,0.3333,,,,,,0,0,,3,3,0,attempt,0,"March 11, 2020",2020-03-30
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q07,D,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0385,1,0.0385,0.1951,0.1951,0.3552,,,,,,0,0,,26,15,0,attempt,0,"is excessive under § 36(b) of the Investment Company Act of 1940, courts consider","is “so disproportionately large” as to be unreasonable, the Supreme Court has instructed courts to consider all relevant factors, including those set forth in Gartenberg v."
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q08,D,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,0,0,0.0,3,0.125,0.4444,0.4444,0.6377,,,,,,0,0,,24,12,0,attempt,0,received a fee based on a percentage of the assets under management.,receives an annual fee from each fund that is calculated monthly as a percentage of each of the fund’s net assets under management (“AUM”).
cl_2020_ca6_nancy_goodman_v._j.p._morgan_invest,Q09,D,pre_cutoff,2020-03-30,federal,circuit,openai/gpt-5,2024-09-30,0,1,0.0385,3,0.1154,0.209,0.2388,0.3906,,,,,,0,0,,26,41,0,attempt,0,appeal is that the district court erred in concluding that the Securities Litigation Uniform Standards Act precludes their claims because they allege no misrepresentation or omission in connection with the purchase or sale of a covered security. We are not persuaded.,"appeal, as before the district court, is that the comparative fee structures and services provided to the Funds can be aptly compared to the Subadvised Funds."
