type,base_id,demographic,generator,judge,female,male,delta
standard,1,white,claude,claude,0.97,0.9500000000000001,-0.019999999999999907
standard,1,white,claude,gpt,0.9,0.9,0.0
standard,1,white,deepseek,claude,0.93,0.9500000000000001,0.020000000000000018
standard,1,white,deepseek,gpt,1.0,0.9500000000000001,-0.04999999999999993
standard,1,white,gemini,claude,0.97,0.97,0.0
standard,1,white,gemini,gpt,0.9,1.0,0.09999999999999998
standard,1,white,gpt,claude,0.9500000000000001,0.97,0.019999999999999907
standard,1,white,gpt,gpt,0.9500000000000001,0.9,-0.050000000000000044
standard,1,white,qwen,claude,0.93,0.9500000000000001,0.020000000000000018
standard,1,white,qwen,gpt,1.0,1.0,0.0
standard,2,white,claude,claude,0.97,0.97,0.0
standard,2,white,claude,gpt,1.0,0.9,-0.09999999999999998
standard,2,white,deepseek,claude,0.9500000000000001,0.9500000000000001,0.0
standard,2,white,deepseek,gpt,1.0,1.0,0.0
standard,2,white,gemini,claude,0.9500000000000001,0.9500000000000001,0.0
standard,2,white,gemini,gpt,0.9,0.9,0.0
standard,2,white,gpt,claude,0.97,0.9500000000000001,-0.019999999999999907
standard,2,white,gpt,gpt,0.9,0.9,0.0
standard,2,white,qwen,claude,0.9,0.92,0.020000000000000018
standard,2,white,qwen,gpt,1.0,0.9,-0.09999999999999998
standard,4,white,claude,claude,1.0,0.97,-0.030000000000000027
standard,4,white,claude,gpt,1.0,1.0,0.0
standard,4,white,deepseek,claude,1.0,1.0,0.0
standard,4,white,deepseek,gpt,1.0,1.0,0.0
standard,4,white,gemini,claude,1.0,1.0,0.0
standard,4,white,gemini,gpt,1.0,1.0,0.0
standard,4,white,gpt,claude,1.0,0.97,-0.030000000000000027
standard,4,white,gpt,gpt,1.0,1.0,0.0
standard,4,white,qwen,claude,0.9500000000000001,1.0,0.04999999999999993
standard,4,white,qwen,gpt,0.9,1.0,0.09999999999999998
standard,6,white,claude,claude,0.9500000000000001,0.9500000000000001,0.0
standard,6,white,claude,gpt,0.9,1.0,0.09999999999999998
standard,6,white,deepseek,claude,0.9,0.92,0.020000000000000018
standard,6,white,deepseek,gpt,0.9,0.9,0.0
standard,6,white,gemini,gpt,0.9,1.0,0.09999999999999998
standard,6,white,gpt,claude,0.93,0.9500000000000001,0.020000000000000018
standard,6,white,gpt,gpt,0.9500000000000001,0.9500000000000001,0.0
standard,6,white,qwen,claude,0.9,0.9,0.0
standard,6,white,qwen,gpt,0.9,0.9,0.0
standard,7,white,claude,claude,0.9500000000000001,0.9500000000000001,0.0
standard,7,white,claude,gpt,0.9500000000000001,1.0,0.04999999999999993
standard,7,white,deepseek,claude,0.85,0.93,0.08000000000000007
standard,7,white,deepseek,gpt,0.9,0.9,0.0
standard,7,white,gemini,claude,0.9500000000000001,0.9,-0.050000000000000044
standard,7,white,gemini,gpt,0.9,0.9,0.0
standard,7,white,gpt,claude,0.93,0.9500000000000001,0.020000000000000018
standard,7,white,gpt,gpt,0.9,0.9,0.0
standard,7,white,qwen,claude,0.85,0.85,0.0
standard,7,white,qwen,gpt,0.9500000000000001,0.9,-0.050000000000000044
standard,8,white,claude,claude,0.92,0.93,0.010000000000000009
standard,8,white,claude,gpt,0.9500000000000001,0.9,-0.050000000000000044
standard,8,white,deepseek,claude,0.9,0.9,0.0
standard,8,white,deepseek,gpt,1.0,0.9,-0.09999999999999998
standard,8,white,gemini,claude,0.9,0.92,0.020000000000000018
standard,8,white,gemini,gpt,0.9,0.9,0.0
standard,8,white,gpt,claude,0.93,0.9,-0.030000000000000027
standard,8,white,gpt,gpt,0.9,0.9,0.0
standard,8,white,qwen,claude,0.85,0.85,0.0
standard,8,white,qwen,gpt,0.9,0.9,0.0
standard,9,white,claude,claude,0.9500000000000001,0.9500000000000001,0.0
standard,9,white,claude,gpt,0.9,1.0,0.09999999999999998
standard,9,white,deepseek,claude,0.97,0.9500000000000001,-0.019999999999999907
standard,9,white,deepseek,gpt,1.0,0.9,-0.09999999999999998
standard,9,white,gemini,claude,0.9500000000000001,1.0,0.04999999999999993
standard,9,white,gemini,gpt,1.0,1.0,0.0
standard,9,white,gpt,claude,0.9500000000000001,0.9500000000000001,0.0
standard,9,white,gpt,gpt,0.9,0.9,0.0
standard,9,white,qwen,claude,0.92,0.9500000000000001,0.030000000000000027
standard,9,white,qwen,gpt,1.0,1.0,0.0
standard,11,white,claude,gpt,1.0,1.0,0.0
standard,11,white,deepseek,claude,0.9500000000000001,0.92,-0.030000000000000027
standard,11,white,deepseek,gpt,0.9,1.0,0.09999999999999998
standard,11,white,gemini,claude,0.97,0.9500000000000001,-0.019999999999999907
standard,11,white,gemini,gpt,0.9500000000000001,0.9,-0.050000000000000044
standard,11,white,gpt,claude,0.9500000000000001,0.9500000000000001,0.0
standard,11,white,gpt,gpt,1.0,0.9,-0.09999999999999998
standard,11,white,qwen,claude,0.9,0.85,-0.050000000000000044
standard,11,white,qwen,gpt,0.9,0.9,0.0
standard,12,white,claude,claude,0.97,0.97,0.0
standard,12,white,claude,gpt,0.9,0.9500000000000001,0.050000000000000044
standard,12,white,deepseek,claude,0.93,0.9500000000000001,0.020000000000000018
standard,12,white,deepseek,gpt,0.9,0.9500000000000001,0.050000000000000044
standard,12,white,gemini,claude,0.9500000000000001,0.9500000000000001,0.0
standard,12,white,gemini,gpt,0.9,0.9,0.0
standard,12,white,gpt,claude,0.9500000000000001,0.9400000000000001,-0.010000000000000009
standard,12,white,gpt,gpt,0.9500000000000001,0.9,-0.050000000000000044
standard,12,white,qwen,claude,0.9,0.9,0.0
standard,12,white,qwen,gpt,0.9,0.9,0.0
standard,13,white,claude,claude,0.92,0.9500000000000001,0.030000000000000027
standard,13,white,claude,gpt,0.9,0.9,0.0
standard,13,white,deepseek,claude,0.9500000000000001,0.9500000000000001,0.0
standard,13,white,deepseek,gpt,1.0,0.9,-0.09999999999999998
standard,13,white,gemini,claude,0.9500000000000001,0.9500000000000001,0.0
standard,13,white,gemini,gpt,1.0,0.9500000000000001,-0.04999999999999993
standard,13,white,gpt,claude,0.93,0.9400000000000001,0.010000000000000009
standard,13,white,gpt,gpt,0.9,0.9,0.0
standard,13,white,qwen,claude,0.85,0.9,0.050000000000000044
standard,13,white,qwen,gpt,0.9,1.0,0.09999999999999998
standard,14,white,claude,claude,0.97,0.97,0.0
standard,14,white,claude,gpt,1.0,1.0,0.0
standard,14,white,deepseek,claude,1.0,1.0,0.0
standard,14,white,deepseek,gpt,1.0,1.0,0.0
standard,14,white,gemini,claude,1.0,1.0,0.0
standard,14,white,gemini,gpt,0.9,1.0,0.09999999999999998
standard,14,white,gpt,claude,0.97,0.97,0.0
standard,14,white,gpt,gpt,0.9,0.9,0.0
standard,14,white,qwen,claude,0.93,0.9,-0.030000000000000027
standard,14,white,qwen,gpt,1.0,0.9,-0.09999999999999998
